Date,2019-01-31,2018-01-31,2017-01-31
Revenue,142464000.0,108524000.0,74540000.0
Revenue Growth,0.312741881980023,0.455916286557553,
Cost of Revenue,49554000.0,44919000.0,33195000.0
Gross Profit,92910000.0,63605000.0,41345000.0
R&D Expenses,75740000.0,78261000.0,76164000.0
SG&A Expense,161257000.0,161125000.0,148041000.0
Operating Expenses,236997000.0,239386000.0,224205000.0
Operating Income,-144087000.0,-175781000.0,-182860000.0
Interest Expense,0.0,0.0,0.0
Earnings before Tax,-153061000.0,-176177000.0,-182347000.0
Income Tax Expense,1248000.0,385000.0,773000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-154309000.0,-176562000.0,-183120000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-154309000.0,-176562000.0,-183120000.0
EPS,-9.43,-110.7,-124.9
EPS Diluted,-9.43,-110.7,-124.9
Weighted Average Shs Out,16358000.0,24954000.0,24954000.0
Weighted Average Shs Out (Dil),16358000.0,1595000.0,1466000.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.652164757412,0.5861,0.5547
EBITDA Margin,-0.89237982929,-1.548,-2.377
EBIT Margin,-1.01139235175,-1.6234,-2.4463
Profit Margin,-1.08314381177,-1.627,-2.457
Free Cash Flow margin,-0.966840745732,-1.4369,-2.09
EBITDA,-127132000.0,-168046000.0,-177148000.0
EBIT,-144087000.0,-176177000.0,-182347000.0
Consolidated Income,-154309000.0,-176562000.0,-183120000.0
Earnings Before Tax Margin,-1.07438370395,-1.6234,-2.4463
Net Profit Margin,-1.08314381177,-1.6269,-2.4567
