date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1986-12-31_FY,1985-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,78509000.0,114972858.0,37167790.0,41719424.0,16199414.0,8289317.0,6383818.0,3683247.0,599202.0,0.0,-602954.0,800570.0,4834900.0,13532838.0,14028322.0,14817750.0,14651739.0,13194395.0,9285841.0,-635896.0,8859811.0,15800000.0,1300000.0,4000000.0,6600000.0,4400000.0,6400000.0,500000.0,2500000.0,2000000.0,-12700000.0,1800000.0,0.0,0.0,0.0
,depreciationAndAmortization,19063000.0,15797278.0,16135502.0,12663959.0,8195417.0,5212897.0,3490485.0,2974587.0,2324182.0,2512366.0,2727399.0,2771633.0,2655088.0,2466981.0,2265848.0,1755127.0,1344315.0,1120153.0,806842.0,739007.0,278655.0,300000.0,200000.0,900000.0,1100000.0,1100000.0,1100000.0,1800000.0,2000000.0,2500000.0,2800000.0,2700000.0,0.0,0.0,0.0
,deferredIncomeTax,-90532000.0,35099647.0,12589970.0,-8953981.0,11658864.0,4627019.0,1677814.0,194563.0,297222.0,-3032931.0,817846.0,958932.0,434037.0,3390812.0,6513130.0,3222793.0,8589976.0,8500771.0,5970949.0,701341.0,3411291.0,0.0,-100000.0,-700000.0,300000.0,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2786000.0,2688292.0,1684250.0,1437223.0,3178883.0,2186408.0,1271924.0,901447.0,1047335.0,253812.0,-632894.0,253424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1114000.0,-2811781.0,31270186.0,-42968090.0,2233872.0,-93283807.0,1601337.0,-649206.0,-18849842.0,-505799.0,63427094.0,-6709533.0,-11642455.0,7565252.0,-11626306.0,-28717475.0,-5741678.0,-1724419.0,-7443368.0,-19555590.0,-9202059.0,12800000.0,1500000.0,6200000.0,4500000.0,-1400000.0,2600000.0,2400000.0,25500000.0,-2300000.0,-6100000.0,9000000.0,0.0,-5800000.0,0.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,100000.0,-100000.0,100000.0,-200000.0,100000.0,-100000.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-340000.0,349192.0,-630667.0,362411.0,-416312.0,1075192.0,-13106.0,431790.0,54855.0,-660896.0,182395.0,158091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-2511000.0,-100633667.0,-97821886.0,-129092072.0,-86123982.0,-88357854.0,4925953.0,3324616.0,3973822.0,22823664.0,23329463.0,-40097631.0,-33388098.0,-21745643.0,-29310895.0,-17684589.0,11032886.0,16774564.0,18498983.0,25942351.0,45497941.0,54700000.0,41900000.0,40400000.0,34200000.0,29700000.0,31100000.0,28500000.0,26100000.0,600000.0,2900000.0,9000000.0,0.0,0.0,5800000.0
,otherNonCashItems,5990000.0,-149336202.0,-50192238.0,53647261.0,-27178005.0,98158348.0,-3100354.0,3783166.0,18085564.0,-1423205.0,-66130290.0,1696954.0,7823271.0,-9901488.0,-2559879.0,39725858.0,13790953.0,2061795.0,6263520.0,21864482.0,4887021.0,-17200000.0,-3900000.0,1700000.0,-10500000.0,700000.0,-8700000.0,-2900000.0,-26200000.0,6300000.0,15900000.0,-8700000.0,0.0,5800000.0,0.0
,netCashProvidedByOperatingActivites,16930000.0,16410092.0,48655460.0,57545796.0,14288445.0,25190182.0,11325024.0,10887804.0,3503663.0,-2195757.0,-393799.0,-228020.0,4104841.0,17054395.0,8621115.0,30804053.0,32635305.0,23152695.0,14883784.0,3113344.0,8234719.0,11700000.0,-1000000.0,12100000.0,2000000.0,4800000.0,2700000.0,1800000.0,3800000.0,8500000.0,-100000.0,4800000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-4702243.0,-94627373.0,-97328891.0,-84098154.0,-42192815.0,-37868099.0,-24916936.0,-3197276.0,-1372047.0,-3487029.0,-18857758.0,-5614256.0,-16927812.0,-33999763.0,-20829185.0,-15589778.0,-3471135.0,-17452183.0,-9530245.0,0.0,-4800000.0,-2100000.0,-400000.0,-1200000.0,-1400000.0,-1500000.0,-1600000.0,-3600000.0,-4600000.0,-3900000.0,0.0,0.0,0.0
,acquisitionsNet,-41000.0,96048232.0,-2137018.0,0.0,-49926604.0,-76034452.0,0.0,0.0,0.0,0.0,0.0,0.0,9924785.0,-9201588.0,6654205.0,0.0,0.0,-7019571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-28235000.0,-49796450.0,0.0,-2940000.0,0.0,-26016666.0,-30187748.0,-729814.0,0.0,-1873597.0,-5829712.0,-7302989.0,-10793461.0,-24499902.0,-16869733.0,-38729822.0,-3198750.0,-1058938.0,-5192775.0,0.0,0.0,-15500000.0,-200000.0,0.0,-800000.0,-300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
