date,,2020-02-28_FY,2019-02-22_FY,2018-02-23_FY,2017-02-24_FY,2016-02-26_FY,2015-02-27_FY,2014-02-28_FY,2013-02-22_FY,2012-02-24_FY,2011-02-25_FY,2010-02-26_FY,2009-02-27_FY,2008-02-29_FY,2007-02-23_FY,2006-02-24_FY,2005-02-25_FY,2004-02-27_FY,2003-02-28_FY,2002-02-22_FY,2001-02-23_FY,2000-02-25_FY,1999-02-26_FY,1998-02-28_FY,1997-02-28_FY
,revenue,3723700000.0,3443200000.0,3055500000.0,3032400000.0,3060000000.0,3059700000.0,2988900000.0,2868700000.0,2749500000.0,2437100000.0,2291700000.0,3183700000.0,3420800000.0,3097400000.0,2868900000.0,2613800000.0,2345600000.0,2586900000.0,3089500000.0,3885800000.0,3316100000.0,2742500000.0,2760000000.0,2408400000.0
,costOfRevenue,2508500000.0,2355300000.0,2049400000.0,2017800000.0,2075500000.0,2106200000.0,2046500000.0,1987800000.0,1913600000.0,1693800000.0,1619900000.0,2236700000.0,2294900000.0,2128200000.0,1989400000.0,1859900000.0,1688000000.0,1824000000.0,2126300000.0,2577100000.0,2213400000.0,1753100000.0,1661300000.0,1458200000.0
,grossProfit,1215200000.0,1087900000.0,1006100000.0,1014600000.0,984500000.0,953500000.0,942400000.0,880900000.0,835900000.0,743300000.0,671800000.0,947000000.0,1125900000.0,969200000.0,879500000.0,753900000.0,657600000.0,762900000.0,963200000.0,1308700000.0,1102700000.0,989400000.0,1098700000.0,950200000.0
,grossProfitRatio,0.326342079114859,0.315956087360595,0.329275077728686,0.334586466165414,0.321732026143791,0.311631859332614,0.315299943122888,0.307072890159306,0.304018912529551,0.304993639981946,0.293144826984335,0.29745264943305,0.329133536014967,0.312907599922516,0.306563491233574,0.288430637386181,0.280354706684857,0.294908964397541,0.311765657873442,0.336790364918421,0.332529175839088,0.360765724703737,0.398079710144928,0.394535791396778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29700000.0,0.0,0.0,0.0,923100000.0,831800000.0,758100000.0,722300000.0,677600000.0,754900000.0,893200000.0,1002300000.0,830900000.0,672200000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,957700000.0,904300000.0,850100000.0,809300000.0,790000000.0,767100000.0,-10800000.0,727100000.0,656700000.0,654900000.0,648400000.0,842900000.0,0.0,831000000.0,758000000.0,722000000.0,677000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
