date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY
,revenue,494117000.0,509041000.0,627122000.0,590022000.0,581204000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,334805000.0,305841000.0,358144000.0,324523000.0,295622000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,202745000.0,213392000.0,224145000.0,236653000.0,217757000.0
,operatingExpenses,537550000.0,519233000.0,582289000.0,561176000.0,513379000.0
,costAndExpenses,537550000.0,519233000.0,582289000.0,561176000.0,513379000.0
,interestExpense,20215000.0,22162000.0,21793000.0,22517000.0,22687000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,139357000.0,141512000.0,140880000.0,149135000.0,134662000.0
,EBITDA,135545000.0,142856000.0,190149000.0,197749000.0,213887000.0
,EBITDARatio,0.274317621130218,0.280637512498993,0.30320894498997,0.335155299293925,0.368006758384319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-36926000.0,5221000.0,49985000.0,44135000.0,80815000.0
,operatingIncomeRatio,-0.0747312883385919,0.0102565412216305,0.0797053842792949,0.0748022955076251,0.139047563334044
,totalOtherIncomeExpensesNet,12899000.0,-26039000.0,-22509000.0,-18038000.0,-24277000.0
,incomeBeforeTax,-24027000.0,-20818000.0,27476000.0,26097000.0,56538000.0
,incomeBeforeTaxRatio,-0.0486261351056531,-0.0408965093185028,0.0438128466231451,0.0442305541149313,0.0972773759299661
,incomeTaxExpense,68189000.0,2415000.0,8595000.0,63367000.0,17361000.0
,netIncome,-92216000.0,-23233000.0,18881000.0,-37270000.0,39177000.0
,netIncomeRatio,-0.18662786344125,-0.0456407244210191,0.030107379425375,-0.0631671361406863,0.0674066248683767
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.566,-0.1414,0.1148,-0.227,0.2388
,EPSDiluted,-0.566,-0.1414,0.1147,-0.227,0.2382
,weightedAverageShsOut,162939000.0,164253000.0,164526000.0,164195000.0,164025000.0
,weightedAverageShsOutDil,162939000.0,164253000.0,164666000.0,164610000.0,164493000.0
