Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,000000.0,000000.0,000000.0,000000.0,1000000.0
Short-term investments,21000000.0,2000000.0,000000.0,12000000.0,8000000.0
Cash and short-term investments,21000000.0,2000000.0,000000.0,12000000.0,8000000.0
Receivables,21000000.0,39000000.0,17000000.0,16000000.0,20000000.0
Inventories,,,,,
Total current assets,1220000000.0,1164000000.0,646000000.0,520000000.0,467000000.0
Property, Plant & Equipment Net,1218000000.0,1164000000.0,604000000.0,484000000.0,440000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,2000000.0,000000.0,000000.0,000000.0,000000.0
Tax assets,000000.0,000000.0,42000000.0,36000000.0,27000000.0
Total non-current assets,407000000.0,375000000.0,158000000.0,146000000.0,142000000.0
Total assets,1264000000.0,1208000000.0,664000000.0,549000000.0,498000000.0
Payables,,,,,
Short-term debt,,,,,
Total current liabilities,44000000.0,59000000.0,36000000.0,32000000.0,52000000.0
Long-term debt,161000000.0,164000000.0,45000000.0,83000000.0,100000000.0
Total debt,161000000.0,164000000.0,45000000.0,83000000.0,100000000.0
Deferred revenue,,,,,
Tax Liabilities,53000000.0,32000000.0,000000.0,000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,407000000.0,375000000.0,158000000.0,146000000.0,142000000.0
Total liabilities,451000000.0,434000000.0,194000000.0,178000000.0,193000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-67000000.0,-104000000.0,-90000000.0,-62000000.0,-45000000.0
Total shareholders equity,813000000.0,774000000.0,470000000.0,371000000.0,304000000.0
Investments,2000000.0,000000.0,000000.0,000000.0,000000.0
Net Debt,161000000,164000000,45000000,83000000,99000000
Other Assets,0,0,0,0,0
Other Liabilities,237000000,230000000,138000000,95000000,93000000
