Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,343199000.0,261701000.0,216613000.0,160812000.0,102999000.0,66157000.0,47208000.0,36365000.0
Revenue Growth,0.3114,0.2082,0.347,0.5613,0.5569,0.4014,0.2982,
Cost of Revenue,48461000.0,41848000.0,30151000.0,22660000.0,14707000.0,9076000.0,6924000.0,5416000.0
Gross Profit,294738000.0,219853000.0,186462000.0,138152000.0,88292000.0,57081000.0,40284000.0,30949000.0
R&D Expenses,57112000.0,42389000.0,34614000.0,21734000.0,14400000.0,10404000.0,7273000.0,6272000.0
SG&A Expense,190334000.0,157138000.0,115892000.0,83196000.0,53438000.0,37598000.0,25378000.0,19006000.0
Operating Expenses,247446000.0,199527000.0,150506000.0,104930000.0,67838000.0,48002000.0,32651000.0,25278000.0
Operating Income,47292000.0,20326000.0,35956000.0,33222000.0,20454000.0,9079000.0,7633000.0,5671000.0
Interest Expense,0.0,0.0,0.0,1479000.0,5988000.0,1124000.0,-4000.0,190000.0
Earnings before Tax,51843000.0,24429000.0,36201000.0,31743000.0,14466000.0,7955000.0,7637000.0,5481000.0
Income Tax Expense,4771000.0,8414000.0,8077000.0,5949000.0,4512000.0,1320000.0,-225000.0,-392000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,47072000.0,16015000.0,28124000.0,25794000.0,9954000.0,6635000.0,7862000.0,5873000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,47072000.0,16015000.0,28124000.0,25794000.0,9954000.0,6635000.0,7862000.0,5873000.0
EPS,1.3,0.46,0.83,0.8,0.46,0.25,0.51,0.43
EPS Diluted,1.27,0.44,0.78,0.73,0.34,0.14,0.31,0.26
Weighted Average Shs Out,35274888.0,34250590.0,33289839.0,30501352.0,29580336.0,,,
Weighted Average Shs Out (Dil),35274888.0,34250590.0,33289839.0,30501352.0,29580336.0,,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.8588,0.8401,0.8608,0.8591,0.8572,0.8628,0.8533,0.8511
EBITDA Margin,0.18,0.123,0.197,0.221,0.206,0.144,0.169,0.162
EBIT Margin,0.1511,0.0933,0.1671,0.2066,0.1986,0.1372,0.1617,0.1559
Profit Margin,0.137,0.061,0.13,0.16,0.097,0.1,0.167,0.162
Free Cash Flow margin,0.3541,0.2827,0.2471,0.355,0.2115,0.2933,0.2748,0.246
EBITDA,61921000.0,32285000.0,42689000.0,35476000.0,21200000.0,9554000.0,7962000.0,5881000.0
EBIT,51843000.0,24429000.0,36201000.0,33222000.0,20454000.0,9079000.0,7633000.0,5671000.0
Consolidated Income,47072000.0,16015000.0,28124000.0,25794000.0,9954000.0,6635000.0,7862000.0,5873000.0
Earnings Before Tax Margin,0.1511,0.0933,0.1671,0.1974,0.1404,0.1202,0.1618,0.1507
Net Profit Margin,0.1372,0.0612,0.1298,0.1604,0.0966,0.1003,0.1665,0.1615
