date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY,1988-06-30_FY,1987-06-30_FY,1986-06-30_FY
,revenue,64355000000.0,64656000000.0,64341000000.0,60828000000.0,62346000000.0,67702000000.0,81201000000.0,89804000000.0,0.0,89038000000.0,80676000000.0,61682000000.0,69207000000.0,69816000000.0,44018000000.0,36596111000.0,35943810000.0,36151394000.0,30708033000.0,23453561000.0,20051421000.0,12876817000.0,14283300000.0,16108600000.0,13853300000.0,13314000000.0,12671900000.0,11374400000.0,9811400000.0,9231500000.0,8468200000.0,7751300000.0,7928800000.0,6798400000.0,5774600000.0,5336000000.0
,costOfRevenue,59902000000.0,60509000000.0,60160000000.0,57322000000.0,58662000000.0,63682000000.0,76433000000.0,85915000000.0,0.0,85370000000.0,76376000000.0,57839000000.0,65118000000.0,65974000000.0,40781000000.0,33630297000.0,33512471000.0,34003070000.0,28980895000.0,21770105000.0,18619623000.0,11009603000.0,12429100000.0,14167600000.0,12077200000.0,11530400000.0,10622600000.0,9882300000.0,8419900000.0,7894700000.0,7310600000.0,6597100000.0,6888600000.0,5907800000.0,5079100000.0,4700200000.0
,grossProfit,4453000000.0,4147000000.0,4181000000.0,3506000000.0,3684000000.0,4020000000.0,4768000000.0,3889000000.0,0.0,3668000000.0,4300000000.0,3843000000.0,4089000000.0,3842000000.0,3237000000.0,2965814000.0,2431339000.0,2148324000.0,1727138000.0,1683456000.0,1431798000.0,1867214000.0,1854200000.0,1941000000.0,1776100000.0,1783600000.0,2049300000.0,1492100000.0,1391500000.0,1336800000.0,1157600000.0,1154200000.0,1040200000.0,890600000.0,695500000.0,635800000.0
,grossProfitRatio,0.0691943127962085,0.0641394456817619,0.0649818933494972,0.0576379299007036,0.0590895967664325,0.0593778618061505,0.0587184886885629,0.0433054206939557,0.0,0.0411958938880029,0.0532996182259904,0.0623034272559256,0.0590836187090901,0.0550303655322562,0.0735380980507974,0.0810417806416644,0.067642773540145,0.0594257582432368,0.0562438499398512,0.0717782685537603,0.0714063108046058,0.145005865968275,0.129815938893673,0.120494642613262,0.128207719460345,0.133964248159832,0.161720026199702,0.131180545787031,0.141824816030332,0.144808535990901,0.136699652818781,0.14890405480371,0.131192614266976,0.131001412096964,0.120441242683476,0.119152923538231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2687000000.0,2493000000.0,2165000000.0,1993000000.0,2045000000.0,2010000000.0,1907000000.0,1759000000.0,0.0,1626000000.0,1611000000.0,0.0,1412000000.0,1419000000.0,1195000000.0,1192683000.0,1080811000.0,1401833000.0,947694000.0,826922000.0,731029000.0,729358000.0,701100000.0,660700000.0,675100000.0,450000000.0,429400000.0,371200000.0,324800000.0,294800000.0,279200000.0,231700000.0,197400000.0,165700000.0,158800000.0,143800000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,117000000.0,32000000.0,-144000000.0,-32000000.0,17000000.0,-62000000.0,-2000000.0,44000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
