Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,72162.0,20425.0,16951.0,33043.0,37256.0
Stock-based compensation,4573397.0,2569042.0,1579045.0,1270488.0,903027.0
Operating Cash Flow,-11646420.0,-8418125.0,-2363412.0,-755155.0,-2919217.0
Capital Expenditure,-110417.0,-49534.0,-23070.0,-10412.0,-12493.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-110417.0,-49534.0,-23070.0,-10412.0,-12493.0
Issuance (repayment) of debt,5000000.0,0.0,0.0,-843269.0,3058876.0
Issuance (buybacks) of shares,301013.0,10946523.0,4005300.0,11388084.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,5301013.0,10946523.0,4005300.0,10544815.0,3058876.0
Effect of forex changes on cash,12381.0,-39378.0,0.0,0.0,0.0
Net cash flow / Change in cash,-6443443.0,2439486.0,1618818.0,9779248.0,127166.0
Free Cash Flow,-11756837.0,-8467659.0,-2386482.0,-765567.0,-2931710.0
Net Cash/Marketcap,-0.0012,0.0465,0.0682,0.075,0.075
