date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,1024400000.0,1169613000.0,1171599000.0,1184739000.0,1147431000.0,983157000.0,975595000.0,932998000.0,936273000.0,955729000.0,771335000.0,738094000.0,973700191.0,869025354.0,710606813.0,616067723.0,504553751.0,426613037.0,480589793.0,455839164.0,520687851.0,449600000.0,363900000.0,265400000.0,221400000.0,242600000.0,213800000.0,172800000.0,149100000.0,134500000.0,135000000.0,188500000.0,176600000.0,177100000.0,61700000.0,52700000.0
,costOfRevenue,784300000.0,930205000.0,1035833000.0,941610000.0,882162000.0,764314000.0,760279000.0,725879000.0,729334000.0,736935000.0,592288000.0,585667000.0,739842231.0,659247203.0,542319968.0,482760008.0,401482127.0,355749200.0,396659249.0,364915606.0,382433316.0,323800000.0,263900000.0,194000000.0,166300000.0,187100000.0,161800000.0,127800000.0,111500000.0,101900000.0,106900000.0,149500000.0,136100000.0,132600000.0,47400000.0,40100000.0
,grossProfit,240100000.0,239408000.0,135766000.0,243129000.0,265269000.0,218843000.0,215316000.0,207119000.0,206939000.0,218794000.0,179047000.0,152427000.0,233857960.0,209778151.0,168286845.0,133307715.0,103071624.0,70863837.0,83930544.0,90923558.0,138254535.0,125800000.0,100000000.0,71400000.0,55100000.0,55500000.0,52000000.0,45000000.0,37600000.0,32600000.0,28100000.0,39000000.0,40500000.0,44500000.0,14300000.0,12600000.0
,grossProfitRatio,0.23438110113237,0.204689927352039,0.115880945613644,0.205217351669861,0.231185143158935,0.22259211906135,0.220702238121352,0.221992973189653,0.221024209819145,0.228928911856813,0.232126119001471,0.206514346411162,0.240174503570576,0.241394741861582,0.236821322173279,0.216384838911614,0.204282742513988,0.166107996835549,0.174640712771026,0.199464120638831,0.26552287466373,0.279804270462633,0.274800769442154,0.269027882441598,0.248870822041554,0.228771640560594,0.243217960710945,0.260416666666667,0.252179745137492,0.242379182156134,0.208148148148148,0.206896551724138,0.229331823329558,0.251270468661773,0.231766612641815,0.239089184060721
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,22100000.0,27214000.0,28332000.0,26817000.0,24969000.0,23676000.0,22129000.0,18101000.0,20520000.0,22422000.0,17482000.0,18029000.0,18921232.0,15449493.0,13560572.0,11319280.0,8579916.0,8308014.0,7630975.0,7448332.0,6725884.0,5400000.0,4700000.0,3700000.0,5900000.0,5100000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,166900000.0,183934000.0,180795000.0,160775000.0,153145000.0,145180000.0,141490000.0,133337000.0,136323000.0,138845000.0,114141000.0,107455000.0,122620842.0,107095343.0,93999318.0,81971387.0,71014168.0,69463415.0,72407228.0,71690984.0,69011339.0,56300000.0,46800000.0,36100000.0,35300000.0,35000000.0,31100000.0,31900000.0,27100000.0,26800000.0,32200000.0,35400000.0,29500000.0,33700000.0,10000000.0,8400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1000000.0,103000.0,764000.0,1314000.0,805000.0,2232000.0,1143000.0,1084000.0,1667000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,189000000.0,211148000.0,209127000.0,187592000.0,178114000.0,168856000.0,163619000.0,151438000.0,156843000.0,161267000.0,131623000.0,125484000.0,141542074.0,123049736.0,107943683.0,87047237.0,79860541.0,94032404.0,83314762.0,79139316.0,91116926.0,73400000.0,59600000.0,46700000.0,47000000.0,45800000.0,38200000.0,35000000.0,30500000.0,30000000.0,36300000.0,39200000.0,32500000.0,36100000.0,11100000.0,9300000.0
,costAndExpenses,973300000.0,1141353000.0,1244960000.0,1129202000.0,1060276000.0,933170000.0,923898000.0,877317000.0,886177000.0,898202000.0,723911000.0,711151000.0,881384305.0,782296939.0,650263651.0,569807245.0,481342668.0,449781604.0,479974011.0,444054922.0,473550242.0,397200000.0,323500000.0,240700000.0,213300000.0,232900000.0,200000000.0,162800000.0,142000000.0,131900000.0,143200000.0,188700000.0,168600000.0,168700000.0,58500000.0,49400000.0
,interestExpense,700000.0,1367000.0,1045000.0,840000.0,1395000.0,1611000.0,720000.0,423000.0,339000.0,193000.0,352000.0,537000.0,851096.0,852994.0,1671852.0,4209046.0,3888758.0,7289055.0,10474350.0,9367054.0,8652339.0,0.0,2700000.0,0.0,1700000.0,2100000.0,700000.0,1800000.0,3200000.0,4600000.0,6300000.0,6800000.0,4200000.0,0.0,1600000.0,1800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,26900000.0,26200000.0,27913000.0,25802000.0,24813000.0,24078000.0,24376000.0,22265000.0,23048000.0,19259000.0,18728000.0,18676000.0,17342888.0,504900.0,383793.0,287454.0,266457.0,452572.0,141139.0,2202677.0,15379703.0,11700000.0,8100000.0,6900000.0,5800000.0,5700000.0,3900000.0,3100000.0,3400000.0,3200000.0,4100000.0,3800000.0,3000000.0,2400000.0,1100000.0,900000.0
,EBITDA,78000000.0,54460000.0,-45448000.0,81339000.0,111968000.0,74065000.0,76073000.0,77946000.0,73144000.0,76786000.0,66152000.0,45619000.0,109658774.0,87233315.0,60726955.0,46547932.0,23477540.0,-22715995.0,756921.0,13986919.0,62517312.0,64100000.0,48500000.0,31600000.0,13900000.0,15400000.0,17700000.0,13100000.0,10500000.0,5800000.0,-4100000.0,3600000.0,11000000.0,10800000.0,4300000.0,4200000.0
,EBITDARatio,0.0761421319796954,0.0465624099595336,-0.038791429490807,0.0686556279484342,0.0975814667722939,0.0753338480018959,0.0779760043870664,0.083543587446061,0.0781225134122206,0.0803428586973923,0.085762995326285,0.0618064907721781,0.112620676275496,0.100380632853204,0.0854578845699865,0.0755565179966424,0.0465312961274566,-0.0532473061764402,0.00157498351197817,0.0306838905136286,0.120066776822108,0.142571174377224,0.133278373179445,0.119065561416729,0.0627822944896116,0.0634789777411377,0.0827876520112254,0.0758101851851852,0.0704225352112676,0.0431226765799256,-0.0303703703703704,0.0190981432360743,0.0622876557191393,0.0609824957651045,0.0696920583468395,0.079696394686907
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
