Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,294787188.1737,302385647.2166,258790682.5421,244324153.1174,264134430.7616
Stock-based compensation,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,2689116723.129,1713050301.8109,824991077.9349,3575048375.7522,2746347017.5748
Capital Expenditure,-259932553.126,-243036887.9946,-249720220.6364,-604747278.0178,-476150682.1113
Acquisitions and disposals,3461040.9609,13445003.3535,-903659.9556,8400347.8394,73978093.4495
Investment purchases and sales,-559262396.0579,-804799128.1019,88018537.9765,-1535637801.156,-1338599896.6434
Investing Cash flow,-938498306.1287,-1210619718.3099,-316337421.7141,-2123970067.1688,-1740772485.3053
Issuance (repayment) of debt,-13552510.0092,212747820.2549,687832627.0378,-239340490.3629,-212280524.8497
Issuance (buybacks) of shares,304303048.9683,0.0,0.0,35278249.5188,1423200188.2266
Dividend payments,-347562365.2602,-438472501.6767,-418590429.9024,-401911983.5223,-487864006.2854
Financing Cash Flow,-307224206.9603,-484901408.4507,22197434.0971,-883829873.5146,204500212.1751
Effect of forex changes on cash,424312904.2193,30704896.0429,-561384638.1127,1011761620.413,-88104751.4611
Net cash flow / Change in cash,1867707114.2593,48234071.0932,-30533547.7949,1579010055.4818,1121969992.9835
Free Cash Flow,2429184170.0031,1470013413.8162,575270857.2984,2970301097.7344,2270196335.4635
Net Cash/Marketcap,,,,,
