date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,11239000000.0,13053376000.0,12119134000.0,9591590000.0,7131507272.3827,6581379869.98841,11252605382.1581,10823876745.1761,12771030786.2927,12584218984.9023,13717884512.4521,12712730154.9027,10414349688.7418,9410844487.08722,7309297609.96704,6245078752.5664,4876065580.19147,3956624752.12366,3450392005.89733
,costOfRevenue,7556000000.0,8794059000.0,8346155000.0,6232249000.0,4122479473.86299,4068122263.24288,6707270330.60274,6073976423.92602,7773721648.28409,6813963706.98711,7360240663.49976,6318732675.77225,6743045631.98749,6353041131.04856,4872365966.01241,4243639278.08403,3416558356.46753,2778212951.35965,2401309877.79909
,grossProfit,3683000000.0,4259317000.0,3772979000.0,3359341000.0,3009027798.51971,2513257606.74553,4545335051.55532,4749900321.2501,4997309138.00861,5770255277.91519,6357643848.95236,6393997479.13041,3671304056.75435,3057803356.03866,2436931643.95464,2001439474.48237,1459507223.72394,1178411800.764,1049082128.09824
,grossProfitRatio,0.327698193789483,0.326300031501429,0.311324142467605,0.350238177403329,0.421934337804351,0.381873962055613,0.403936234959623,0.438835403716786,0.391300375171931,0.458531060595652,0.463456580581455,0.502960213991844,0.352523601231012,0.32492337539254,0.333401617226751,0.320482663835085,0.299320671496512,0.297832590803945,0.304047228925054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,418000000.0,1608406000.0,1217967000.0,1111684000.0,847543367.447553,993325320.867354,1325824156.43214,1385906599.91409,1388348790.95728,1404903635.18045,783077046.386923,977430733.294587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,11811000.0,12737000.0,5137000.0,5274513.988551,7431822.340677,13968593.009204,15641254.084359,16302406.987832,19866023.660036,0.0,32202249.356454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,13000000.0,14000000.0,0.0,185000.0,-1043972.495423,-13065059.966031,2696099.982475,-17888499.982112,-25871279.917212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,1319394000.0,1358863000.0,1092450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,8943000000.0,10113453000.0,9705018000.0,7324699000.0,5149931868.82937,4754455638.05842,8239192028.99525,7365937592.33406,9619691299.85699,9402394419.2136,10155895973.5941,8789328933.0364,7315552849.68154,6898564541.1458,5314924914.93036,4681121767.55557,3734502653.52398,3063318446.06344,2831336277.56703
,interestExpense,768000000.0,411392000.0,463237000.0,311159000.0,781933892.939484,543492027.986921,811566164.97482,737898503.862101,925032768.519895,726196675.70648,916168743.673831,950953551.078771,776259356.85006,817830268.860958,733751025.575806,686193999.662791,648252396.213981,707167681.540615,610076405.23548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,858000000.0,948330000.0,862440000.0,648114000.0,478610597.945118,451964496.594892,790646836.460796,827399191.272601,903423632.029044,818229993.243296,938446103.811554,895563192.260782,979381774.516043,965484636.721778,104995372.983573,107170559.21793,95762375.233901,89529894.791573,702805704.568921
,EBITDA,3154000000.0,3888253000.0,3276556000.0,2915005000.0,2460186001.49844,2278888728.52489,3804060189.62361,4285338344.11466,4054763118.46476,4000054558.93199,4500434642.66957,4818964414.12705,4078178613.57634,3477764582.66321,2099368068.02026,1671127544.22876,1237325301.9014,982836200.851792,1321861432.89922
,EBITDARatio,0.280629949283744,0.297873362415976,0.270362222251194,0.303912594262265,0.344974197954716,0.346263059349726,0.338060392276375,0.395915294030349,0.317496933984122,0.317862758406461,0.328070602911432,0.379066050754536,0.391592248720528,0.369548618876351,0.287218851939691,0.267591108205323,0.253754852463,0.248402682191246,0.383104711186417
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2296000000.0,2939923000.0,2414116000.0,2266891000.0,1981575403.55333,1826924231.93,3013413353.16281,3457939152.84206,3151339486.43571,3181824565.6887,3561988538.85801,3923401221.86627,3098796839.0603,2512279945.94143,1994372695.03669,1563956985.01083,1141562926.6675,893306306.060219,619055728.330301
,operatingIncomeRatio,0.155529851410268,0.225223191303154,0.199198721624829,0.23634152418942,0.1951466167841,0.274187965451899,0.22378201104207,0.283944494027644,0.208528551585387,0.204040049979529,0.220412508216686,0.259084354103676,0.257533128627936,0.148657082665363,0.169338523221664,0.124491466737598,0.0980273932569476,0.0345134646688557,-0.106154164611822
,totalOtherIncomeExpensesNet,-92000000.0,-22153000.0,306995000.0,-84182000.0,-87547442.230742,105476870.03576,-122425580.504234,-140900880.059099,-103189003.469795,71232106.564232,19888316.670112,238667050.538628,83327748.455298,-529207783.461779,-257233881.388825,-280540812.431037,-147866670.617067,-162671299.926301,-493627861.371211
,incomeBeforeTax,1748000000.0,2406109000.0,2104990000.0,1645648000.0,1391689516.77669,1804535156.41821,2518130661.88215,3073380205.82662,2663124552.118,2567684670.6328,3023593332.81641,3293669481.07729,2682040057.96706,1398988686.8678,1237745663.05945,777459013.798803,477987998.176096,136556828.59034,-366273480.96934
,incomeBeforeTaxRatio,0.155529851410268,0.184328483298114,0.173691453531251,0.171571970861974,0.1951466167841,0.274187965451899,0.22378201104207,0.283944494027644,0.208528551585387,0.204040049979529,0.220412508216686,0.259084354103676,0.257533128627936,0.148657082665363,0.169338523221664,0.124491466737598,0.0980273932569476,0.0345134646688557,-0.106154164611822
,incomeTaxExpense,567000000.0,236346000.0,437932000.0,519134000.0,537494058.29336,738365127.000251,921763575.758537,957918790.542081,840258114.671174,887433211.188109,723154562.396845,709042831.742017,706226126.329847,508320049.576717,205467988.58837,346270723.033398,247034170.623727,69921946.117063,-91631574.556905
,netIncome,825000000.0,1614085000.0,1201381000.0,709043000.0,572927818.919052,932837550.544622,943591013.116658,1251176883.74882,769795060.376656,723044988.453407,1016214040.24379,1301315390.21651,894002941.887619,378259829.857743,537033570.527239,132088751.497136,79753672.161971,20970945.602909,-310562342.644176
,netIncomeRatio,0.0734051072159445,0.123652685711344,0.0991309280019513,0.0739234058169709,0.0803375495581079,0.141738901107719,0.0838553367038712,0.11559415477513,0.060276658419999,0.0574564849293284,0.074079501057276,0.102363172533373,0.0858433765532242,0.0401940368238748,0.0734726644315226,0.021150854413622,0.0163561524861278,0.00530021089102603,-0.0900078431996624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
