date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,206157000.0,112994000.0,96455000.0,50295000.0,49540000.0,39890000.0,20022000.0,12431000.0,7439000.0
,depreciationAndAmortization,13141000.0,13382000.0,12031000.0,6973000.0,5580000.0,4713000.0,2941000.0,937000.0,196000.0
,deferredIncomeTax,-1861000.0,3174000.0,-4155000.0,674000.0,1507000.0,1634000.0,-2054000.0,0.0,0.0
,stockBasedCompensation,18334000.0,15316000.0,13743000.0,9542000.0,6656000.0,5245000.0,2152000.0,735000.0,0.0
,changeInWorkingCapital,108355000.0,207310000.0,438407000.0,611881000.0,106998000.0,220255000.0,279968000.0,214306000.0,-23536000.0
,accountsReceivables,5657000.0,-13974000.0,1227000.0,-166000.0,-488000.0,-3259000.0,-8771000.0,-3400000.0,-829000.0
,inventory,94498000.0,-129024000.0,-284977000.0,-83380000.0,-91858000.0,-208524000.0,-160886000.0,-92250000.0,-28758000.0
,accountsPayables,22918000.0,-5113000.0,52560000.0,-3670000.0,4657000.0,-6102000.0,3444000.0,-2749000.0,1152000.0
,otherWorkingCapital,12159000.0,2140570000.0,1933260000.0,1494853000.0,882972000.0,775974000.0,555719000.0,275751000.0,61445000.0
,otherNonCashItems,-3548000.0,-420983000.0,-752059000.0,-794013000.0,-216117000.0,-434471000.0,-432700000.0,-295907000.0,0.0
,netCashProvidedByOperatingActivites,340578000.0,-68807000.0,-195578000.0,-114648000.0,-45836000.0,-162734000.0,-129671000.0,-67498000.0,-15901000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8522000.0,-16117000.0,-15803000.0,-17627000.0,-7762000.0,-5750000.0,-1127000.0,-550000.0,-839000.0
,acquisitionsNet,0.0,0.0,-28036000.0,-116973000.0,-17000000.0,0.0,-232585000.0,-15708000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,117000.0,1834000.0,303000.0,154000.0,1561000.0,1518000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-8405000.0,-14283000.0,-43536000.0,-134446000.0,-23201000.0,-4232000.0,-233712000.0,-16258000.0,-839000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-755469000.0,-2094479000.0,-618102000.0,-528917000.0,-169217000.0,-73656000.0,-102083000.0,-64140000.0,-19445000.0
,commonStockIssued,0.0,79052000.0,30947000.0,98063000.0,11369000.0,0.0,81564000.0,225260000.0,0.0
,commonStockRepurchased,-5100000.0,-1439000.0,-10952000.0,0.0,-2393000.0,0.0,-9746000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3830000.0,-6309000.0
,otherFinancingActivites,767956000.0,2122036000.0,779949000.0,739330000.0,229441000.0,236447000.0,317112000.0,31484000.0,41608000.0
,netCashUsedProvidedByFinancingActivities,7387000.0,105170000.0,181842000.0,308476000.0,69200000.0,162791000.0,286847000.0,188774000.0,15854000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,339560000.0,22080000.0,-57272000.0,59382000.0,163000.0,-4175000.0,-76536000.0,105018000.0,-886000.0
,cashAtEndOfPeriod,398081000.0,58521000.0,36441000.0,88832000.0,29450000.0,29287000.0,33462000.0,109998000.0,4980000.0
,cashAtBeginningOfPeriod,58521000.0,36441000.0,93713000.0,29450000.0,29287000.0,33462000.0,109998000.0,4980000.0,5866000.0
,operatingCashFlow,340578000.0,-68807000.0,-195578000.0,-114648000.0,-45836000.0,-162734000.0,-129671000.0,-67498000.0,-15901000.0
,capitalExpenditure,-8522000.0,-16117000.0,-15803000.0,-17627000.0,-7762000.0,-5750000.0,-1127000.0,-550000.0,-839000.0
,freeCashFlow,332056000.0,-84924000.0,-211381000.0,-132275000.0,-53598000.0,-168484000.0,-130798000.0,-68048000.0,-16740000.0
