Date,2018-12-31,2017-12-31
Cash and cash equivalents,63798000.0,47517000.0
Short-term investments,0.0,0.0
Cash and short-term investments,63798000.0,47517000.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,65062000.0,48242000.0
Property Plant & Equipment Net,4159000.0,1913000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,4548000.0,2149000.0
Total assets,69610000.0,50391000.0
Payables,1771000.0,1106000.0
Short-term debt,0.0,0.0
Total current liabilities,4643000.0,3248000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,162080000.0,109548000.0
Total liabilities,166723000.0,112796000.0
Other comprehensive income,-4000.0,0.0
Retained earnings (deficit),-118953000.0,-82806000.0
Total shareholders equity,-97113000.0,-62405000.0
Investments,0.0,0.0
Net Debt,-63798000.0,-47517000.0
Other Assets,1264000.0,725000.0
Other Liabilities,2872000.0,2142000.0
