Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,31789249.0,24918868.0,20523640.0,13835431.0,7116662.0,5958067.0,2784942.0
Revenue Growth,0.2757,0.2142,0.4834,0.9441,0.1945,1.1394,
Cost of Revenue,4310249.0,3224238.0,2939609.0,2819913.0,2345822.0,2006196.0,1090533.0
Gross Profit,27479000.0,21694630.0,17584031.0,11015518.0,4770840.0,3951871.0,1694409.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,26679926.0,24608736.0,29071637.0,20331960.0,6397549.0,3512082.0,3041550.0
Operating Expenses,27273886.0,25026707.0,32592007.0,20331960.0,6397549.0,3544082.0,3041550.0
Operating Income,205114.0,-3332077.0,-15007976.0,-9316442.0,-1626709.0,407789.0,-1347141.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,215355.0,-3396532.0,-15009443.0,-9033176.0,-1690784.0,407789.0,-1310823.0
Income Tax Expense,-37728.0,35880.0,164429.0,-235855.0,1340436.0,252154.0,-574528.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,253083.0,-3432412.0,-15173872.0,-8797321.0,-3031220.0,155635.0,-736295.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,253083.0,-3432412.0,-15173872.0,-8797321.0,-3031220.0,155635.0,-736295.0
EPS,0.02,-0.26,-1.2,-0.88,-0.56,0.03,-0.14
EPS Diluted,0.02,-0.26,-1.2,-0.88,-0.56,0.02,-0.14
Weighted Average Shs Out,13734193.0,13518146.0,12720399.0,9906491.0,9723933.0,,
Weighted Average Shs Out (Dil),13669107.0,13245119.0,12696649.0,10042001.0,5451851.0,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.8644,0.8706,0.8568,0.7962,0.6704,0.6633,0.6084
EBITDA Margin,0.056,-0.055,-0.606,-0.561,-0.208,0.08,-0.453
EBIT Margin,0.0068,-0.1363,-0.7313,-0.6529,-0.2376,0.0684,-0.4707
Profit Margin,0.008,-0.138,-0.739,-0.636,-0.426,0.026,-0.264
Free Cash Flow margin,0.1366,-0.021,-0.6049,-0.7843,-0.1538,0.0303,0.7511
EBITDA,1771595.0,-1379209.0,-12443307.0,-7764221.0,-1480661.0,478514.0,-1261009.0
EBIT,215355.0,-3396532.0,-15009443.0,-9033176.0,-1690784.0,407789.0,-1310823.0
Consolidated Income,253083.0,-3432412.0,-15173872.0,-8797321.0,-3031220.0,155635.0,-736295.0
Earnings Before Tax Margin,0.0068,-0.1363,-0.7313,-0.6529,-0.2376,0.0684,-0.4707
Net Profit Margin,0.008,-0.1377,-0.7393,-0.6359,-0.4259,0.0261,-0.2644
