date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-155861000.0,-18566000.0,78481000.0,98983000.0,49557000.0,38077000.0,24263000.0,6747000.0,7919000.0,15211000.0
,depreciationAndAmortization,141821000.0,115449000.0,85940000.0,51848000.0,35193000.0,28034000.0,22687000.0,13469000.0,6089000.0,4033000.0
,deferredIncomeTax,-9528000.0,-7726000.0,1724000.0,-31179000.0,1027000.0,-3835000.0,4612000.0,1706000.0,0.0,-8051000.0
,stockBasedCompensation,84485000.0,72879000.0,55261000.0,32748000.0,23559000.0,13450000.0,9393000.0,4933000.0,2364000.0,803000.0
,changeInWorkingCapital,65548000.0,176347000.0,-45328000.0,-99912000.0,19185000.0,24638000.0,11373000.0,13785000.0,12495000.0,17002000.0
,accountsReceivables,6924000.0,-11591000.0,-6092000.0,-27833000.0,-17488000.0,-4343000.0,-7394000.0,-6719000.0,-526000.0,335000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2014000.0,1978000.0,11160000.0,-4244000.0,-3204000.0,3312000.0,-259000.0,2065000.0,319000.0,261000.0
,otherWorkingCapital,0.0,316954000.0,140607000.0,185935000.0,285847000.0,266662000.0,242024000.0,0.0,0.0,0.0
,otherNonCashItems,8529000.0,8531000.0,5448000.0,1772000.0,880000.0,32000.0,-17000.0,-135000.0,797000.0,1064000.0
,netCashProvidedByOperatingActivites,134994000.0,182622000.0,225527000.0,152740000.0,97678000.0,44755000.0,72904000.0,40819000.0,29578000.0,32094000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-62999000.0,-55167000.0,-43033000.0,-18971000.0,-24087000.0,-4150000.0,-3653000.0,-4429000.0,-3417000.0,-6380000.0
,acquisitionsNet,0.0,0.0,-518000000.0,-333000000.0,-66000000.0,-74000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-112313000.0,-85989000.0,-57197000.0,-154758000.0,-226694000.0,-220667000.0,-113156000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,108779000.0,51366000.0,67166000.0,215983000.0,284662000.0,189872000.0,1500000.0,0.0,0.0,0.0
,otherInvestingActivites,-525000.0,-250000.0,0.0,557000.0,-492000.0,-408000.0,0.0,0.0,16000000.0,-16000000.0
,netCashUsedForInvestingActivites,-124747000.0,-148417000.0,-594004000.0,-336962000.0,-45519000.0,-116397000.0,-118740000.0,6245000.0,10303000.0,-36949000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-175000000.0,-342313000.0,-53906000.0,-25781000.0,0.0,0.0,0.0,0.0,-1965000.0,0.0
,commonStockIssued,0.0,0.0,200000000.0,0.0,0.0,0.0,142541000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-14774000.0,0.0,-116000.0,-1367000.0,-858000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1893000.0,0.0,-16690000.0
,otherFinancingActivites,-36859000.0,-32889000.0,-35599000.0,-12535000.0,20650000.0,27485000.0,10585000.0,0.0,489000.0,24011000.0
,netCashUsedProvidedByFinancingActivities,-27271000.0,129267000.0,346685000.0,178059000.0,19344000.0,39404000.0,161332000.0,-1842000.0,-2218000.0,7321000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,327000.0,320000.0,-645000.0,725000.0,-1268000.0,-265000.0,-242000.0,159000.0,115000.0,-33000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-16698000.0,163792000.0,-22437000.0,-5438000.0,70235000.0,-32503000.0,115254000.0,45381000.0,37778000.0,2433000.0
,cashAtEndOfPeriod,362897000.0,379594000.0,215802000.0,234090000.0,239528000.0,169293000.0,201796000.0,86542000.0,41161000.0,3383000.0
,cashAtBeginningOfPeriod,379595000.0,215802000.0,238239000.0,239528000.0,169293000.0,201796000.0,86542000.0,41161000.0,3383000.0,950000.0
,operatingCashFlow,134994000.0,182622000.0,225527000.0,152740000.0,97678000.0,44755000.0,72904000.0,40819000.0,29578000.0,32094000.0
,capitalExpenditure,-120688000.0,-113671000.0,-86064000.0,-65443000.0,-37146000.0,-11287000.0,-7084000.0,-7021000.0,-5697000.0,-8778000.0
,freeCashFlow,14306000.0,68951000.0,139463000.0,87297000.0,60532000.0,33468000.0,65820000.0,33798000.0,23881000.0,23316000.0
