date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,502028000.0,383936000.0,303956000.0,242667000.0,188230000.0,146963000.0,115910000.0,83829000.0,55530000.0,37045000.0
,costOfRevenue,0.0,319012000.0,252590000.0,199617000.0,154942000.0,121734000.0,96036000.0,68185000.0,44319000.0,29002000.0
,grossProfit,502028000.0,64924000.0,51366000.0,43050000.0,33288000.0,25229000.0,19874000.0,15644000.0,11211000.0,8043000.0
,grossProfitRatio,1.0,0.169101100183364,0.168991564568556,0.177403602467579,0.176847473835202,0.171669059559209,0.171460615995169,0.186617996158847,0.201890869800108,0.217114320421109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,10074000.0,9248000.0,9768000.0,9534000.0,11215000.0,9899000.0,4888000.0,3406000.0,1499000.0
,GeneralAndAdministrativeExpenses,21847000.0,20967000.0,18164000.0,16820000.0,15205000.0,15558000.0,14312000.0,8652000.0,6195000.0,4289000.0
,SellingAndMarketingExpenses,47837000.0,35451000.0,24999000.0,19104000.0,15247000.0,15231000.0,11608000.0,9091000.0,7149000.0,5206000.0
,otherExpenses,17018000.0,1629000.0,1309000.0,1244000.0,-37000.0,-10000.0,-8000.0,-42000.0,-98000.0,-1000.0
,operatingExpenses,86702000.0,66492000.0,52411000.0,45692000.0,39986000.0,42004000.0,35819000.0,0.0,0.0,0.0
,costAndExpenses,86702000.0,385504000.0,305001000.0,245309000.0,194928000.0,163738000.0,131855000.0,90816000.0,61069000.0,39996000.0
,interestExpense,-1381000.0,1349000.0,1198000.0,533000.0,218000.0,325000.0,6726000.0,609000.0,535000.0,690000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,7071000.0,5632000.0,4512000.0,4232000.0,3846000.0,2542000.0,1674000.0,892000.0,349000.0,199000.0
,EBITDA,1344000.0,4064000.0,3467000.0,1590000.0,-2852000.0,-14233000.0,-14271000.0,-6095000.0,-5190000.0,-2752000.0
,EBITDARatio,0.00267714151401914,0.0105850975162527,0.011406256168656,0.00655218880193846,-0.0151516761408915,-0.096847505834802,-0.123121387283237,-0.0727075355783798,-0.0934629929767693,-0.0742880280739641
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-5727000.0,-1568000.0,-1045000.0,-2642000.0,-6698000.0,-16775000.0,-15945000.0,-6987000.0,-5539000.0,-2951000.0
,operatingIncomeRatio,-0.0114077302461217,-0.00408401400233372,-0.0034379976049165,-0.0108873476822147,-0.0355841258035382,-0.114144376475712,-0.137563626951945,-0.0833482446408761,-0.0997478840266523,-0.0796598731272776
,totalOtherIncomeExpensesNet,-581000.0,1277000.0,1309000.0,1244000.0,-61000.0,-66000.0,1414000.0,-757000.0,-327000.0,-255000.0
,incomeBeforeTax,-5727000.0,-1640000.0,-934000.0,-1931000.0,-6858000.0,-17091000.0,-21184000.0,-8267000.0,-6326000.0,-3827000.0
