date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,679177000.0,643915000.0,597944000.0,558943000.0,510039000.0,444521000.0,376963000.0,318395000.0,283076000.0,237605000.0,216826000.0,217289000.0,236400000.0,229167000.0,213112000.0,148121000.0,91608000.0,80826000.0,76585000.0,62276000.0,53090000.0
,costOfRevenue,223634000.0,209739000.0,196866000.0,181508000.0,165847000.0,153172000.0,132701000.0,118222000.0,110821000.0,99160000.0,93696000.0,93945000.0,99182000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,455543000.0,434176000.0,401078000.0,377435000.0,344192000.0,291349000.0,244262000.0,200173000.0,172255000.0,138445000.0,123130000.0,123344000.0,137218000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.670727954568544,0.674275331371377,0.670761810470546,0.675265635315229,0.674834669505665,0.65542235349961,0.647973408530811,0.628693917932128,0.60851149514618,0.582668714883946,0.567874701373452,0.567649535871581,0.580448392554992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,41423000.0,38560000.0,37712000.0,34745000.0,32823000.0,28371000.0,28422000.0,29563000.0,26131000.0,24693000.0,25406000.0,22569000.0,24964000.0,21966000.0,22288000.0,18522000.0,4254000.0,4361000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-240000.0,1416000.0,206000.0,872000.0,1062000.0,-228000.0,-405000.0,8000.0,256000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,197996000.0,202107000.0,181062000.0,180426000.0,194688000.0,180160000.0,155235000.0,141876000.0,140005000.0,92916000.0,88351000.0,93401000.0,147783000.0,190672000.0,172031000.0,113373000.0,65937000.0,51951000.0,49858000.0,38503000.0,33202000.0
,costAndExpenses,421630000.0,411846000.0,377928000.0,361934000.0,360535000.0,333332000.0,287936000.0,260098000.0,250826000.0,192076000.0,182047000.0,187346000.0,147783000.0,190672000.0,172031000.0,113373000.0,65937000.0,51951000.0,49858000.0,38503000.0,33202000.0
,interestExpense,96584000.0,72525000.0,62132000.0,56952000.0,50399000.0,43736000.0,46802000.0,40424000.0,40715000.0,46394000.0,44257000.0,47608000.0,53943000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,156573000.0,163547000.0,143350000.0,145681000.0,161865000.0,151789000.0,126813000.0,112313000.0,113874000.0,68223000.0,62945000.0,70832000.0,77580000.0,70192000.0,64729000.0,39949000.0,22328000.0,19494000.0,0.0,0.0,0.0
,EBITDA,414120000.0,395616000.0,363366000.0,342690000.0,311369000.0,262978000.0,215840000.0,170610000.0,146124000.0,113752000.0,97724000.0,100775000.0,166197000.0,108687000.0,105810000.0,74697000.0,47999000.0,48369000.0,26727000.0,23773000.0,19888000.0
,EBITDARatio,0.60973796226904,0.614391651071958,0.60769235915069,0.61310366173295,0.610480767157021,0.591598597141642,0.572576088369416,0.535843841768872,0.516200596306292,0.478744134172261,0.450702406537961,0.463783256400462,0.703032994923858,0.474269855607483,0.49649949322422,0.50429716245502,0.523960789450703,0.59843367233316,0.348984788143892,0.381736142334126,0.37460915426634
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,257547000.0,232069000.0,220016000.0,197009000.0,149504000.0,111189000.0,89027000.0,58297000.0,32250000.0,45529000.0,34779000.0,29943000.0,88617000.0,38495000.0,41081000.0,34748000.0,25671000.0,28875000.0,26727000.0,23773000.0,19888000.0
,operatingIncomeRatio,0.37920453725612,0.360403158802016,0.367954189690004,0.352467067303822,0.293122682775239,0.250132164734624,0.23616906699066,0.183096468223433,0.113927001935876,0.191616338040024,0.160400505474436,0.137802649927056,0.374860406091371,0.167977937486636,0.192767183452832,0.234591988981981,0.280226617762641,0.357248905055304,0.348984788143892,0.381736142334126,0.37460915426634
