Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,593652000.0,186462000.0,101734000.0,200300000.0,272673000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,593652000.0,186462000.0,101734000.0,200300000.0,272673000.0
Receivables,69718000.0,65458000.0,15479000.0,20722000.0,47678000.0
Inventories,8300000.0,9713000.0,2950000.0,0.0,0.0
Total current assets,687341000.0,279353000.0,115480000.0,392632000.0,362699000.0
Property, Plant & Equipment Net,3997789000.0,4145470000.0,1414081000.0,1052736000.0,933477000.0
Goodwill and Intangible Assets,11539000.0,11482000.0,0.0,0.0,0.0
Long-term investments,12285000.0,11387000.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,4096823000.0,4219023000.0,1431677000.0,1080461000.0,961506000.0
Total assets,4784164000.0,4498376000.0,1547157000.0,1473093000.0,1324205000.0
Payables,11865000.0,13044000.0,11070000.0,16838000.0,17042000.0
Short-term debt,412363000.0,163182000.0,13480000.0,107739000.0,3300000.0
Total current liabilities,447200000.0,209064000.0,24550000.0,124577000.0,20342000.0
Long-term debt,2497952000.0,2604011000.0,565992000.0,413985000.0,103875000.0
Total debt,2910315000.0,2767193000.0,579472000.0,521724000.0,107175000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2497952000.0,2604011000.0,565992000.0,413985000.0,103875000.0
Total liabilities,2945152000.0,2813075000.0,590542000.0,538562000.0,124217000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-348307000.0,-158240000.0,-758496000.0,-633661000.0,-122872000.0
Total shareholders equity,1839012000.0,1685301000.0,956615000.0,934531000.0,1199988000.0
Investments,12285000.0,11387000.0,0.0,0.0,0.0
Net Debt,2316663000.0,,,,
Other Assets,55330000.0,,,,
Other Liabilities,22972000.0,32838000.0,0.0,0.0,0.0
