date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,310000000.0,264000000.0,588000000.0,406000000.0,-2337000000.0,823000000.0,471000000.0,538000000.0,326000000.0,957000000.0,1297000000.0,425000000.0,290219750.0,283892750.0,445587930.0,643925280.0,88109840.0,54880000.0,-111132150.0,-391602870.0
,depreciationAndAmortization,317000000.0,389000000.0,253000000.0,313000000.0,2912000000.0,1200000000.0,401000000.0,309000000.0,317000000.0,257000000.0,246000000.0,232000000.0,194617950.0,330283750.0,337891420.0,301040880.0,325850000.0,367360000.0,414727800.0,483137460.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,29000000.0,25000000.0,37000000.0,33000000.0,22000000.0,26000000.0,32000000.0,37000000.0,32000000.0,40000000.0,39000000.0,37000000.0,33000000.0,30000000.0,25000000.0,23000000.0,25000000.0,0.0,0.0,0.0
,changeInWorkingCapital,8000000.0,-118000000.0,10000000.0,163000000.0,234000000.0,-169000000.0,9000000.0,40000000.0,-45000000.0,0.0,120000000.0,121000000.0,-90821710.0,-51937750.0,-38791160.0,33126120.0,-17204880.0,-191520000.0,-54634800.0,-4817610.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,35000000.0,-20000000.0,-10000000.0,24000000.0,17000000.0,10000000.0,6000000.0,18000000.0,49000000.0,15000000.0,37000000.0,32000000.0,-11608790.0,-1008500.0,-15822710.0,-16853640.0,-27110720.0,-7840000.0,42838650.0,-6194070.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,7000000.0,-12000000.0,18000000.0,-5000000.0,41000000.0,-28000000.0,47000000.0,10000000.0,79000000.0,85000000.0,-37000000.0,-117000000.0,236955890.0,-76141750.0,-319006250.0,-269077080.0,-131904080.0,-173040000.0,-163904400.0,68823000.0
,netCashProvidedByOperatingActivites,389000000.0,369000000.0,462000000.0,298000000.0,410000000.0,211000000.0,455000000.0,356000000.0,776000000.0,872000000.0,1006000000.0,819000000.0,713599150.0,463405750.0,455796130.0,709015200.0,407703520.0,228480000.0,338984100.0,491396220.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-53000000.0,-55000000.0,-70000000.0,-82000000.0,-88000000.0,-86000000.0,-75000000.0,-118000000.0,-78000000.0,-67000000.0,-76000000.0,-62000000.0,-119502250.0,-119003000.0,-96977900.0,-76131960.0,-125126400.0,-104720000.0,-126032550.0,-165175200.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-6000000.0,-12000000.0,-12000000.0,-21000000.0,-30000000.0,-36000000.0,-25000000.0,-78000000.0,-29000000.0,-12000000.0,-7000000.0,-10000000.0,-6145830.0,0.0,0.0,-2000000.0,-1042720.0,-3000000.0,-21108900.0,-35099730.0
,salesMaturitiesOfInvestments,0.0,7000000.0,16000000.0,20000000.0,134000000.0,30000000.0,21000000.0,15000000.0,23000000.0,75000000.0,0.0,0.0,4780090.0,0.0,0.0,0.0,17204880.0,0.0,3104250.0,22023360.0
,otherInvestingActivites,41000000.0,26000000.0,46000000.0,-13000000.0,0.0,0.0,-2000000.0,0.0,-11000000.0,40000000.0,33000000.0,25000000.0,34143500.0,46895250.0,64822070.0,-151101600.0,-9384480.0,26880000.0,-40355250.0,-688230.0
,netCashUsedForInvestingActivites,591000000.0,-325000000.0,211000000.0,651000000.0,-41000000.0,1332000000.0,-148000000.0,-330000000.0,-883000000.0,-395000000.0,71000000.0,-312000000.0,-366701190.0,-61014250.0,-376682580.0,-101121840.0,-125126400.0,-112000000.0,659342700.0,-172057500.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-230000000.0,-48000000.0,-441000000.0,-1294000000.0,-249000000.0,-300000000.0,-538000000.0,-225000000.0,0.0,-326000000.0,-16000000.0,-345000000.0,-275000000.0,-391000000.0,-145000000.0,-79000000.0,-524000000.0,-159000000.0,-681000000.0,0.0
,commonStockIssued,6000000.0,7000000.0,6000000.0,5000000.0,7000000.0,11000000.0,11000000.0,14000000.0,11000000.0,21000000.0,12000000.0,8000000.0,6145830.0,12102000.0,11229020.0,4068120.0,4170880.0,5040000.0,6208500.0,19958670.0
,commonStockRepurchased,-182000000.0,-52000000.0,-153000000.0,-149000000.0,-27000000.0,-23000000.0,-9000000.0,-47000000.0,0.0,-60000000.0,-77000000.0,-33000000.0,-46435160.0,-72107750.0,-36239110.0,-20921760.0,-9905840.0,0.0,0.0,0.0
,dividendsPaid,-146000000.0,-147000000.0,-136000000.0,-318000000.0,-424000000.0,-423000000.0,-397000000.0,-372000000.0,-346000000.0,-318000000.0,-292000000.0,-293000000.0,-255393380.0,-238006000.0,-219986710.0,-222003120.0,-194988640.0,-187600000.0,-181288200.0,-158292900.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,-125000000.0,-5000000.0,-106000000.0,40000000.0,-13000000.0,-28680540.0,-25212500.0,-39301570.0,0.0,-1042720.0,-47040000.0,-26075700.0,-228492360.0
