Date,2018-12-31,2017-12-31,2016-12-31
Revenue,8353000.0,1413000.0,0.0
Revenue Growth,4.9115,0.0,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,8353000.0,1413000.0,0.0
R&D Expenses,49646000.0,47218000.0,14247000.0
SG&A Expense,13566000.0,7636000.0,3935000.0
Operating Expenses,63212000.0,54854000.0,18182000.0
Operating Income,-54859000.0,-53441000.0,-18182000.0
Interest Expense,-4922000.0,-775000.0,-212000.0
Earnings before Tax,-49594000.0,-53082000.0,-17970000.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-49594000.0,-53082000.0,-17970000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-49594000.0,-53082000.0,-17970000.0
EPS,-1.43,-29.03,-20.8
EPS Diluted,-1.43,-29.03,-20.8
Weighted Average Shs Out,44453724.0,41650000.0,41650000.0
Weighted Average Shs Out (Dil),34618237.0,1828262.0,863983.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,1.0,1.0,0.0
EBITDA Margin,-6.088,-36.267,
EBIT Margin,-6.5265,-38.1154,0.0
Profit Margin,-5.937,-37.567,
Free Cash Flow margin,-5.5955,-21.6369,0.0
EBITDA,-50852000.0,-51245000.0,-16868000.0
EBIT,-54516000.0,-53857000.0,-18182000.0
Consolidated Income,-49594000.0,-53082000.0,-17970000.0
Earnings Before Tax Margin,-5.9373,-37.5669,0.0
Net Profit Margin,-5.9373,-37.5669,0.0
