date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,29174000.0,32461000.0,9035000.0,20077000.0,25261000.0,-73282000.0,19867000.0,9343000.0,16437000.0,-47583000.0,19808000.0,10183000.0,13112000.0,19621000.0,14297000.0,15993000.0,11172000.0,16201000.0,6505000.0,14603000.0,12720000.0,13400000.0,23700000.0,14300000.0,10300000.0,5000000.0,2200000.0,10200000.0,3000000.0,2100000.0,1700000.0,300000.0
,depreciationAndAmortization,28850000.0,28305000.0,25296000.0,22845000.0,22860000.0,26846000.0,29024000.0,30926000.0,29413000.0,21458000.0,13597000.0,13562000.0,9963000.0,10061000.0,9818000.0,7586000.0,7499000.0,7569000.0,8018000.0,11080000.0,8750000.0,6800000.0,5900000.0,5300000.0,4500000.0,4400000.0,3100000.0,3300000.0,3200000.0,3100000.0,3200000.0,3300000.0
,deferredIncomeTax,327000.0,-1830000.0,2042000.0,-15411000.0,3519000.0,-30707000.0,345000.0,-2242000.0,-2350000.0,-6652000.0,-495000.0,1819000.0,-4459000.0,-1593000.0,-417000.0,672000.0,-64000.0,3734000.0,485000.0,-1731000.0,-856000.0,2200000.0,1800000.0,5200000.0,2000000.0,900000.0,700000.0,1200000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,9299000.0,7161000.0,5040000.0,4675000.0,3007000.0,3495000.0,3725000.0,2438000.0,1959000.0,2363000.0,2517000.0,2404000.0,2623000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,71304000.0,35223000.0,20077000.0,1143000.0,-40989000.0,-37046000.0,-9505000.0,940000.0,1902000.0,134227000.0,4281000.0,16153000.0,-8031000.0,22348000.0,-8957000.0,18925000.0,15727000.0,-4326000.0,-7551000.0,10134000.0,1503000.0,-900000.0,600000.0,12900000.0,6100000.0,4500000.0,-5100000.0,1900000.0,2700000.0,200000.0,-3800000.0,-1700000.0
,accountsReceivables,8877000.0,2380000.0,7495000.0,2720000.0,3220000.0,4444000.0,1086000.0,5468000.0,-1204000.0,-3990000.0,584000.0,2836000.0,-6235000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-20183000.0,-8491000.0,23243000.0,-533000.0,-5182000.0,20985000.0,-2335000.0,7811000.0,6185000.0,-4828000.0,-4848000.0,5321000.0,-6581000.0,-3182000.0,-9304000.0,-2839000.0,-10457000.0,1714000.0,699000.0,952000.0,-5893000.0,-2200000.0,4300000.0,-2000000.0,-4100000.0,-1700000.0,1300000.0,600000.0,800000.0,-300000.0,900000.0,700000.0
,accountsPayables,-19714000.0,11620000.0,18496000.0,-4015000.0,15055000.0,-13978000.0,410000.0,4533000.0,-8097000.0,-12323000.0,0.0,0.0,-433000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,267382000.0,196078000.0,160855000.0,140778000.0,139635000.0,180624000.0,217670000.0,227175000.0,226235000.0,224333000.0,90106000.0,85825000.0,69672000.0,77703000.0,55355000.0,64312000.0,45387000.0,29660000.0,33986000.0,41537000.0,31403000.0,29900000.0,30800000.0,30200000.0,17300000.0,11200000.0,6700000.0,11800000.0,9900000.0,7200000.0,7000000.0,10800000.0
,otherNonCashItems,12529000.0,3611000.0,11659000.0,-1182000.0,-7204000.0,5628000.0,-5713000.0,6223000.0,2391000.0,-47608000.0,533000.0,-1649000.0,2381000.0,2362000.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,200000.0,-200000.0,300000.0,800000.0,-200000.0,0.0,200000.0
,netCashProvidedByOperatingActivites,12611000.0,51031000.0,46237000.0,35434000.0,43268000.0,23678000.0,53422000.0,45962000.0,47534000.0,-3002000.0,26471000.0,30812000.0,28044000.0,42594000.0,24285000.0,24713000.0,2402000.0,30457000.0,25263000.0,33315000.0,20687000.0,18500000.0,25200000.0,13500000.0,18000000.0,8100000.0,10400000.0,6200000.0,2700000.0,6700000.0,8600000.0,2600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-12510000.0,-18290000.0,-17617000.0,-27610000.0,-17001000.0,-15891000.0,-18096000.0,-12403000.0,-15813000.0,-14536000.0,-7106000.0,-7689000.0,-12418000.0,-11261000.0,-8706000.0,-5133000.0,-5942000.0,-5767000.0,-3500000.0,-6013000.0,-10803000.0,-37900000.0,-20000000.0,-7600000.0,-6700000.0,-2500000.0,-1200000.0,-3800000.0,-2500000.0,-2500000.0,-2000000.0,-1000000.0
,acquisitionsNet,190000.0,-77000000.0,-31000000.0,-60000000.0,52000000.0,0.0,0.0,0.0,0.0,-326000000.0,0.0,0.0,-39000000.0,0.0,-61000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
