date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2664000.0,-3379000.0,-2432000.0,927000.0,997000.0
,depreciationAndAmortization,717000.0,702000.0,1076000.0,911000.0,913000.0
,deferredIncomeTax,155000.0,4557000.0,-941000.0,424000.0,-267000.0
,stockBasedCompensation,4150000.0,7222000.0,5404000.0,2770000.0,3811000.0
,changeInWorkingCapital,2697000.0,-4993000.0,8279000.0,-11512000.0,-2200000.0
,accountsReceivables,2234000.0,2170000.0,4440000.0,-343000.0,1099000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,1686000.0,-12249000.0,-844000.0
,otherWorkingCapital,0.0,998000.0,5866000.0,46165000.0,54049000.0
,otherNonCashItems,-8232000.0,-1964000.0,4831000.0,18879000.0,11166000.0
,netCashProvidedByOperatingActivites,-3177000.0,2145000.0,16217000.0,12399000.0,14420000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-16000.0,-126000.0,-56000.0,-73000.0,-1935000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-34980000.0,-16815000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-444000.0,219000.0,-1538000.0,-150000.0,1678000.0
,netCashUsedForInvestingActivites,-460000.0,93000.0,-1594000.0,-35203000.0,-17072000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,-44800000.0,-50513000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-3589000.0,-1198000.0
,dividendsPaid,0.0,-238000.0,-5750000.0,-5766000.0,-5521000.0
,otherFinancingActivites,-3059000.0,-8661000.0,-27981000.0,58559000.0,42759000.0
,netCashUsedProvidedByFinancingActivities,-3059000.0,-8899000.0,-33731000.0,4404000.0,-14473000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-6696000.0,-6661000.0,-19108000.0,-18400000.0,-17125000.0
,cashAtEndOfPeriod,3862000.0,10558000.0,17219000.0,36163000.0,54563000.0
,cashAtBeginningOfPeriod,10558000.0,17219000.0,36327000.0,54563000.0,71688000.0
,operatingCashFlow,-3177000.0,2145000.0,16217000.0,12399000.0,14420000.0
,capitalExpenditure,-16000.0,-126000.0,-56000.0,-73000.0,-1935000.0
,freeCashFlow,-3193000.0,2019000.0,16161000.0,12326000.0,12485000.0
