Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,1662000.0,1618000.0,932000.0,2142000.0,1742000.0,1101000.0,801000.0,630000.0
Stock-based compensation,4507000.0,5671000.0,4901000.0,3485000.0,2521000.0,140000.0,79000.0,125000.0
Operating Cash Flow,-17390000.0,-3574000.0,-21910000.0,-16549000.0,-20777000.0,-5619000.0,-14370000.0,-12657000.0
Capital Expenditure,-5350000.0,-1295000.0,-856000.0,-3391000.0,-3014000.0,-1787000.0,-1482000.0,-1238000.0
Acquisitions and disposals,0.0,0.0,-27515000.0,0.0,-1716000.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,150868000.0,-5029000.0,-29898000.0,-3122000.0,-5027000.0,-1767000.0,-1876000.0,-1598000.0
Issuance (repayment) of debt,-30060000.0,-261000.0,29038000.0,-122000.0,-165000.0,3856000.0,5440000.0,-102000.0
Issuance (buybacks) of shares,3241000.0,39859000.0,76000.0,53783000.0,14000.0,63901000.0,8076000.0,5000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-29355000.0,39374000.0,29103000.0,53661000.0,-151000.0,70699000.0,26217000.0,9881000.0
Effect of forex changes on cash,-1711000.0,451000.0,-1780000.0,-440000.0,-374000.0,603000.0,273000.0,64000.0
Net cash flow / Change in cash,102412000.0,31222000.0,-24485000.0,33550000.0,-26329000.0,63916000.0,10244000.0,-4310000.0
Free Cash Flow,-22740000.0,-4869000.0,-22766000.0,-19940000.0,-23791000.0,-7406000.0,-15852000.0,-13895000.0
Net Cash/Marketcap,0.5718,0.1664,0.0886,0.3212,0.2075,0.2392,0.2392,0.2392
