date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-37049000.0,15778000.0,44512000.0,-1705000.0,6785000.0,7060000.0,7630000.0,-12445000.0,50077000.0,18605000.0,6487000.0,-81535000.0,-206759000.0,-3251000.0,58050000.0,49411000.0,17449000.0,3964000.0,-45480000.0,-866000.0
,depreciationAndAmortization,18493000.0,15514000.0,15418000.0,15344000.0,16451000.0,17710000.0,18247000.0,20583000.0,14067000.0,346000.0,10338000.0,16117000.0,19062000.0,17284000.0,15878000.0,12912000.0,7567000.0,8604000.0,9329000.0,9078000.0
,deferredIncomeTax,-12129000.0,1562000.0,5940000.0,7992000.0,-2525000.0,8157000.0,3277000.0,-398000.0,-30762000.0,-1004000.0,-29000.0,0.0,-1069000.0,9691000.0,9417000.0,7248000.0,1340000.0,1299000.0,4267000.0,0.0
,stockBasedCompensation,3460000.0,2843000.0,3137000.0,2503000.0,2607000.0,2853000.0,2741000.0,5278000.0,4710000.0,3621000.0,2782000.0,2831000.0,3784000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-3715000.0,-32643000.0,31105000.0,-51790000.0,9269000.0,-8336000.0,16712000.0,-10270000.0,1535000.0,77706000.0,40292000.0,-26684000.0,-14703000.0,-18196000.0,16264000.0,77377000.0,13511000.0,19407000.0,8809000.0,0.0
,accountsReceivables,-34284000.0,11954000.0,-35674000.0,-13794000.0,25501000.0,166000.0,-27875000.0,-6934000.0,15126000.0,-39844000.0,-17452000.0,28190000.0,692000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-6828000.0,9495000.0,4836000.0,-25104000.0,2993000.0,6761000.0,-5370000.0,8553000.0,-6748000.0,-9962000.0,-9155000.0,34462000.0,-533000.0,3809000.0,-16603000.0,-11571000.0,-6243000.0,1205000.0,-144000.0,0.0
,accountsPayables,48046000.0,-24261000.0,1451000.0,23250000.0,-4263000.0,-3642000.0,3065000.0,11457000.0,-25273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,145650000.0,149365000.0,182008000.0,150903000.0,202693000.0,193424000.0,201760000.0,185048000.0,195318000.0,193783000.0,116077000.0,75785000.0,102469000.0,117172000.0,135368000.0,119104000.0,41727000.0,28216000.0,8809000.0,0.0
,otherNonCashItems,7360000.0,1393000.0,1404000.0,1251000.0,165000.0,1059000.0,891000.0,1132000.0,1132000.0,0.0,6487000.0,-81535000.0,-206759000.0,13051000.0,-6062000.0,0.0,0.0,0.0,0.0,14990000.0
,netCashProvidedByOperatingActivites,34372000.0,36746000.0,40992000.0,2257000.0,49365000.0,55299000.0,9519000.0,19154000.0,24049000.0,7794000.0,17563000.0,18181000.0,9743000.0,47575000.0,36922000.0,44156000.0,34177000.0,10442000.0,18172000.0,24068000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7142000.0,-24002000.0,-14150000.0,-13458000.0,-11429000.0,-14685000.0,-13704000.0,-12626000.0,-17323000.0,-21325000.0,-10101000.0,-5605000.0,-12110000.0,-16981000.0,-19327000.0,-15957000.0,-8907000.0,-5967000.0,-4937000.0,0.0
,acquisitionsNet,0.0,-34000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-25000000.0,-11000000.0,0.0,0.0,-4000000.0,-36000000.0,-9000000.0,-171000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,2489000.0,71000.0,726000.0,-645000.0,-1041000.0,0.0,44000.0,-2140000.0,-1685000.0,-811000.0,802000.0,-1761000.0,0.0,0.0,0.0,123000.0
,netCashUsedForInvestingActivites,-6420000.0,-57979000.0,-14101000.0,-10776000.0,-8903000.0,-14506000.0,-12289000.0,-12949000.0,-42759000.0,-32376000.0,-9955000.0,-7745000.0,-10134000.0,-53292000.0,-27625000.0,-188569000.0,-8907000.0,-5967000.0,-4937000.0,-3051000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-29375000.0,-44225000.0,-84875000.0,-237188000.0,0.0,-15000000.0,0.0,0.0,0.0,-170929000.0,0.0,-13986000.0,-211096000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,5000.0,26491000.0,4000.0,0.0,464000.0,2140000.0,45801000.0,47105000.0,0.0,54000.0,0.0
,commonStockRepurchased,0.0,0.0,-1131000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-635000.0,-41000.0,-299000.0,-115000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-4887000.0,-603000.0,-329000.0,-9299000.0,-714000.0,-591000.0,-527000.0,-144000.0,22000.0,-8146000.0,-1761000.0,-3212000.0,-355000.0,-170000.0,645000.0,4340000.0,48000.0,0.0,0.0,-13160000.0
,netCashUsedProvidedByFinancingActivities,-19262000.0,-10113000.0,-5835000.0,-72848000.0,-714000.0,-16008000.0,514000.0,-937000.0,-1178000.0,70930000.0,24730000.0,-5616000.0,5043000.0,-2394000.0,-27952000.0,188547000.0,-28427000.0,-2761000.0,-14825000.0,-13160000.0
