date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,389991000.0,478348000.0,494681000.0,488234000.0,465834000.0,439369000.0,418558000.0,385009000.0,356997000.0,315223000.0,276303000.0,271685000.0,245391000.0,228765000.0,211711000.0,202799000.0,194553000.0,121972000.0,113167000.0,111068000.0,108821000.0,104016000.0,97766000.0,85271000.0,75500000.0,68600000.0,46000000.0,30300000.0
,costOfRevenue,137135000.0,157734000.0,160457000.0,155235000.0,152017000.0,146503000.0,137422000.0,121046000.0,111160000.0,100246000.0,93345000.0,88674000.0,81897000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,252856000.0,320614000.0,334224000.0,332999000.0,313817000.0,292866000.0,281136000.0,263963000.0,245837000.0,214977000.0,182958000.0,183011000.0,163494000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.648363680187491,0.670252619431878,0.675635409486113,0.682047952416259,0.673667014430033,0.666560453741616,0.671677521394884,0.685602154754824,0.688624834382362,0.681983865390533,0.662164363036232,0.673614664041077,0.666259153758695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,47733000.0,53790000.0,44167000.0,44004000.0,46696000.0,44469000.0,44469000.0,39119000.0,37452000.0,0.0,24553000.0,0.0,0.0,19007000.0,16707000.0,13848000.0,12820000.0,9561000.0,9228000.0,8231000.0,7366000.0,7298000.0,6669000.0,6145000.0,5467000.0,5100000.0,4400000.0,3100000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,925000.0,-2761000.0,864000.0,2724000.0,1028000.0,-36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,164876000.0,177104000.0,175889000.0,171748000.0,162053000.0,148405000.0,146901000.0,134865000.0,136135000.0,114305000.0,102592000.0,113085000.0,84590000.0,157200000.0,142612000.0,126584000.0,124025000.0,78920000.0,74457000.0,71442000.0,69007000.0,62707000.0,57929000.0,50853000.0,45484000.0,0.0,0.0,0.0
,costAndExpenses,302011000.0,334838000.0,336346000.0,326983000.0,314070000.0,294908000.0,284323000.0,255911000.0,247295000.0,214551000.0,195937000.0,201759000.0,166487000.0,157200000.0,142612000.0,126584000.0,124025000.0,78920000.0,74457000.0,71442000.0,69007000.0,62707000.0,57929000.0,50853000.0,45484000.0,-37800000.0,-24300000.0,-14000000.0
,interestExpense,63142000.0,61672000.0,64821000.0,64825000.0,60669000.0,54188000.0,57931000.0,51616000.0,49814000.0,45382000.0,34120000.0,37683000.0,38443000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,117143000.0,123314000.0,131722000.0,127744000.0,115357000.0,103936000.0,102432000.0,95746000.0,98683000.0,84015000.0,78039000.0,80501000.0,62326000.0,63810000.0,57203000.0,48644000.0,51446000.0,29124000.0,28754000.0,28572000.0,26218000.0,24824000.0,22154000.0,18439000.0,16458000.0,15300000.0,8800000.0,5400000.0
,EBITDA,205123000.0,266824000.0,290057000.0,288995000.0,267121000.0,248397000.0,236667000.0,224844000.0,208385000.0,184687000.0,158405000.0,150427000.0,141230000.0,135375000.0,126302000.0,124859000.0,121974000.0,72176000.0,67464000.0,68198000.0,66032000.0,66133000.0,61991000.0,52857000.0,46474000.0,121700000.0,79100000.0,49700000.0
,EBITDARatio,0.525968547992133,0.557803105688745,0.586351608410268,0.591919038821549,0.573425297423546,0.565349398796911,0.565434181164856,0.583996737738598,0.583716389773584,0.585893161349267,0.573301773777339,0.553681653385354,0.575530479927952,0.591764474460691,0.596577409770867,0.615678578296737,0.62694484279348,0.591742367100646,0.596145519453551,0.614020239853063,0.606794644416059,0.63579641593601,0.634075240881288,0.619870764972851,0.615549668874172,1.77405247813411,1.7195652173913,1.64026402640264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,87980000.0,143510000.0,158335000.0,161251000.0,151764000.0,144461000.0,134235000.0,129098000.0,109702000.0,100672000.0,80366000.0,69926000.0,78904000.0,71565000.0,69099000.0,76215000.0,70528000.0,43052000.0,38710000.0,39626000.0,39814000.0,41309000.0,39837000.0,34418000.0,30016000.0,106400000.0,70300000.0,44300000.0
