date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1986-12-31_FY,1985-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,29871000.0,-62371000.0,-437012000.0,72793000.0,108787000.0,103409000.0,66503000.0,110882000.0,109003000.0,115198000.0,110579000.0,104658000.0,93327000.0,72710000.0,48752000.0,64420000.0,60500000.0,53641000.0,47267000.0,23035000.0,33088000.0,28000000.0,20100000.0,24300000.0,13000000.0,-11300000.0,7900000.0,20100000.0,20400000.0,12100000.0,8800000.0,2500000.0,8400000.0,4900000.0,4400000.0
,depreciationAndAmortization,93336000.0,116678000.0,101927000.0,59443000.0,55393000.0,65982000.0,63407000.0,50586000.0,39604000.0,34135000.0,29148000.0,25265000.0,21955000.0,39140000.0,28933000.0,19252000.0,14884000.0,15718000.0,15926000.0,22469000.0,21515000.0,19400000.0,18300000.0,17700000.0,16100000.0,15400000.0,13000000.0,7600000.0,5900000.0,6100000.0,5300000.0,3600000.0,3100000.0,1800000.0,1400000.0
,deferredIncomeTax,15564000.0,-17402000.0,-35018000.0,-49988000.0,4218000.0,-6101000.0,-3385000.0,3713000.0,1060000.0,14520000.0,-94000.0,10869000.0,17618000.0,-5457000.0,9640000.0,-3930000.0,9047000.0,10216000.0,-8002000.0,11268000.0,-1293000.0,8200000.0,22700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,20010000.0,15803000.0,16376000.0,11911000.0,12042000.0,11306000.0,8207000.0,6381000.0,5697000.0,5674000.0,6358000.0,7035000.0,7563000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,76870000.0,-75443000.0,194395000.0,-55229000.0,16290000.0,44960000.0,129398000.0,32146000.0,-88853000.0,84152000.0,67357000.0,-2332000.0,122890000.0,-74874000.0,190583000.0,-28261000.0,48202000.0,720000.0,73245000.0,78141000.0,14237000.0,-15800000.0,1400000.0,40800000.0,-138700000.0,49900000.0,-178500000.0,-38100000.0,-19100000.0,-8800000.0,3200000.0,0.0,0.0,0.0,0.0
,accountsReceivables,-34818000.0,0.0,0.0,-100010000.0,-25244000.0,18333000.0,-17803000.0,-38645000.0,27161000.0,-37273000.0,0.0,19255000.0,-48464000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-85154000.0,127921000.0,-65451000.0,-57032000.0,22589000.0,-69727000.0,-57329000.0,-7064000.0,54540000.0,-99950000.0,-41315000.0,-13528000.0,-56156000.0,60185000.0,-107965000.0,-9896000.0,-55247000.0,-35737000.0,33538000.0,-78198000.0,23935000.0,-42400000.0,8900000.0,-6100000.0,43600000.0,-6200000.0,-81300000.0,-28200000.0,400000.0,-3800000.0,-20600000.0,0.0,0.0,0.0,0.0
,accountsPayables,193240000.0,-235631000.0,92179000.0,143947000.0,43430000.0,114011000.0,-52148000.0,47374000.0,-18694000.0,44058000.0,86146000.0,-18755000.0,-13584000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,3602000.0,991124000.0,1066567000.0,872172000.0,927401000.0,911111000.0,866151000.0,736753000.0,704607000.0,793460000.0,709308000.0,641951000.0,644283000.0,521393000.0,596267000.0,405684000.0,433945000.0,385743000.0,385023000.0,311778000.0,233637000.0,219400000.0,235200000.0,233800000.0,193000000.0,331700000.0,281800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,18084000.0,10333000.0,6043000.0,6299000.0,2901000.0,2231000.0,-723000.0,-1123000.0,-573000.0,130142000.0,12300000.0,5598000.0,19715000.0,29595000.0,34418000.0,6797000.0,4313000.0,8990000.0,2893000.0,0.0,0.0,-100000.0,-200000.0,1000000.0,0.0,-2100000.0,1900000.0,-100000.0,0.0,-100000.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,339223000.0,166085000.0,115589000.0,56774000.0,186934000.0,269597000.0,-3761000.0,140554000.0,218506000.0,68141000.0,242923000.0,175577000.0,55763000.0,219840000.0,-73580000.0,135374000.0,58654000.0,94904000.0,-14262000.0,1641000.0,43155000.0,92300000.0,32500000.0,8000000.0,188100000.0,-11400000.0,-153900000.0,-10000000.0,3700000.0,16100000.0,21700000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-50424000.0,-42419000.0,-44873000.0,-34613000.0,-20302000.0,-20531000.0,-48424000.0,-28119000.0,-9832000.0,-24981000.0,-31221000.0,-19746000.0,-17669000.0,-30546000.0,-38733000.0,-30166000.0,-18194000.0,-17651000.0,-9757000.0,-10147000.0,-8005000.0,-104800000.0,-12600000.0,-12000000.0,-6200000.0,-7400000.0,-6600000.0,-6300000.0,-5000000.0,-5900000.0,-6500000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,133000000.0,0.0,-752000000.0,-367000000.0,0.0,0.0,-249000000.0,0.0,-155000000.0,0.0,0.0,7000000.0,-97000000.0,15000000.0,-171000000.0,-65000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
