date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2014-01-04_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,3097328000.0,2637268000.0,2862850000.0,1815535000.0,1881000000.0,1916585000.0,1979393000.0,2152000000.0,1907800000.0,1755431000.0,1804400000.0,1646100000.0,2779700000.0,3833900000.0,4899400000.0,5622071000.0,3672820000.0,4271842000.0,3734029000.0,3768700000.0,4224935000.0
,costOfRevenue,2619594000.0,2280353000.0,2530996000.0,1584506000.0,1653637000.0,1694113000.0,1750289000.0,1923500000.0,1677800000.0,1545282000.0,1593700000.0,1452900000.0,2464800000.0,3442000000.0,4419600000.0,5109632000.0,3339590000.0,3814375000.0,3370995000.0,3395184000.0,3880766000.0
,grossProfit,477734000.0,356915000.0,331854000.0,231029000.0,227406000.0,222472000.0,229104000.0,228500000.0,230100000.0,210149000.0,210700000.0,193200000.0,314900000.0,391900000.0,479800000.0,512439000.0,333230000.0,457467000.0,363034000.0,373516000.0,344169000.0
,grossProfitRatio,0.15424068745706,0.135335127108811,0.115917355083221,0.127251195928473,0.120896331738437,0.116077293728168,0.115744574220481,0.10618029739777,0.120610126847678,0.119713620187863,0.116770117490579,0.11736832513213,0.113285606360399,0.102219671874592,0.0979303588194473,0.0911477283015458,0.0907286499202248,0.10708893259629,0.0972231335107467,0.0991100379441187,0.081461371595066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,314228000.0,304611000.0,293914000.0,198709000.0,204312000.0,195941000.0,206095000.0,245900000.0,226400000.0,207857000.0,221200000.0,220600000.0,305300000.0,372800000.0,381600000.0,378008000.0,248291000.0,346585000.0,295492000.0,298576000.0,301349000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,21265000.0,17150000.0,25826000.0,2332000.0,255000.0,9741000.0,9473000.0,8565000.0,10562000.0,0.0,13365000.0,519000.0,20519000.0,20924000.0,20724000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,335493000.0,321761000.0,342940000.0,201041000.0,213654000.0,205682000.0,215568000.0,249800000.0,224500000.0,218419000.0,234600000.0,209500000.0,323900000.0,393600000.0,402299999.999999,396778000.0,258423000.0,366061000.0,317249000.0,325323000.0,331742000.0
,costAndExpenses,2955087000.0,2602114000.0,2873936000.0,1785547000.0,1867291000.0,1899795000.0,1965857000.0,2173300000.0,1902300000.0,1763701000.0,1828300000.0,1662400000.0,2788700000.0,3835600000.0,4821900000.0,5506410000.0,3598013000.0,4180436000.0,3688244000.0,3720507000.0,4212508000.0
,interestExpense,-47414000.0,-54218000.0,47301000.0,21225000.0,24898000.0,27342000.0,26771000.0,28157000.0,30510000.0,30510000.0,-33788000.0,-32456000.0,-38547000.0,-43660000.0,-46164000.0,42311000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,28901000.0,30232000.0,25826000.0,9032000.0,9342000.0,9741000.0,9473000.0,9100000.0,8600000.0,10562000.0,13400000.0,17000000.0,20500000.0,20900000.0,20700000.0,18770000.0,10132000.0,19476000.0,21757000.0,26747000.0,30393000.0
,EBITDA,171142000.0,65386000.0,14740000.0,39020000.0,23094000.0,26531000.0,23009000.0,-12200000.0,14100000.0,2292000.0,-10500000.0,700000.0,11500000.0,19200000.0,98200000.0,134431000.0,84939000.0,110882000.0,67542000.0,74940000.0,42820000.0
,EBITDARatio,0.0552547227804094,0.0247930813250682,0.00514871544090679,0.0214922873973787,0.0122775119617225,0.0138428506953775,0.011624270672878,-0.00566914498141264,0.00739071181465562,0.00130566225616387,-0.00581910884504544,0.00042524755482656,0.00413713710112602,0.0050079553457315,0.0200432706045638,0.0239112953215995,0.0231263715619061,0.0259564843456289,0.0180882365937704,0.0198848409265795,0.0101350671667138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,142241000.0,35154000.0,-11086000.0,29988000.0,13752000.0,16790000.0,13536000.0,-21300000.0,5500000.0,-8270000.0,-23900000.0,-16300000.0,-9000000.0,-1700000.0,77500000.0,115661000.0,74807000.0,91406000.0,45785000.0,48193000.0,12427000.0
