date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,85965000000.0,70697000000.0,55838000000.0,40653000000.0,27638000000.0,17928000000.0,12466000000.0,7872000000.0,5089000000.0
,costOfRevenue,17139000000.0,12770000000.0,9355000000.0,5454000000.0,3789000000.0,2867000000.0,2153000000.0,1875000000.0,1364000000.0
,grossProfit,68826000000.0,57927000000.0,46483000000.0,35199000000.0,23849000000.0,15061000000.0,10313000000.0,5997000000.0,3725000000.0
,grossProfitRatio,0.800628162624324,0.819369987411064,0.832461764389842,0.86584015939783,0.862906143715175,0.84008255243195,0.827290229424033,0.761814024390244,0.731970917665553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,18447000000.0,13600000000.0,10273000000.0,7754000000.0,5919000000.0,4816000000.0,2666000000.0,1415000000.0,1399000000.0
,GeneralAndAdministrativeExpenses,-5027000000.0,10465000000.0,3451000000.0,2517000000.0,1731000000.0,1295000000.0,973000000.0,781000000.0,892000000.0
,SellingAndMarketingExpenses,11591000000.0,9876000000.0,7846000000.0,4725000000.0,3772000000.0,2725000000.0,1680000000.0,997000000.0,896000000.0
,otherExpenses,0.0,27000000.0,9000000.0,5000000.0,1000000.0,6000000.0,-1000000.0,1000000.0,2000000.0
,operatingExpenses,36602000000.0,33941000000.0,21570000000.0,14996000000.0,11422000000.0,8836000000.0,5319000000.0,3193000000.0,3187000000.0
,costAndExpenses,53294000000.0,46711000000.0,30925000000.0,20450000000.0,15211000000.0,11703000000.0,7472000000.0,5068000000.0,4551000000.0
,interestExpense,0.0,20000000.0,9000000.0,6000000.0,10000000.0,23000000.0,23000000.0,56000000.0,51000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6862000000.0,5741000000.0,4315000000.0,3025000000.0,2342000000.0,1945000000.0,1243000000.0,1011000000.0,649000000.0
,EBITDA,39533000000.0,29727000000.0,29228000000.0,23228000000.0,14769000000.0,8170000000.0,6237000000.0,3815000000.0,1187000000.0
,EBITDARatio,0.459873204211016,0.420484603307071,0.523442816719797,0.571372346444297,0.534372964758666,0.455711735832218,0.500320872773945,0.48462906504065,0.233248182354097
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,32671000000.0,23986000000.0,24913000000.0,20203000000.0,12427000000.0,6225000000.0,4994000000.0,2804000000.0,538000000.0
,operatingIncomeRatio,0.380050020357122,0.339278894436822,0.446165693613668,0.496962093818414,0.449634561111513,0.347222222222222,0.400609658270496,0.35619918699187,0.105718215759481
,totalOtherIncomeExpensesNet,509000000.0,-78000000.0,-204000000.0,-1000000.0,-75000000.0,-60000000.0,-88000000.0,-13000000.0,-7000000.0
,incomeBeforeTax,33180000000.0,24812000000.0,25361000000.0,20594000000.0,12518000000.0,6194000000.0,4910000000.0,2754000000.0,494000000.0
,incomeBeforeTaxRatio,0.385971034723434,0.350962558524407,0.454188903614026,0.506580080190884,0.452927129314712,0.345493083444891,0.393871330017648,0.34984756097561,0.0970721163293378
,incomeTaxExpense,4034000000.0,6327000000.0,3249000000.0,4660000000.0,2301000000.0,2506000000.0,1970000000.0,1254000000.0,441000000.0
,netIncome,29146000000.0,18485000000.0,22112000000.0,15934000000.0,10217000000.0,3688000000.0,2940000000.0,1500000000.0,53000000.0
,netIncomeRatio,0.339044960158204,0.26146795479299,0.396002722160536,0.391951393501095,0.369672190462407,0.205711735832218,0.235841488849671,0.190548780487805,0.0104146197681273
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,10.2266666666667,6.48,7.65,5.49,3.56,1.31,1.12,0.62,0.02
,EPSDiluted,10.0921052631579,6.43,7.57,5.39,3.49,1.29,1.1,0.6,0.01
,weightedAverageShsOut,2850000000.0,2854000000.0,2890000000.0,2901000000.0,2863000000.0,2803000000.0,2614000000.0,2420000000.0,2006000000.0
,weightedAverageShsOutDil,2888000000.0,2876000000.0,2921000000.0,2956000000.0,2925000000.0,2853000000.0,2664000000.0,2517000000.0,2166000000.0
