date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,76909000.0,-85334000.0,95168000.0,33769000.0,122283000.0,-3166000.0,139899000.0,134032000.0,106786000.0,141565000.0,330403000.0,279909000.0,165613000.0,125532000.0,76188000.0,43053000.0,28544000.0,58061000.0,61148000.0,67055000.0,57776000.0,47781000.0,38800000.0,30700000.0,24200000.0,19200000.0,14900000.0,12200000.0,9400000.0,21700000.0,-3500000.0,-5900000.0
,depreciationAndAmortization,99051000.0,100972000.0,51741000.0,52824000.0,84061000.0,85551000.0,90556000.0,89817000.0,93250000.0,88689000.0,64571000.0,62222000.0,50450000.0,39874000.0,44007000.0,48108000.0,57566000.0,55584000.0,40332000.0,33536000.0,32036000.0,25251000.0,17800000.0,14000000.0,11300000.0,7600000.0,6200000.0,7300000.0,6800000.0,6800000.0,17100000.0,19900000.0
,deferredIncomeTax,1519000.0,-4548000.0,20761000.0,-10595000.0,5600000.0,-41648000.0,3563000.0,-18115000.0,-7711000.0,-10160000.0,23966000.0,-9549000.0,344000.0,3110000.0,4592000.0,-475000.0,-5775000.0,5472000.0,8940000.0,2630000.0,-4321000.0,-3159000.0,-4500000.0,-1000000.0,2000000.0,-500000.0,5500000.0,2400000.0,5300000.0,-12300000.0,-300000.0,-500000.0
,stockBasedCompensation,13875000.0,14584000.0,13217000.0,14499000.0,16600000.0,22368000.0,17440000.0,17685000.0,15493000.0,18530000.0,14251000.0,10148000.0,7550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-7478000.0,153714000.0,-129150000.0,228339000.0,-62389000.0,-122879000.0,18869000.0,134332000.0,40042000.0,-222314000.0,152426000.0,162364000.0,-121467000.0,61786000.0,36306000.0,-38812000.0,3390000.0,21050000.0,17041000.0,19890000.0,1466000.0,-12121000.0,1200000.0,-8500000.0,3100000.0,-200000.0,600000.0,15400000.0,-8000000.0,3600000.0,3900000.0,-10000000.0
,accountsReceivables,13259000.0,-12840000.0,-27706000.0,-43294000.0,-100118000.0,-91649000.0,-96534000.0,-82262000.0,-124448000.0,-90240000.0,-84940000.0,-102588000.0,-89249000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000.0,45000.0,3131000.0,1034000.0,592000.0,-8000.0,1492000.0,304000.0,-1300000.0,-700000.0,-1300000.0,300000.0,-600000.0,0.0,-100000.0,-200000.0,400000.0,-100000.0
,accountsPayables,8530000.0,-6340000.0,9199000.0,9964000.0,755000.0,-9612000.0,10830000.0,-2883000.0,-6697000.0,-1581000.0,-26808000.0,18776000.0,-3084000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-6638000.0,346783000.0,193069000.0,322219000.0,93880000.0,156269000.0,279148000.0,260279000.0,125947000.0,85905000.0,308219000.0,155793000.0,-6571000.0,114896000.0,53110000.0,16804000.0,55616000.0,52226000.0,31176000.0,14135000.0,-5755000.0,-7221000.0,4900000.0,3700000.0,12200000.0,9100000.0,9300000.0,8700000.0,-6700000.0,1300000.0,-2300000.0,-6200000.0
,otherNonCashItems,27658000.0,0.0,-14005000.0,2273000.0,4764000.0,0.0,0.0,244000.0,0.0,0.0,0.0,88202000.0,72395000.0,57605000.0,56668000.0,51610000.0,1000.0,-2000.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,-1200000.0,-1800000.0,2000000.0,100000.0,16300000.0,-300000.0,-800000.0
,netCashProvidedByOperatingActivites,192199000.0,107692000.0,204858000.0,239189000.0,227964000.0,231569000.0,203107000.0,265561000.0,261505000.0,277422000.0,407990000.0,391548000.0,249526000.0,198646000.0,125176000.0,90822000.0,87558000.0,134427000.0,98251000.0,115323000.0,85218000.0,71334000.0,54600000.0,47600000.0,42400000.0,28400000.0,28200000.0,28400000.0,24100000.0,15300000.0,13600000.0,10800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135726000.0,0.0,0.0,-62806000.0,-38558000.0,-25265000.0,-42909000.0,-42808000.0,-43762000.0,-85873000.0,-74552000.0,-40797000.0,-44800000.0,-31800000.0,-28800000.0,-36300000.0,-14600000.0,-6300000.0,-5100000.0,-3900000.0,-2100000.0,-2300000.0
,acquisitionsNet,0.0,0.0,-118409000.0,-9041000.0,-330567000.0,-176978000.0,-73117000.0,-13570000.0,-39035000.0,-250894000.0,-3027000.0,0.0,-315318000.0,-27603000.0,0.0,-2530000.0,-4861000.0,-1493000.0,-295908000.0,0.0,-8572000.0,-38587000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-10745000.0,-3015000.0,-6321000.0,-159000.0,-93000.0,-105000.0,-158000.0,-135000.0,-93000.0,-61000.0,-101000.0,-79000.0,-63000.0,-247013000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,2721000.0,113552000.0,1841000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13495000.0,46000000.0,0.0,184854000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
