Date,2018-09-30,2017-09-30,2016-09-30,2015-09-30
Depreciation & Amortization,24886.0,21939.0,18891.0,21000.0
Stock-based compensation,0.0,0.0,0.0,
Operating Cash Flow,-2725010.0,2004919.0,-640899.0,-729000.0
Capital Expenditure,-64715.0,-66503.0,-6120.0,-7000.0
Acquisitions and disposals,0.0,2192762.0,-1518479.0,
Investment purchases and sales,0.0,0.0,0.0,
Investing Cash flow,-64715.0,2126259.0,-1524599.0,3493000.0
Issuance (repayment) of debt,-453171.0,-1375308.0,-1092919.0,-2638559.0
Issuance (buybacks) of shares,7728000.0,0.0,3154239.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,5527320.0,-1654128.0,2061320.0,-2639000.0
Effect of forex changes on cash,-402969.0,66248.0,-5071.0,-5000.0
Net cash flow / Change in cash,2334626.0,2543298.0,-109249.0,120000.0
Free Cash Flow,-2789725.0,1938416.0,-647019.0,
Net Cash/Marketcap,,,,
