Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,80000.0,5000.0,0.0
Stock-based compensation,2793000.0,470000.0,
Operating Cash Flow,-35534000.0,-10985000.0,0.0
Capital Expenditure,-362000.0,-44000.0,0.0
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,-100354000.0,0.0,
Investing Cash flow,-100716000.0,-44000.0,0.0
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,90913000.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,89943000.0,64378000.0,0.0
Effect of forex changes on cash,0.0,0.0,
Net cash flow / Change in cash,-46307000.0,53349000.0,0.0
Free Cash Flow,-35896000.0,-11029000.0,
Net Cash/Marketcap,0.447,0.1162,0.1162
