date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,2959077000.0,3081571000.0,3319525000.0,2928630000.0,3052740000.0,3651065000.0,4033310000.0,3797394000.0,3657649000.0,3018118000.0,2665476000.0
,costOfRevenue,2591536000.0,2667644000.0,2870503000.0,2570361000.0,2695213000.0,3212667000.0,3471973000.0,3242874000.0,3005921000.0,2499298000.0,2210271000.0
,grossProfit,367541000.0,413927000.0,449022000.0,358269000.0,357527000.0,438398000.0,561337000.0,554520000.0,651728000.0,518820000.0,455205000.0
,grossProfitRatio,0.124207987828637,0.134323369476154,0.135266943312673,0.122333309431372,0.117116754129077,0.120074005803786,0.139175267956096,0.146026459198071,0.178182214859873,0.171901827562739,0.170778127433899
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,212515000.0,229324000.0,244664000.0,221075000.0,270680000.0,272065000.0,317745000.0,314619000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-2097000.0,270000.0,-435000.0,-2360000.0,-627000.0,146000.0,-848000.0,-2119000.0,0.0,0.0,0.0
,operatingExpenses,207605000.0,290469000.0,176087000.0,179689000.0,264120000.0,367541000.0,332815000.0,317880000.0,400975000.0,314263000.0,248396000.0
