date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,5185468000.0,5119571000.0,4441814000.0,4126952000.0,4232621000.0,4450962000.0,4170222000.0,3897053000.0,3845808000.0,3551473000.0,2814977000.0,2810484000.0,3226424000.0,3078561000.0,2788398000.0,2205356000.0,1557777000.0,633568000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,634831000.0,627389000.0,579428000.0,602717000.0,596821000.0,621876000.0,575390000.0,560981000.0,459151000.0,449885000.0,370157000.0,335758000.0,303831000.0,268396000.0,212842000.0,187305000.0,94589000.0,46521000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,26722000.0,172332000.0,50104000.0,3554000000.0,3491000000.0,3546000000.0,3374000000.0,3285000000.0,3722000000.0,2616000000.0,28561000.0,2415000000.0,2059000000.0,2081000000.0,54090000.0,-14484000.0,-32215000.0,0.0
,costAndExpenses,4848021000.0,5107029000.0,4809923000.0,3605150000.0,3587962000.0,3620490000.0,3435755000.0,3346525000.0,3784270000.0,2656070000.0,2275116000.0,2402999000.0,2092915000.0,2081659000.0,2687891000.0,1704918000.0,1026105000.0,150224000.0
,interestExpense,68107000.0,67432000.0,54811000.0,51360000.0,50963000.0,74695000.0,61979000.0,61863000.0,62598000.0,55876000.0,32031000.0,31673000.0,51153000.0,32954000.0,32447000.0,5285000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,11597000.0,13814000.0,2543000.0,24573000.0,26341000.0,24970000.0,23272000.0,13821000.0,16905000.0,14104000.0,14734000.0,11315000.0,15165000.0,40593000.0,61693000.0,50157000.0,47787000.0,11880000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.0650755148812026,0.00244981464267221,-0.0828735737246089,0.126437622729802,0.152307281941851,0.186582585966809,0.176121798791527,0.141267773366182,0.01600131883859,0.25212158448058,0.191781673526995,0.144987482583071,0.351320533197125,0.323820772107488,0.0360447109774143,0.226919372654574,0.341301739594306,0.0
,totalOtherIncomeExpensesNet,16444000.0,10622000.0,-1240000.0,7222000.0,-2953000.0,650000.0,4424000.0,2676000.0,2396000.0,-13462000.0,-129681000.0,-38667000.0,3911000.0,2893000.0,-5085000.0,11253000.0,25019000.0,96718000.0
,incomeBeforeTax,337447000.0,12542000.0,-368109000.0,521802000.0,644659000.0,830472000.0,734467000.0,550528000.0,61538000.0,895403000.0,539861000.0,407485000.0,1133509000.0,996902000.0,100507000.0,500438000.0,531672000.0,0.0
,incomeBeforeTaxRatio,0.0650755148812026,0.00244981464267221,-0.0828735737246089,0.126437622729802,0.152307281941851,0.186582585966809,0.176121798791527,0.141267773366182,0.01600131883859,0.25212158448058,0.191781673526995,0.144987482583071,0.351320533197125,0.323820772107488,0.0360447109774143,0.226919372654574,0.341301739594306,0.0
,incomeTaxExpense,23692000.0,-29486000.0,-7542000.0,6340000.0,3028000.0,25908000.0,7002000.0,3287000.0,15233000.0,38680000.0,41975000.0,20109000.0,41491000.0,33842000.0,6067000.0,5440000.0,-678000.0,-1430000.0
,netIncome,323473000.0,43021000.0,-368969000.0,513368000.0,641631000.0,810745000.0,727465000.0,547241000.0,46305000.0,856723000.0,497886000.0,387376000.0,1092018000.0,963060000.0,94440000.0,494998000.0,532350000.0,265119000.0
,netIncomeRatio,0.0623806761511208,0.00840324316236653,-0.0830671883154045,0.124393983743935,0.151591885973254,0.182150510384047,0.174442751489009,0.140424315501996,0.0120403826712098,0.241230328936754,0.17687036164061,0.137832487215725,0.338460785067307,0.312827973848821,0.0338689096750177,0.224452650728499,0.341736975189645,0.418453899186828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.37,0.004742,-4.94,5.13,6.1,7.38,6.02,4.05,0.08,6.74,3.36,2.5,7.15,6.18,0.63,3.24,3.69,1.95
,EPSDiluted,3.34,0.004714,-4.94,5.08,6.04,7.29,5.93,4.0,0.07,6.02,3.07,2.26,6.41,5.63,0.57,2.98,3.42,1.91
,weightedAverageShsOut,83894000.0,83501000.0,84108000.0,90772000.0,98609000.0,104368000.0,113636000.0,122148000.0,122499000.0,121728000.0,137279000.0,140322000.0,147524000.0,149745000.0,143225774.0,152553677.0,144262881.0,136007864.0
,weightedAverageShsOutDil,84473000.0,84007000.0,84108000.0,91547000.0,99629000.0,105713000.0,115328000.0,123654000.0,128122000.0,136199000.0,150371000.0,155320000.0,164515000.0,164394000.0,157523951.0,165875823.0,155690763.0,138940512.0
