date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,1861178000.0,11547969000.0,10787800000.0,10337448000.0,8354934000.0,7245731000.0,6866964000.0,6478547000.0,5819047000.0,5383998000.0,5063748000.0,4181021000.0,4166838000.0,4184981000.0,3691559000.0
,costOfRevenue,1402400000.0,8467182000.0,7967932000.0,7748791000.0,6082708000.0,5196473000.0,4919969000.0,4680507000.0,4151277000.0,3789488000.0,3658310000.0,3357245000.0,3377170000.0,3333572000.0,2981801000.0
,grossProfit,458778000.0,3080787000.0,2819868000.0,2588657000.0,2272226000.0,2049258000.0,1946995000.0,1798040000.0,1667770000.0,1594510000.0,1405438000.0,823776000.0,789668000.0,851409000.0,709758000.0
,grossProfitRatio,0.246498722851871,0.266781717200661,0.261394167485493,0.250415479719946,0.271962172292444,0.282822809734449,0.283530684011158,0.277537540439237,0.286605349638867,0.296157242257519,0.277548961757181,0.197027472476221,0.18951252724488,0.203443934393012,0.192265110756729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1524342000.0,2145486000.0,1997028000.0,1907723000.0,1548450000.0,1397908000.0,1330160000.0,1226892000.0,1143632000.0,1224126000.0,1124743000.0,675869000.0,655351000.0,699665000.0,562967000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,17080000.0,-2082000.0,-12163000.0,115000.0,-10830000.0,-27168000.0,-8256000.0,-2796000.0,-1333000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2111467000.0,2758316000.0,2536963000.0,2498229000.0,2077162000.0,1902943000.0,1799303000.0,1690200000.0,1686553000.0,1567144000.0,1446783000.0,831004000.0,1073828000.0,769267000.0,679494000.0
,costAndExpenses,3513867000.0,11225498000.0,10504895000.0,10247020000.0,8159870000.0,7099416000.0,6719272000.0,6370707000.0,5837830000.0,5356632000.0,5105093000.0,4188249000.0,4450998000.0,4102839000.0,3661295000.0
,interestExpense,226832000.0,157521000.0,138505000.0,106722000.0,106506000.0,102881000.0,106312000.0,111659000.0,123740000.0,120414000.0,116527000.0,66365000.0,0.0,0.0,37218000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,485025000.0,443991000.0,386529000.0,455534000.0,403651000.0,397241000.0,368143000.0,368923000.0,429557000.0,343018000.0,321666000.0,158118000.0,147467000.0,120828000.0,128167000.0
,EBITDA,-1167664000.0,766462000.0,669434000.0,545962000.0,598715000.0,543556000.0,515835000.0,476763000.0,410774000.0,370384000.0,280321000.0,150890000.0,-136693000.0,202970000.0,158431000.0
,EBITDARatio,-0.627379004050123,0.0663720174517268,0.0620547284895901,0.0528140020631785,0.071660051413931,0.0750174137019439,0.0751183492442949,0.0735910382374319,0.0705912841054558,0.0687934876647428,0.0553584025113414,0.0360892710177729,-0.03280497105959,0.0484996228178814,0.0429170981690933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-1652689000.0,322471000.0,282905000.0,90428000.0,195064000.0,146315000.0,147692000.0,107840000.0,-18783000.0,27366000.0,-41345000.0,-7228000.0,-284160000.0,82142000.0,30264000.0
,operatingIncomeRatio,-0.88798008573065,0.0279244774557327,0.0262245314151171,0.00874761353092175,0.0233471622875776,0.020193269664579,0.0215076123888228,0.0166457077489752,-0.00322784813389546,0.00508283992676075,-0.00816490078100253,-0.00172876433770603,-0.0681955957971008,0.0196278071513347,0.00819816234821115
,totalOtherIncomeExpensesNet,11119000.0,5748000.0,-22256000.0,1197000.0,-42805000.0,-40609000.0,-144806000.0,-6389000.0,6192000.0,-7794000.0,-34553000.0,-43278000.0,-268718000.0,56045000.0,24125000.0
,incomeBeforeTax,-1856665000.0,185104000.0,131105000.0,-9380000.0,48326000.0,6353000.0,-99820000.0,-5137000.0,-132161000.0,-96627000.0,-188654000.0,-114678000.0,-336125000.0,31656000.0,5768000.0
