Date,2018-06,2017-06,2016-06,2015-06,2014-06
Depreciation & Amortization,10261000000.0,8778000000.0,6622000000.0,5957000000.0,5212000000.0
Stock-based compensation,3940000000.0,3266000000.0,2668000000.0,2574000000.0,2446000000.0
Operating Cash Flow,43884000000.0,39507000000.0,33325000000.0,29080000000.0,32231000000.0
Capital Expenditure,-11632000000.0,-8129000000.0,-8343000000.0,-5944000000.0,-5485000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,6557000000,-12511000000,-14417000000,-12868000000,-7324000000
Investing Cash flow,-6061000000.0,-46781000000.0,-23950000000.0,-23001000000.0,-18833000000.0
Issuance (repayment) of debt,-10060000000.0,-7922000000.0,-2796000000.0,-1500000000.0,-3888000000.0
Issuance (buybacks) of shares,-10721000000.0,-11788000000.0,-15969000000.0,-14443000000.0,-7316000000.0
Dividend payments,,,,,
Financing Cash Flow,-33590000000.0,8408000000.0,-8393000000.0,-9080000000.0,-8394000000.0
Effect of forex changes on cash,50000000.0,19000000.0,-67000000.0,-73000000.0,-139000000.0
Net cash flow / Change in cash,4283000000.0,1153000000.0,915000000.0,-3074000000.0,4865000000.0
Free Cash Flow,32252000000.0,31378000000.0,24982000000.0,23136000000.0,26746000000.0
Net Cash/Marketcap,,,,,
