date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,923747000.0,779715000.0,479234000.0,423711000.0,364728000.0,325338000.0,327910000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,236402000.0,237397000.0,171098000.0,153820000.0,141232000.0,142635000.0,145184000.0
,SellingAndMarketingExpenses,4057000.0,5017000.0,2523000.0,2048000.0,1369000.0,2295000.0,3353000.0
,otherExpenses,0.0,0.0,6033000.0,6655000.0,-263000.0,-2297000.0,3006000.0
,operatingExpenses,0.0,700000000.0,393000000.0,314000000.0,325000000.0,314000000.0,291000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,92200000.0,208903000.0,124925000.0,70651000.0,55811000.0,45289000.0,32158000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,38023000.0,37214000.0,2755000.0,4652000.0,6532000.0,9830000.0,13244000.0
,EBITDA,0.0,0.0,0.0,0.0,104846000.0,69195000.0,84137000.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.287463534469522,0.212686498349409,0.256585648501113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,98314000.0,59365000.0,70893000.0
,operatingIncomeRatio,-0.192900220514925,0.336406251001969,0.441074715066126,0.431895796899302,0.269554297997412,0.182471767823003,0.216196517337074
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-178191000.0,262301000.0,211378000.0,182999000.0,98314000.0,59365000.0,70893000.0
,incomeBeforeTaxRatio,-0.192900220514925,0.336406251001969,0.441074715066126,0.431895796899302,0.269554297997412,0.182471767823003,0.216196517337074
,incomeTaxExpense,27336000.0,60343000.0,45117000.0,80646000.0,32540000.0,20109000.0,26060000.0
,netIncome,-205527000.0,201958000.0,166261000.0,102353000.0,65774000.0,39256000.0,44833000.0
,netIncomeRatio,-0.222492738812684,0.259015152972561,0.346930726951761,0.241563235318413,0.180337127941918,0.120662203615932,0.136723491201854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.59429589170489,1.56661076012853,1.99,1.26,0.797261,0.47583,0.499273
,EPSDiluted,-1.59429589170489,1.56535233615687,1.97,1.25,0.797261,0.47583,0.499273
,weightedAverageShsOut,128913962.0,128913962.0,83562109.0,81072945.0,82500000.0,82500000.0,82500000.0
,weightedAverageShsOutDil,128913962.0,129017599.0,84375289.0,81605015.0,82500000.0,82500000.0,82500000.0
