date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1000000.0,313000000.0,-207000000.0,149000000.0,-406000000.0,87000000.0,56743000.0,37000000.0,18000000.0
,depreciationAndAmortization,189000000.0,183000000.0,182000000.0,169000000.0,176000000.0,150000000.0,26955000.0,8700000.0,7000000.0
,deferredIncomeTax,5000000.0,6000000.0,6000000.0,-308000000.0,-8000000.0,31000000.0,-925000.0,100000.0,2400000.0
,stockBasedCompensation,14000000.0,13000000.0,12000000.0,24000000.0,13000000.0,5703000.0,4692000.0,1935000.0,101000.0
,changeInWorkingCapital,14000000.0,140000000.0,-3290000000.0,3114000000.0,-290000000.0,-32996000.0,523196000.0,2700000.0,-28000000.0
,accountsReceivables,104000000.0,-44000000.0,97000000.0,-1000000.0,-215000000.0,-2804000.0,-3939000.0,-16087000.0,-57745000.0
,inventory,82000000.0,-79000000.0,-11000000.0,21000000.0,-91000000.0,23362000.0,-10557000.0,-7777000.0,-7912000.0
,accountsPayables,-163000000.0,72000000.0,-123000000.0,-44000000.0,197000000.0,13157000.0,30838000.0,9691000.0,93193000.0
,otherWorkingCapital,194000000.0,180000000.0,40000000.0,3330000000.0,216000000.0,506000000.0,538996000.0,15800000.0,13100000.0
,otherNonCashItems,0.0,83000000.0,-62000000.0,461000000.0,809000000.0,52000000.0,11011000.0,2600000.0,500000.0
,netCashProvidedByOperatingActivites,502000000.0,435000000.0,-26000000.0,434000000.0,564000000.0,426000000.0,105975000.0,50700000.0,16500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,13000000.0,30000000.0,-103000000.0,-103000000.0,-439000000.0,-53734000.0,-176301000.0,-113590000.0,-41493000.0
,acquisitionsNet,-12000000.0,-5000000.0,-90000000.0,0.0,-171000000.0,-85000.0,-803000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-540000000.0,0.0,0.0,0.0,0.0,-844359000.0,-497426000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,174000000.0,-29000000.0,-2577000000.0,-2288659000.0,67151000.0,119948000.0,-149456000.0
,netCashUsedForInvestingActivites,-120000000.0,-164000000.0,2738000000.0,-170000000.0,-3014000000.0,-2456000000.0,-891771000.0,6400000.0,-190900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-590000000.0,-9000000.0,-3450000000.0,-5000000.0,-808000000.0,-242213000.0,-25881000.0,-137173000.0,-32523000.0
,commonStockIssued,0.0,0.0,0.0,33000000.0,71000000.0,899434000.0,0.0,0.0,206154000.0
,commonStockRepurchased,0.0,0.0,-843000000.0,333000000.0,132000000.0,899000000.0,0.0,0.0,206200000.0
,dividendsPaid,0.0,-353000000.0,-383000000.0,-431000000.0,-436000000.0,-324000000.0,-26841000.0,-19600000.0,-300000.0
,otherFinancingActivites,0.0,0.0,1306000000.0,-306000000.0,3428000000.0,2197081000.0,67151000.0,89683000.0,220248000.0
,netCashUsedProvidedByFinancingActivities,-306000000.0,-306000000.0,-2684000000.0,-339000000.0,2501000000.0,1893085000.0,844797000.0,-55640000.0,180973000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,76000000.0,-35000000.0,28000000.0,-75000000.0,51000000.0,-77000000.0,59001000.0,1400000.0,6500000.0
,cashAtEndOfPeriod,97000000.0,21000000.0,56000000.0,28000000.0,124000000.0,48426000.0,67201000.0,8200000.0,6700000.0
,cashAtBeginningOfPeriod,21000000.0,56000000.0,28000000.0,103000000.0,73000000.0,125426000.0,8200000.0,6800000.0,200000.0
,operatingCashFlow,502000000.0,435000000.0,-26000000.0,434000000.0,564000000.0,426000000.0,105975000.0,50700000.0,16500000.0
,capitalExpenditure,13000000.0,30000000.0,-103000000.0,-103000000.0,-439000000.0,-53734000.0,-176301000.0,-113590000.0,-41493000.0
,freeCashFlow,515000000.0,287000000.0,-185000000.0,292000000.0,395000000.0,187000000.0,-70326000.0,-65600000.0,-27500000.0
