Date,2018-12-31,2017-12-31,2016-12-31
Revenue,24403000.0,0.0,231709000.0
Revenue Growth,0.0,-1,
Cost of Revenue,381635000.0,0.0,159030000.0
Gross Profit,-357232000.0,0.0,72679000.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,11934000.0,0.0,36486000.0
Operating Expenses,11934000.0,0.0,111576000.0
Operating Income,-21465000.0,0.0,-38897000.0
Interest Expense,1300000.0,0.0,13350000.0
Earnings before Tax,-46960000.0,0.0,-52330000.0
Income Tax Expense,297000.0,0.0,-3184000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-47257000.0,0.0,-49146000.0
Preferred Dividends,1511000.0,0.0,0.0
Net Income Com,-47257000.0,0.0,-49146000.0
EPS,-1.95,0.0,-2.46
EPS Diluted,-1.95,0.0,-2.46
Weighted Average Shs Out,25002978.0,0.0,
Weighted Average Shs Out (Dil),25002978.0,0.0,19998163.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,-14.6388558784,0.0,0.3137
EBITDA Margin,0.410031553498,0.0,-0.028
EBIT Margin,-0.879604966602,0.0,-0.1682
Profit Margin,-1.93652419784,0.0,-0.212
Free Cash Flow margin,-1.06179568086,0.0,-0.0156
EBITDA,10006000.0,0.0,-6507000.0
EBIT,-21465000.0,0.0,-38980000.0
Consolidated Income,-47257000.0,0.0,-49146000.0
Earnings Before Tax Margin,-1.92435356309,0.0,-0.2258
Net Profit Margin,-1.93652419784,0.0,-0.2121
