Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,838000.0,652000.0,576000.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,2820000.0,4373000.0,-1903000.0
Capital Expenditure,-6137000.0,-1428000.0,-2167000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,1684000.0,-510000.0,-1305000.0
Investing Cash flow,-4453000.0,-1938000.0,-3472000.0
Issuance (repayment) of debt,-41136000.0,13302000.0,11820000.0
Issuance (buybacks) of shares,48000000.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,3804000.0,-3016000.0,6084000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,2171000.0,-581000.0,709000.0
Free Cash Flow,-3317000.0,2945000.0,-4070000.0
Net Cash/Marketcap,-0.0086,-0.0086,-0.1868
