date,,2020-03-28_FY,2019-03-30_FY,2018-03-31_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2003-01-04_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1998-01-03_FY,1997-01-04_FY,1995-12-30_FY,1994-12-31_FY
,revenue,10488556000.0,10266887000.0,3045446000.0,8394684000.0,12019003000.0,10996393000.0,12282000000.0,11420000000.0,10880000000.0,9459232000.0,7703000000.0,7220000000.0,7643000000.0,7219000000.0,6216000000.0,6428648000.0,6099000000.0,5207000000.0,5084000000.0,5519000000.0,5748000000.0,5552000000.0,5479000000.0,5222000000.0,5137000000.0,5062000000.0,4971700000.0
,costOfRevenue,4671120000.0,4641726000.0,1506335000.0,3844648000.0,6196335000.0,5599587000.0,6288000000.0,5931000000.0,5818000000.0,5128602000.0,4105000000.0,4025000000.0,4284000000.0,4080000000.0,3516000000.0,3785243000.0,3644000000.0,3262000000.0,3236000000.0,3799000000.0,3842000000.0,3657000000.0,3587000000.0,3441000000.0,3458000000.0,3578000000.0,3228800000.0
,grossProfit,5817436000.0,5625161000.0,1539111000.0,4550036000.0,5822668000.0,5396806000.0,5994000000.0,5488000000.0,5062000000.0,4330630000.0,3597000000.0,3195000000.0,3359000000.0,3139000000.0,2700000000.0,2643405000.0,2455000000.0,1945000000.0,1847000000.0,1720000000.0,1905000000.0,1894000000.0,1892000000.0,1782000000.0,1679000000.0,1485000000.0,1742900000.0
,grossProfitRatio,0.554646035164421,0.547893533843316,0.505381149427703,0.542013969793264,0.48445515821903,0.490779658384345,0.488031265266243,0.480560420315236,0.465257352941176,0.457820465762971,0.466960924315202,0.442520775623269,0.439487112390423,0.434824767973404,0.434362934362934,0.411191435586456,0.402525004099033,0.373535625120031,0.363296616837136,0.311650661351694,0.331419624217119,0.341138328530259,0.345318488775324,0.341248563768671,0.326844461748102,0.293362307388384,0.350564193334272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,4531008000.0,4359479000.0,1229046000.0,3631362000.0,4243798000.0,3747799000.0,4160000000.0,3841000000.0,3597000000.0,3085839000.0,2575000000.0,2336000000.0,2420000000.0,2174000000.0,1874000000.0,1888957000.0,1677000000.0,1332000000.0,1221000000.0,1324000000.0,1352000000.0,1230000000.0,1199000000.0,1176000000.0,1122000000.0,1131000000.0,1045600000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,5013743000.0,108068000.0,5233000.0,101975000.0,2001000.0,89414000.0,86725000.0,84773000.0,93605000.0,0.0,77738000.0,0.0,0.0,0.0,0.0,0.0,0.0,-32000000.0,-22000000.0,49000000.0,43000000.0,12000000.0,9000000.0,1000000.0,0.0,6000000.0,0.0
