date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,499629000.0,470298000.0,450389000.0,424499000.0,411955000.0,388471000.0,370855000.0,336926000.0,242278000.0,221431000.0,195103000.0,214098000.0,174555000.0,162215000.0,211329000.0,205567000.0,190170000.0,157396000.0,163720000.0,157638000.0,151675000.0,153500000.0,80000000.0,51800000.0,31300000.0,28300000.0,23100000.0,6900000.0
,costOfRevenue,196514000.0,180005000.0,170506000.0,157233000.0,146529000.0,140195000.0,134057000.0,125565000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,303115000.0,290293000.0,279883000.0,267266000.0,265426000.0,248276000.0,236798000.0,211361000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.606680156676254,0.617253315982632,0.621425034803248,0.629603367734671,0.644308237550218,0.639110770173321,0.63851909776058,0.62732172643251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,30704000.0,34826000.0,34511000.0,32992000.0,31309000.0,26925000.0,22808000.0,23729000.0,20908000.0,20991000.0,16894000.0,22493000.0,23514000.0,20619000.0,16867000.0,16090000.0,13691000.0,11122000.0,22228000.0,10110000.0,8739000.0,7300000.0,11100000.0,3800000.0,2200000.0,2100000.0,1900000.0,600000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986000.0,0.0,0.0,-4102000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
