date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,41404000000.0,41140000000.0,45743000000.0,45794000000.0,42679000000.0,43455000000.0,57161000000.0,61347000000.0,60991000000.0,58743000000.0,45707000000.0,41926000000.0,52574000000.0,37842000000.0,26274000000.0,24275000000.0,25168000000.0,22165000000.0,14074000000.0,11484000000.0,9667000000.0,7950000000.0
,costOfRevenue,38619000000.0,40598000000.0,43477000000.0,44030000000.0,40269000000.0,40762000000.0,54540000000.0,58587000000.0,58418000000.0,56015000000.0,43196000000.0,40722000000.0,48538000000.0,35327000000.0,24703000000.0,22704000000.0,23282000000.0,20860000000.0,12743000000.0,10507000000.0,8935000000.0,7332000000.0
,grossProfit,2785000000.0,542000000.0,2266000000.0,1764000000.0,2410000000.0,2693000000.0,2621000000.0,2760000000.0,2573000000.0,2728000000.0,2511000000.0,1204000000.0,4036000000.0,2515000000.0,1571000000.0,1571000000.0,1886000000.0,1305000000.0,1331000000.0,977000000.0,732000000.0,618000000.0
,grossProfitRatio,0.0672640324606318,0.0131745260087506,0.0495376341735347,0.0385203301742586,0.0564680522036599,0.0619721551029801,0.0458529416910131,0.0449899750599051,0.0421865521142464,0.0464395757792418,0.0549368805653401,0.0287172637504174,0.0767679841746871,0.066460546482744,0.0597929512065159,0.0647167868177137,0.0749364272091545,0.058876607263704,0.0945715503765809,0.0850748867990247,0.0757215268439019,0.0777358490566038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1358000000.0,1351000000.0,1423000000.0,1445000000.0,1286000000.0,1435000000.0,1691000000.0,1559000000.0,1563000000.0,1553000000.0,1558000000.0,1342000000.0,1613000000.0,1359000000.0,978000000.0,956000000.0,871000000.0,691000000.0,592000000.0,436000000.0,387000000.0,321000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,126000000.0,173000000.0,48000000.0,49000000.0,12000000.0,-18000000.0,17000000.0,44000000.0,-92000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1358000000.0,1351000000.0,1423000000.0,1445000000.0,1286000000.0,1435000000.0,1691000000.0,1559000000.0,1563000000.0,1553000000.0,1558000000.0,1342000000.0,1613000000.0,1359000000.0,978000000.0,956000000.0,982000000.0,582000000.0,592000000.0,422000000.0,687000000.0,321000000.0
,costAndExpenses,39977000000.0,41949000000.0,44900000000.0,45475000000.0,41555000000.0,42197000000.0,56231000000.0,60146000000.0,59981000000.0,57568000000.0,44754000000.0,42064000000.0,50151000000.0,36686000000.0,25681000000.0,23660000000.0,24264000000.0,21442000000.0,13335000000.0,10929000000.0,9622000000.0,7653000000.0
,interestExpense,265000000.0,339000000.0,339000000.0,263000000.0,234000000.0,258000000.0,347000000.0,363000000.0,294000000.0,302000000.0,298000000.0,283000000.0,361000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385000000.0,324000000.0,278000000.0,212000000.0,184000000.0,171000000.0,167000000.0,149000000.0,0.0
,EBITDA,1963000000.0,-57000000.0,1544000000.0,1015000000.0,1734000000.0,1828000000.0,1641000000.0,1889000000.0,1541000000.0,1803000000.0,1465000000.0,427000000.0,3076000000.0,1541000000.0,917000000.0,893000000.0,1116000000.0,907000000.0,910000000.0,722000000.0,194000000.0,288000000.0
,EBITDARatio,0.0474108781760216,-0.00138551288283909,0.0337537983953829,0.022164475695506,0.0406288807141686,0.0420665055804856,0.0287083850877346,0.0307920517710728,0.0252660228558312,0.0306930187426587,0.032051983284836,0.0101846109812527,0.05850800776049,0.0407219491570213,0.0349014234604552,0.0367868177136972,0.0443420216147489,0.040920369952628,0.0646582350433423,0.0628700801114594,0.0200682735078101,0.0362264150943396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1427000000.0,-809000000.0,843000000.0,319000000.0,1124000000.0,1258000000.0,930000000.0,1201000000.0,1010000000.0,1175000000.0,953000000.0,-138000000.0,2423000000.0,1156000000.0,593000000.0,615000000.0,904000000.0,723000000.0,739000000.0,555000000.0,45000000.0,297000000.0
,operatingIncomeRatio,0.0344652690561298,-0.0196645600388916,0.0184290492534377,0.00696597807573044,0.0263361372103376,0.0289494879760672,0.016269834327601,0.0195771594372993,0.0165598203013559,0.0200023832626866,0.0208501980003063,-0.00329151361923389,0.046087419637083,0.0305480682839173,0.0225698409073609,0.0253347064881565,0.0359186268277177,0.0326189939093165,0.0525081710956373,0.0483281086729363,0.00465501189614151,0.0373584905660377
,totalOtherIncomeExpensesNet,229000000.0,-88000000.0,-79000000.0,136000000.0,55000000.0,8000000.0,64000000.0,100000000.0,-397000000.0,-35000000.0,2326000000.0,444000000.0,-739000000.0,265000000.0,113000000.0,31000000.0,0.0,222000000.0,-173000000.0,-166000000.0,-274000000.0,9000000.0
,incomeBeforeTax,1413000000.0,-1205000000.0,456000000.0,230000000.0,996000000.0,1051000000.0,734000000.0,1014000000.0,372000000.0,940000000.0,3050000000.0,145000000.0,1537000000.0,778000000.0,522000000.0,519000000.0,904000000.0,619000000.0,382000000.0,264000000.0,71000000.0,-21000000.0
,incomeBeforeTaxRatio,0.0341271374746401,-0.0292902284880895,0.00996873838620117,0.00502249202952352,0.0233370041472387,0.0241859394776205,0.0128409230069453,0.0165289256198347,0.00609926054663803,0.0160019066101493,0.0667293849957337,0.00345847445499213,0.0292349830714802,0.0205591670630516,0.0198675496688742,0.0213800205973223,0.0359186268277177,0.0279269117978795,0.0271422481170954,0.0229885057471264,0.00734457432502328,-0.00264150943396226
,incomeTaxExpense,248000000.0,86000000.0,179000000.0,56000000.0,220000000.0,296000000.0,249000000.0,904000000.0,-6000000.0,44000000.0,689000000.0,-110000000.0,245000000.0,310000000.0,-36000000.0,-82000000.0,289000000.0,201000000.0,104000000.0,68000000.0,12000000.0,-27000000.0
