date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY,1988-09-30_FY,1987-09-30_FY,1986-09-30_FY,1985-09-30_FY
,revenue,8856300000.0,8918900000.0,8930200000.0,8187600000.0,9524400000.0,9894900000.0,10439000000.0,10180400000.0,9611700000.0,10082000000.0,9026000000.0,8256200000.0,10414500000.0,10037800000.0,8850400000.0,8143500000.0,7411400000.0,6297300000.0,5401200000.0,5717200000.0,5467100000.0,5020100000.0,4919000000.0,4637800000.0,4008000000.0,3865000000.0,3485300000.0,3327700000.0,3217300000.0,2931100000.0,2894700000.0,2641800000.0,2431900000.0,2132200000.0,1982100000.0,1829600000.0
,costOfRevenue,5858100000.0,5975500000.0,6189500000.0,5753400000.0,6402700000.0,6944100000.0,7634600000.0,7472100000.0,7051900000.0,7315300000.0,6503000000.0,6042100000.0,7693100000.0,7361600000.0,6558300000.0,6011300000.0,5463600000.0,4613100000.0,3827700000.0,4102700000.0,3825600000.0,3501400000.0,2856500000.0,2771600000.0,2408000000.0,2317000000.0,2111500000.0,1684200000.0,1596500000.0,1435900000.0,1471900000.0,1319700000.0,1193900000.0,1032500000.0,917300000.0,865300000.0
,grossProfit,2998200000.0,2943400000.0,2740700000.0,2434200000.0,3121700000.0,2950800000.0,2804400000.0,2708300000.0,2559800000.0,2766700000.0,2523000000.0,2214100000.0,2721400000.0,2676200000.0,2292100000.0,2132200000.0,1947800000.0,1684200000.0,1573500000.0,1614500000.0,1641500000.0,1518700000.0,2062500000.0,1866200000.0,1600000000.0,1548000000.0,1373800000.0,1643500000.0,1620800000.0,1495200000.0,1422800000.0,1322100000.0,1238000000.0,1099700000.0,1064800000.0,964300000.0
,grossProfitRatio,0.338538667389316,0.330018275796343,0.30690242099841,0.297303239044409,0.327758178992902,0.298214231573841,0.26864642207108,0.266030804290598,0.26632125430465,0.274419757984527,0.279525814314203,0.268174220585742,0.261308752220462,0.266612205861842,0.25898264485221,0.261828452139743,0.262811344685215,0.267447953884998,0.291324150188847,0.282393479325544,0.300250589892265,0.302523854106492,0.41929253913397,0.402389063780241,0.399201596806387,0.400517464424321,0.394169798869538,0.493884665083992,0.50377645852112,0.510115656238272,0.491518982968874,0.500454235748353,0.509066984662198,0.515758371634931,0.537208011704758,0.52705509400962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,83900000.0,72900000.0,64500000.0,57800000.0,132000000.0,138800000.0,141400000.0,133700000.0,126400000.0,118800000.0,114700000.0,116300000.0,130700000.0,140200000.0,151400000.0,132700000.0,126700000.0,121100000.0,120600000.0,122500000.0,124400000.0,123100000.0,112000000.0,113700000.0,114000000.0,103000000.0,97400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,775900000.0,750000000.0,760800000.0,726100000.0,855700000.0,962900000.0,1064800000.0,1088800000.0,946800000.0,1014400000.0,968400000.0,1274500000.0,1090400000.0,1180600000.0,1080700000.0,1028200000.0,969400000.0,832600000.0,715100000.0,752100000.0,714700000.0,690600000.0,1120300000.0,1051300000.0,920000000.0,869000000.0,788800000.0,956300000.0,808900000.0,766600000.0,730500000.0,681400000.0,617200000.0,546700000.0,579600000.0,524100000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,30700000.0,66700000.0,5100000.0,29000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
