date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-17786610.0,47724912.0,-27497801.0,29585614.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-369828.0,291295.0,672067.0,8148.0
,accountsReceivables,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0
,otherNonCashItems,55327215.0,-32060318.0,62627794.0,-4499715.0
,netCashProvidedByOperatingActivites,37170777.0,15955889.0,35802060.0,25094047.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-39219733.0,0.0,-15812763.0,812763.0
,commonStockIssued,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0
,dividendsPaid,-16402438.0,-17170770.0,-19581497.0,-26406810.0
,otherFinancingActivites,18500000.0,783731.0,0.0,500000.0
,netCashUsedProvidedByFinancingActivities,-37122171.0,-16387039.0,-35394260.0,-25094047.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,48606.0,-431150.0,407800.0,-25094047.0
,cashAtEndOfPeriod,98847.0,50241.0,481391.0,0.0
,cashAtBeginningOfPeriod,50241.0,481391.0,73591.0,0.0
,operatingCashFlow,37170777.0,15955889.0,35802060.0,25094047.0
,capitalExpenditure,0.0,0.0,0.0,0.0
,freeCashFlow,37170777.0,15955889.0,35802060.0,25094047.0
