date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-08-31_FY,2014-06-30_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY
,revenue,27632080.0,7320357.0,3660000.0,3222000.0,2562445.0,261782.0,1000.0,58929.0,1750.0,1750.0,0.0,0.0,1750.0,0.0,0.0
,costOfRevenue,7553031.0,2202041.0,2050544.0,1417355.0,957076.0,88109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,20079049.0,5118316.0,1609456.0,1804645.0,1605369.0,173673.0,0.0,58929.0,0.0,1750.0,0.0,0.0,1750.0,0.0,0.0
,grossProfitRatio,0.726657168045258,0.699189397456982,0.439742076502732,0.56010086902545,0.626498910220512,0.663426056795349,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1721419.0,589072.0,167595.0,1347817.0,6319763.0,3423353.0,0.0,4059206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,34802432.0,19239626.0,17732000.0,17608000.0,8825296.0,4382640.0,53599.0,2346557.0,47984.0,58106.0,129369.0,54161.0,54862.0,54984.0,46890.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-2606487.0,-535500.0,6277873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,41014317.0,21964953.0,19453300.0,20664588.0,15809766.0,7805993.0,58489.0,6405763.0,54164.0,58106.0,133619.0,56741.0,57572.0,54984.0,46890.0
,costAndExpenses,48567348.0,24166994.0,21503844.0,22081943.0,16766842.0,7894102.0,58489.0,6405763.0,54164.0,58106.0,133619.0,56741.0,57572.0,54984.0,46890.0
