date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-130092000.0,-137165000.0,-95514000.0,-70138000.0,-71579000.0,-17531829.0,-12702251.592465,-8464450.221188
,depreciationAndAmortization,7594000.0,8010000.0,7810000.0,5423000.0,3286000.0,595079.0,250366.181831,45605.874037
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,10414000.0,11053000.0,16202000.0,10804000.0,8821000.0,0.0,349150.117519,170261.929737
,changeInWorkingCapital,56045000.0,4717000.0,-45343000.0,7208000.0,12496000.0,-13735788.530184,49780290.901659,904516.501725
,accountsReceivables,1747000.0,-1436000.0,-5162000.0,-7346000.0,-6533000.0,-2554.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,47973000.0,-1450000.0,742000.0,2115000.0,2221000.0,0.0,0.0,0.0
,otherNonCashItems,-55000.0,11931000.0,28659000.0,3192000.0,7629000.0,3428725.0,1703.171305,0.0
,netCashProvidedByOperatingActivites,-53591000.0,-112507000.0,-104388000.0,-54315000.0,-48168000.0,-26584428.0,37231324.726641,-7765160.152628
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2341000.0,-1592000.0,-3910000.0,-24643000.0,-11506000.0,-4901482.867611,-1449398.780529,-159620.559128
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-381040000.0,-27284000.0,-150787000.0,-153334000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,105022000.0,125303000.0,138038000.0,29090000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-565000.0,-1482000.0,-798000.0,22806000.0,29261000.0,-55378736.653405,0.0,0.0
,netCashUsedForInvestingActivites,-278924000.0,94945000.0,-17457000.0,-126081000.0,17755000.0,-60280219.521016,-1449398.780529,-159620.559128
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,75000.0,201000.0,258000.0,0.0,34000.0,0.0,0.0,0.0
,commonStockIssued,334388000.0,0.0,99653000.0,103167000.0,0.0,0.0,16936335.45662,3707757.559174
,commonStockRepurchased,0.0,366000.0,102690000.0,103568000.0,17000.0,223107178.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,5588000.0,-201000.0,-99911000.0,-103167000.0,-34000.0,51629035.105216,0.0,0.0
,netCashUsedProvidedByFinancingActivities,340051000.0,366000.0,102690000.0,103568000.0,17000.0,274736213.105216,16936335.45662,3707757.559174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-960000.0,-372000.0,3335000.0,2328000.0,-5579000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6576000.0,-17568000.0,-15820000.0,-74500000.0,-35975000.0,147570522.0,52718261.402731,-4215502.956781
,cashAtEndOfPeriod,61484000.0,50811000.0,68223000.0,84279000.0,158288000.0,199070522.0,51273972.136117,-1289126.039434
,cashAtBeginningOfPeriod,54908000.0,68379000.0,84043000.0,158779000.0,194263000.0,51500000.0,-1444289.266614,2926376.917347
,operatingCashFlow,-53591000.0,-112507000.0,-104388000.0,-54315000.0,-48168000.0,-26584428.0,37231324.726641,-7765160.152628
,capitalExpenditure,-2906000.0,-1592000.0,-3910000.0,-24643000.0,-11506000.0,-4148948.0,-1449398.780529,-159620.559128
,freeCashFlow,-56497000.0,-115581000.0,-109096000.0,-79327000.0,-60953000.0,-30733376.0,35781925.946112,-7924780.711756
