date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,70665000.0,113988000.0,141741000.0,132558000.0,105838000.0,81891000.0,33217000.0,32933000.0,17136000.0,-26265000.0,-51991000.0,-122177000.0,34357000.0,36532000.0,35091000.0,22234000.0,17346000.0,37792000.0,52356000.0,-4386000.0,-5198000.0
,depreciationAndAmortization,94187000.0,58520000.0,41237000.0,32279000.0,29620000.0,20953000.0,15993000.0,13545000.0,14151000.0,16416000.0,15084000.0,13812000.0,14439000.0,11674000.0,10325000.0,6179000.0,5837000.0,4819000.0,3839000.0,7713000.0,3303000.0
,deferredIncomeTax,-21628000.0,913000.0,-667000.0,5607000.0,-9424000.0,12677000.0,11779000.0,3031000.0,6951000.0,-1795000.0,-10711000.0,-51721000.0,-3370000.0,1140000.0,18077000.0,19017000.0,4086000.0,6040000.0,7295000.0,-8649000.0,-9727000.0
,stockBasedCompensation,20465000.0,16241000.0,10815000.0,10237000.0,11399000.0,10284000.0,7157000.0,6125000.0,6224000.0,7132000.0,8284000.0,8709000.0,9322000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,67127000.0,7498000.0,-33985000.0,33043000.0,51227000.0,20236000.0,14568000.0,-4412000.0,21798000.0,11053000.0,-12970000.0,-14217000.0,-25840000.0,-493000.0,14803000.0,22831000.0,272000.0,-60323000.0,20827000.0,72329000.0,-16983000.0
,accountsReceivables,-8609000.0,5707000.0,-10584000.0,-10637000.0,-57158000.0,-98018000.0,-52130000.0,-8448000.0,1388000.0,-29016000.0,-15302000.0,88730000.0,10406000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,27966000.0,182394000.0,174896000.0,208881000.0,175838000.0,124611000.0,104375000.0,89807000.0,94219000.0,72421000.0,61368000.0,74338000.0,88555000.0,114395000.0,114888000.0,100085000.0,77254000.0,76982000.0,137305000.0,116478000.0,44149000.0
,otherNonCashItems,15262000.0,9761000.0,-6667000.0,2415000.0,2392000.0,1604000.0,1392000.0,1336000.0,2921000.0,47667000.0,7151000.0,8917000.0,1614000.0,10416000.0,3896000.0,0.0,0.0,0.0,370000.0,0.0,0.0
,netCashProvidedByOperatingActivites,256826000.0,224862000.0,226993000.0,115262000.0,131851000.0,56313000.0,27678000.0,58637000.0,60512000.0,19312000.0,8089000.0,98732000.0,63694000.0,79636000.0,54538000.0,44090000.0,39038000.0,65145000.0,56853000.0,1679000.0,-1586000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-37702000.0,-35218000.0,-35206000.0,-26529000.0,-21956000.0,-27010000.0,-19134000.0,-9047000.0,-5472000.0,-4648000.0,-4168000.0,-3789000.0,-8755000.0,-9151000.0,-9714000.0,-3818000.0,-5061000.0,-13013000.0,-4328000.0,-4497000.0,-2358000.0
,acquisitionsNet,0.0,-248000000.0,-217000000.0,0.0,-216000000.0,-84000000.0,-14000000.0,-40000000.0,0.0,0.0,-4000000.0,-3000000.0,-39000000.0,-5000000.0,-36000000.0,-112000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-48311000.0,-26309000.0,-33824000.0,-15096000.0,-13152000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16314000.0,0.0
,salesMaturitiesOfInvestments,32800000.0,32135000.0,25000000.0,20301000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16314000.0,0.0,0.0
,otherInvestingActivites,-7661000.0,-13286000.0,-10667000.0,-8622000.0,-5912000.0,-3004000.0,10376000.0,647000.0,8433000.0,2667000.0,553000.0,-25456000.0,-8500000.0,0.0,0.0,0.0,0.0,-1000000.0,-1000000.0,0.0,0.0
,netCashUsedForInvestingActivites,-538172000.0,-291824000.0,-279337000.0,-33446000.0,-257362000.0,-116085000.0,-28228000.0,-47900000.0,2961000.0,-1981000.0,-6846000.0,-29245000.0,-48247000.0,-14629000.0,-45677000.0,-115326000.0,-5061000.0,-14013000.0,1452000.0,-33782000.0,-94143000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-806455000.0,-371000000.0,-75000000.0,-44063000.0,-374320000.0,-32504000.0,-195274000.0,-26681000.0,-255245000.0,-32396000.0,-147398000.0,-163654000.0,-68437000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2224000.0,26950000.0,2316000.0,2043000.0,52000.0,2103000.0,177340000.0,52000000.0
,commonStockRepurchased,0.0,-18705000.0,-67013000.0,-20164000.0,-13261000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28446000.0,-18510000.0,-37534000.0,0.0,-110000.0,-219264000.0,-35164000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
