date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-27_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,revenue,1904000000.0,1870000000.0,1868000000.0,1752000000.0,1699000000.0,1645000000.0,1682000000.0,1630000000.0,1644000000.0,1650000000.0,1582301000.0,1550467000.0,1664253000.0,1433087000.0,1268536000.0,978763000.0,580413000.0,42557000.0,531500000.0,94102000.0,86237000.0,71158000.0,64700000.0,65700000.0,48700000.0,80100000.0,110300000.0,102400000.0,88400000.0,73800000.0,100000.0
,costOfRevenue,1420000000.0,1371000000.0,1321000000.0,1271000000.0,1177000000.0,1129000000.0,1055000000.0,993000000.0,963000000.0,1105000000.0,1063443000.0,946166000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,484000000.0,499000000.0,547000000.0,481000000.0,522000000.0,516000000.0,627000000.0,637000000.0,681000000.0,545000000.0,518858000.0,604301000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.254201680672269,0.266844919786096,0.292826552462527,0.274543378995434,0.307239552678046,0.313677811550152,0.372770511296076,0.39079754601227,0.414233576642336,0.33030303030303,0.327913589133799,0.38975418373948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,120000000.0,122000000.0,115000000.0,112000000.0,100000000.0,93000000.0,97000000.0,84000000.0,97000000.0,103000000.0,102582000.0,109235000.0,97016000.0,82729000.0,73599000.0,69629000.0,0.0,0.0,487500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,1000000.0,-3000000.0,1000000.0,-1000000.0,-1000000.0,-1000000.0,4000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,396000000.0,407000000.0,398000000.0,378000000.0,393000000.0,364000000.0,412000000.0,398000000.0,445000000.0,296000000.0,292340000.0,360075000.0,1362879000.0,1173969000.0,983908000.0,780116000.0,0.0,0.0,529200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
