date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,6891921000.0,8808815000.0,17519598000.0,3507795000.0,1768843000.0,1330734000.0,317731000.0,90285000.0,-30045000.0,231848682.0,248433686.0,131651768.0,9666015.0,206799398.0,179989157.0,-86085121.0
,depreciationAndAmortization,5954973000.0,3390893000.0,1492229000.0,327376000.0,242026000.0,194199000.0,105477000.0,100493000.0,104657000.0,51086431.0,32468967.0,23048606.0,57868448.0,48878227.0,50170105.0,78991694.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,-77833000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1673000.0,48557000.0,13369000.0,2942000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,6675026000.0,13293289000.0,6964618000.0,-956485000.0,211210000.0,-357019000.0,-165556000.0,-35797000.0,153759000.0,-123191330.0,-351827912.0,-81135382.0,29524238.0,-56026023.0,-37156312.0,64100562.0
,accountsReceivables,0.0,0.0,0.0,-1057029000.0,-967354000.0,-650183000.0,-194364000.0,-73456000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,-26184000.0,-1618000.0,-934000.0,-3968000.0,-23638134.0,-2219657.0,-5680772.0,1344991.0,2307063.0,15665758.0,-11364349.0
,accountsPayables,0.0,0.0,0.0,477218000.0,615773000.0,319348000.0,30426000.0,38593000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,-376674000.0,562791000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74289651.0,-29242734.0,11688398.0,66497865.0
,otherNonCashItems,14059975000.0,6113037000.0,-8619635000.0,-556803000.0,-333640000.0,99107000.0,59221000.0,-12717000.0,0.0,0.0,0.0,0.0,119566038.0,0.0,-200943933.0,116313721.0
,netCashProvidedByOperatingActivites,19293617000.0,11973825000.0,3706026000.0,2388983000.0,2088607000.0,1155248000.0,219517000.0,-44569000.0,137828000.0,286852522.0,-62529793.0,137305477.0,216624739.0,0.0,-3269295.0,178136033.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11970431000.0,-17504542000.0,-6958953000.0,-3483521000.0,-2188359000.0,-1143843000.0,-45367000.0,-49282000.0,-192316000.0,-114372228.0,-4220782.0,-33628363.0,-26217913.0,-2276681.0,-3280291.0,-4722306.0
,acquisitionsNet,0.0,-175000000.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-5458711000.0,-2670381000.0,0.0,0.0,0.0,-183230000.0,-58023000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61786.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,29886000.0,118962000.0,-162675000.0,10110000.0,6824000.0,-46850.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-17288158000.0,-27904309000.0,-5070325000.0,-2317295000.0,-1925750000.0,-1208111000.0,-271659000.0,20484000.0,-190806000.0,-109058235.0,-4220782.0,-33628363.0,-26065146.0,183913146.0,-3342077.0,-4722306.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3229307000.0,-1157931000.0,-2095109000.0,-1307176000.0,-743087000.0,-67214000.0,0.0,0.0,0.0,0.0,0.0,-21338028.0,-300926812.0,-120326299.0,-368048315.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-63958000.0,-1132143000.0,-1417639000.0,-1279393000.0,-1392282000.0,-365000000.0,0.0,0.0,0.0,-51333470.0,-7257463.0,-123907908.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-323478000.0,193913000.0,309764000.0,295412000.0,6724000.0,-88722000.0,-29569000.0,-16348000.0,-13970000.0,0.0,0.0,0.0,0.0,-1809212.0,1412530.0,-39356.0
,netCashUsedProvidedByFinancingActivities,-3683362000.0,17132293000.0,687412000.0,-58594000.0,-433009000.0,150291000.0,128888000.0,27050000.0,-13717000.0,-90705150.0,90658053.0,-228812643.0,-300926812.0,-122135511.0,-366635785.0,-39356.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,276696000.0,634961000.0,1331368000.0,45531000.0,7671000.0,5697000.0,5499000.0,698000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
