date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-62134000.0,-13081000.0,-15090000.0,-52549000.0,41805000.0,74853000.0,59006000.0,95898000.0,65335000.0,60511000.0,34322000.0,28758000.0,19508000.0
,depreciationAndAmortization,53633000.0,58334000.0,72760000.0,92370000.0,75933000.0,95822000.0,77505000.0,71622000.0,63971000.0,41174000.0,16975000.0,11865000.0,9375000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2018000.0,2450000.0,1904000.0,93000.0,0.0,0.0,0.0,0.0,0.0,0.0,6082000.0,0.0,0.0
,changeInWorkingCapital,18140000.0,-16141000.0,-36840000.0,-27116000.0,15407000.0,6563000.0,-35704000.0,10749000.0,-6412000.0,-6174000.0,23137000.0,322000.0,-19305000.0
,accountsReceivables,4649000.0,-315000.0,-6071000.0,-6023000.0,9279000.0,3020000.0,-8520000.0,-2943000.0,-3899000.0,-334000.0,-338000.0,68000.0,-249000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2505000.0,1121000.0,1630000.0,570000.0,-1118000.0,653000.0,1081000.0,68000.0,946000.0,558000.0,-76000.0,24000.0,-155000.0
,otherWorkingCapital,213000.0,113000.0,-1765000.0,-6225000.0,1380000.0,1527000.0,-5929000.0,-6243000.0,-6344000.0,-5365000.0,24172000.0,0.0,-20830000.0
,otherNonCashItems,-18013000.0,-3683000.0,-3605000.0,-826000.0,-9775000.0,-5577000.0,4035000.0,812000.0,3979000.0,507000.0,49000.0,355000.0,938000.0
,netCashProvidedByOperatingActivites,70395000.0,68319000.0,53934000.0,56527000.0,123370000.0,171661000.0,104842000.0,179081000.0,127464000.0,96018000.0,80565000.0,41744000.0,10516000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-23699000.0,-118755000.0,-161020000.0,-15341000.0,-147830000.0,-156231000.0,-348464000.0,-88505000.0,-76220000.0,-291591000.0,-26183000.0,-69505000.0,0.0
,acquisitionsNet,0.0,0.0,-116000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-10000000.0,0.0,-794000.0,0.0,-500000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,20842000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,687000.0,-10937000.0,5632000.0,-450000.0,-771000.0,32959000.0,-33709000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-17034000.0,-67888000.0,-187211000.0,5051000.0,-149395000.0,-123272000.0,-382673000.0,-109698000.0,-120000000.0,-447757000.0,-69100000.0,-69505000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-448215000.0,-74881000.0,-546465000.0,-104624000.0,-60696000.0,-7060000.0,-201412000.0,-70340000.0,-30450000.0,-14066000.0,-40200000.0,-326000.0,-4805000.0
,commonStockIssued,0.0,33373000.0,98774000.0,440000.0,72090000.0,104499000.0,148022000.0,68563000.0,88340000.0,260021000.0,129755000.0,918000.0,192684000.0
,commonStockRepurchased,-4499000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-13550000.0,-10261000.0,0.0,0.0,-132306000.0,-138994000.0,-122382000.0,-106878000.0,-95499000.0,-72316000.0,-39016000.0,-24552000.0,0.0
,otherFinancingActivites,-4688000.0,-1245000.0,10203000.0,4206000.0,-7155000.0,-918000.0,19150000.0,-22146000.0,-10107000.0,12500000.0,-12500000.0,46040000.0,-353300000.0
,netCashUsedProvidedByFinancingActivities,-84414000.0,31091000.0,139964000.0,-70968000.0,-46720000.0,15760000.0,281045000.0,-85329000.0,-10664000.0,325139000.0,38039000.0,46040000.0,-421000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-31053000.0,31522000.0,6687000.0,-9390000.0,-72745000.0,64149000.0,3214000.0,-15946000.0,-3200000.0,-26600000.0,49504000.0,18279000.0,0.0
,cashAtEndOfPeriod,30402000.0,61455000.0,24047000.0,17360000.0,26750000.0,99495000.0,35346000.0,32132000.0,48078000.0,51278000.0,77878000.0,28374000.0,10095000.0
,cashAtBeginningOfPeriod,61455000.0,29933000.0,17360000.0,26750000.0,99495000.0,35346000.0,32132000.0,48078000.0,51278000.0,77878000.0,28374000.0,10095000.0,0.0
,operatingCashFlow,70395000.0,68319000.0,53934000.0,56527000.0,123370000.0,171661000.0,104842000.0,179081000.0,127464000.0,96018000.0,80565000.0,41744000.0,10516000.0
