date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,488243000.0,473869000.0,436816000.0,440603000.0,436087000.0,458641000.0,465791000.0,472077000.0,466908000.0,419274000.0,398942000.0,360973000.0,318718000.0,301370000.0,268629000.0,236197000.0,228005000.0,212669000.0,209205000.0,197514000.0,183960000.0,173400000.0,148100000.0,153800000.0,151500000.0,129800000.0,122700000.0,108500000.0,100700000.0,90700000.0,90400000.0,85600000.0,80200000.0,77700000.0,73700000.0,71000000.0
,costOfRevenue,119402000.0,120147000.0,108938000.0,103415000.0,102749000.0,120427000.0,117027000.0,115367000.0,116813000.0,150397000.0,101151000.0,93242000.0,57045000.0,56030000.0,69031000.0,68052000.0,69644000.0,63999000.0,71783000.0,66863000.0,59765000.0,50700000.0,42900000.0,51100000.0,51900000.0,45800000.0,43100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,368841000.0,353722000.0,327878000.0,337188000.0,333338000.0,338214000.0,348764000.0,356710000.0,350095000.0,268877000.0,297791000.0,267731000.0,261673000.0,245340000.0,199598000.0,168145000.0,158361000.0,148670000.0,137422000.0,130651000.0,124195000.0,122700000.0,105200000.0,102700000.0,99600000.0,84000000.0,79600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.755445546582337,0.746455243959829,0.750608952053038,0.765287571805004,0.764384171048438,0.73742644028772,0.748756416504398,0.755618257191094,0.749815809538496,0.64129185210626,0.74645186518341,0.741692591966712,0.821017325660929,0.814082357235292,0.743024766499522,0.711884570930198,0.694550558101796,0.699067565089411,0.656877225687723,0.66147716111263,0.675119591215482,0.707612456747405,0.710330857528697,0.667750325097529,0.657425742574257,0.647149460708783,0.648736756316218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,83615000.0,83034000.0,82595000.0,81662000.0,80994000.0,79817000.0,78323000.0,77291000.0,70556000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35108000.0,26135000.0,28600000.0,22000000.0,22100000.0,20500000.0,16400000.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,4853000.0,3276000.0,760000.0,2057000.0,997000.0,356000.0,751000.0,1105000.0,431000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
