date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-03-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,69829000.0,69118000.0,68432000.0,45925000.0,46481000.0,43465000.0,40824000.0,36153000.0,0.0,35074000.0,29724000.0,24051000.0,16096000.0,22172000.0,23800000.0,25031000.0,23024000.0,20829000.0,18923000.0,16757000.0,13108000.0,13209000.0,10600000.0,10000000.0,9100000.0,8400000.0,7700000.0,6300000.0,4800000.0,3200000.0,2500000.0,500000.0,5900000.0
,depreciationAndAmortization,4090000.0,4234000.0,4261000.0,4489000.0,4935000.0,4285000.0,3777000.0,3963000.0,0.0,3941000.0,4125000.0,4174000.0,4322000.0,4324000.0,4965000.0,5840000.0,6539000.0,6661000.0,8291000.0,5865000.0,3525000.0,3159000.0,3400000.0,3500000.0,2900000.0,1300000.0,800000.0,500000.0,800000.0,1000000.0,1500000.0,1500000.0,1300000.0
,deferredIncomeTax,-3130000.0,-1243000.0,433000.0,6195000.0,868000.0,1820000.0,1847000.0,2267000.0,-0.0,1328000.0,-863000.0,-688000.0,-1500000.0,-5308000.0,-2311000.0,-1969000.0,1296000.0,-296000.0,-701000.0,-1262000.0,-644000.0,-681000.0,-800000.0,-300000.0,0.0,200000.0,800000.0,-400000.0,-900000.0,-800000.0,-300000.0,-1800000.0,-300000.0
,stockBasedCompensation,3766000.0,3124000.0,2602000.0,2577000.0,2190000.0,2074000.0,1880000.0,1876000.0,0.0,1962000.0,1394000.0,909000.0,708000.0,630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-8280000.0,3730000.0,1801000.0,-3476000.0,-6533000.0,-6134000.0,-4095000.0,-1140000.0,2713018000.0,-8318000.0,210000.0,1338000.0,-14863000.0,-31000.0,4077000.0,1317000.0,-766000.0,-1252000.0,4345000.0,-2889000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-3179125000.0,-2949182000.0,-1419337000.0,-1358143000.0,-1266730000.0,-3217899000.0,-1027286000.0,1658780000.0,-1054238000.0,-2069288000.0,-2514964000.0,-2539240000.0,-2639210000.0,-2289588000.0,-2131491000.0,-2154737000.0,-2103919000.0,61110000.0,1695986000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,249000.0,2684000.0,10681000.0,8490000.0,15281000.0,12971000.0,-30540000.0,44291000.0,0.0,-17794000.0,990000.0,-201714000.0,-253442000.0,-56171000.0,1359000.0,112000.0,1037000.0,2962000.0,6250000.0,2641000.0,-5164000.0,1510000.0,12200000.0,400000.0,-200000.0,1400000.0,1000000.0,5100000.0,9000000.0,4400000.0,5600000.0,5700000.0,200000.0
,netCashProvidedByOperatingActivites,36478000.0,73435000.0,82876000.0,59385000.0,58733000.0,51566000.0,2693000.0,80850000.0,0.0,5467000.0,37199000.0,30439000.0,6603000.0,29071000.0,29942000.0,28465000.0,29094000.0,26755000.0,31788000.0,20434000.0,9473000.0,17512000.0,23600000.0,11900000.0,11000000.0,10600000.0,8800000.0,9800000.0,12800000.0,9200000.0,7800000.0,3900000.0,5600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3406000.0,-3132000.0,-3974000.0,-2779000.0,-3112000.0,-5479000.0,-5226000.0,-1491000.0,0.0,-5110000.0,-3644000.0,-1683000.0,-5535000.0,-4183000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-2000000.0,7000000.0,0.0,-0.0,0.0,0.0,0.0,-3000000.0,-15000000.0,-7000000.0,0.0,-20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-519065000.0,-16899000.0,-76264000.0,-59940000.0,-121679000.0,-88784000.0,-31208000.0,-25094000.0,-0.0,0.0,-120208000.0,-163126000.0,0.0,-310493000.0,-313907000.0,-154748000.0,-188535000.0,-344733000.0,-525825000.0,-459240000.0,-296277000.0,-152903000.0,-224600000.0,-282200000.0,-173100000.0,-172700000.0,-60700000.0,-14100000.0,-33700000.0,-59600000.0,-26900000.0,-17600000.0,-15800000.0
,salesMaturitiesOfInvestments,177400000.0,108306000.0,7301000.0,22071000.0,108256000.0,60085000.0,43559000.0,10720000.0,0.0,7749000.0,120585000.0,261159000.0,190105000.0,186501000.0,263243000.0,242261000.0,279565000.0,290190000.0,470175000.0,301960000.0,178224000.0,93030000.0,181000000.0,161100000.0,114100000.0,61300000.0,35500000.0,19000000.0,23700000.0,40200000.0,25100000.0,15500000.0,16100000.0
