date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,509711000000.0,376844000000.0,250266000000.0,158273000000.0,101143000000.0,76204000000.0,52504000000.0,34517000000.0,20025000000.0,6416894000.0,5557586000.0,3874728000.0,3001194000.0,2162757000.0,1363862000.0
,costOfRevenue,282367000000.0,206929000000.0,107044000000.0,59483000000.0,34355000000.0,23834000000.0,13369000000.0,9719000000.0,6554000000.0,1259979000.0,931016000.0,534438000.0,387368000.0,280113000.0,237625000.0
,grossProfit,227344000000.0,169915000000.0,143222000000.0,98790000000.0,66788000000.0,52370000000.0,39135000000.0,24798000000.0,13471000000.0,5156915000.0,4626570000.0,3340290000.0,2613826000.0,1882644000.0,1126237000.0
,grossProfitRatio,0.446025296687731,0.450889492734394,0.572279095042874,0.624174685511742,0.660332400660451,0.6872342659178,0.745371781197623,0.718428600399803,0.67270911360799,0.803646592884346,0.832478345814172,0.862070834391472,0.870928703709257,0.870483369144106,0.825770495841955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,43080000000.0,37435000000.0,22754000000.0,17060000000.0,13788000000.0,10658000000.0,5093000000.0,3753000000.0,2897000000.0,784667000.0,580173000.0,384333000.0,186513000.0,131495000.0,105486000.0
,GeneralAndAdministrativeExpenses,28197000000.0,24889000000.0,16241000000.0,12239000000.0,9205000000.0,7800000000.0,4218000000.0,2889000000.0,2211000000.0,640059000.0,568324000.0,409708000.0,320144000.0,966681000.0,770167000.0
,SellingAndMarketingExpenses,50673000000.0,39780000000.0,27299000000.0,16314000000.0,11307000000.0,8513000000.0,4545000000.0,3613000000.0,3058000000.0,2041846000.0,2050561000.0,1623845000.0,1092086000.0,0.0,0.0
,otherExpenses,3217000000.0,1252000000.0,5548000000.0,6086000000.0,1921000000.0,2325000000.0,2177000000.0,506000000.0,127000000.0,0.0,0.0,0.0,-5848000.0,0.0,0.0
,operatingExpenses,134340000000.0,112165000000.0,72859000000.0,50735000000.0,36830000000.0,28733000000.0,13919000000.0,13484000000.0,8121000000.0,3466572000.0,3090032000.0,2267320000.0,1421443000.0,1098176000.0,875653000.0
,costAndExpenses,416707000000.0,319094000000.0,179903000000.0,110218000000.0,71185000000.0,52567000000.0,27288000000.0,23203000000.0,14675000000.0,4726551000.0,4021048000.0,2801758000.0,1808811000.0,1378289000.0,1113278000.0
,interestExpense,5180000000.0,5190000000.0,3566000000.0,2671000000.0,1946000000.0,2750000000.0,2195000000.0,1572000000.0,68000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,13388000000.0,10727000000.0,7120000000.0,5122000000.0,2931000000.0,2089000000.0,315000000.0,130000000.0,155000000.0,252692000.0,226910000.0,126582000.0,77220000.0,0.0,0.0
,EBITDA,106392000000.0,68477000000.0,77483000000.0,53177000000.0,32889000000.0,25726000000.0,25531000000.0,11444000000.0,5505000000.0,1943035000.0,1763448000.0,1199552000.0,1269603000.0,784468000.0,250584000.0
,EBITDARatio,0.208730045064752,0.181711795862479,0.309602582851846,0.335982763958477,0.32517326952928,0.337593827095691,0.486267712936157,0.331546774053365,0.274906367041199,0.302799921581999,0.317304671488664,0.309583537218612,0.423032633012061,0.362716662112295,0.183731198611003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,93004000000.0,57750000000.0,70363000000.0,48055000000.0,29958000000.0,23637000000.0,25216000000.0,11314000000.0,5350000000.0,1690343000.0,1536538000.0,1072970000.0,1192383000.0,784468000.0,250584000.0
,operatingIncomeRatio,0.182464180682779,0.153246436191103,0.281152853364021,0.303620958723219,0.296194496900428,0.310180567949189,0.480268170044187,0.327780513949648,0.267166042446941,0.263420745301387,0.276475793626945,0.27691492151191,0.397302873456364,0.362716662112295,0.183731198611003
,totalOtherIncomeExpensesNet,5865000000.0,-445000000.0,3111000000.0,6086000000.0,1202000000.0,1984000000.0,2133000000.0,331000000.0,-8000000.0,182905000.0,-6479000.0,0.0,-5848000.0,0.0,0.0
,incomeBeforeTax,166645000000.0,96221000000.0,100403000000.0,60029000000.0,81468000000.0,32326000000.0,26802000000.0,10112000000.0,5532000000.0,2136734000.0,1706457000.0,1176419000.0,1415503000.0,1149444000.0,291388000.0
,incomeBeforeTaxRatio,0.326940168056016,0.255333772064833,0.401185139012091,0.379275050071712,0.805473438596838,0.424203453886935,0.510475392351059,0.292957093606049,0.27625468164794,0.33298570928552,0.307050039351618,0.303613311695685,0.471646617979378,0.531471635509676,0.213649181515432
,incomeTaxExpense,20562000000.0,16553000000.0,18199000000.0,13776000000.0,8449000000.0,6416000000.0,3196000000.0,1457000000.0,842000000.0,427896000.0,236445000.0,163393000.0,210317000.0,181649000.0,71450000.0
,netIncome,149433000000.0,87886000000.0,64093000000.0,43675000000.0,71460000000.0,24261000000.0,23315000000.0,8532000000.0,4228000000.0,1712673000.0,1469464000.0,1013026000.0,1205186000.0,967795000.0,219938000.0
,netIncomeRatio,0.293172013160399,0.233215866512403,0.256099510121231,0.275947255691116,0.706524425812958,0.318369114482179,0.444061404845345,0.247182547730104,0.211136079900125,0.266900622014327,0.264406884571827,0.26144441622741,0.401568842267444,0.44748207958638,0.161261183316201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,56.8,33.95,25.06,17.52,29.07,10.33,10.29,3.66,1.865843,0.34,0.291340655854713,0.201,0.2386,0.1991,0.0456
