date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,507059000.0,792195000.0,750898000.0,679672000.0,687969000.0,633712000.0,698218000.0,734177000.0,819592000.0,772831000.0,770405000.0,792356000.0,744352000.0,937656000.0
,costOfRevenue,378742000.0,611584000.0,552802000.0,491779000.0,531743000.0,498848000.0,545356000.0,579109000.0,556091000.0,538515000.0,526847000.0,654787000.0,644911000.0,728999000.0
,grossProfit,128317000.0,180611000.0,198096000.0,187893000.0,156226000.0,134864000.0,152862000.0,155068000.0,263501000.0,234316000.0,243558000.0,137569000.0,99441000.0,208657000.0
,grossProfitRatio,0.253061280837141,0.227988058495699,0.263812128944277,0.276446580115114,0.227082906351885,0.212815916378418,0.218931623074742,0.211213372252195,0.321502650099074,0.303191771551607,0.316142808003583,0.173620190924282,0.133594052276342,0.22253043760185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,45698000.0,75356000.0,78039000.0,70523000.0,72180000.0,83420000.0,92765000.0,87862000.0,78723000.0,76767000.0,83524000.0,138863000.0,131252000.0,107590000.0
,GeneralAndAdministrativeExpenses,49974000.0,71637000.0,72639000.0,81775000.0,89094000.0,94378000.0,126954000.0,85767000.0,78971000.0,68367000.0,66640000.0,92990000.0,87677000.0,123211000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,3110000.0,2980000.0,264000.0,2898000.0,2990000.0,1779000.0,2356000.0,2870000.0,2119000.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,95672000.0,146993000.0,150678000.0,152298000.0,161274000.0,177798000.0,219719000.0,173629000.0,157694000.0,145134000.0,150164000.0,231853000.0,218929000.0,230801000.0
,costAndExpenses,474414000.0,758577000.0,703480000.0,644077000.0,693017000.0,676646000.0,765075000.0,752738000.0,713785000.0,683649000.0,677011000.0,886640000.0,863840000.0,959800000.0
,interestExpense,18147000.0,22627000.0,22282000.0,21559000.0,16238000.0,16268000.0,16289000.0,20360000.0,22600000.0,24984000.0,0.0,60311000.0,57159000.0,57236000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,16481000.0,32729000.0,32048000.0,28146000.0,25416000.0,26490000.0,29989000.0,32726000.0,32390000.0,51224000.0,58395000.0,163434000.0,188560000.0,202929000.0
,EBITDA,49126000.0,66347000.0,79466000.0,63741000.0,20368000.0,-16444000.0,-36868000.0,14165000.0,138197000.0,140406000.0,151789000.0,69150000.0,69072000.0,180785000.0
