date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,60397000.0,47826000.0,46787000.0,26426000.0,20404000.0,17777000.0,656000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,31502000.0,19653000.0,16096000.0,9651000.0,7963000.0,6088000.0,1282000.0,22341.0,23440.0,20509.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,51000.0,245000.0,735000.0,780000.0,885000.0,1200000.0,0.0,0.0,0.0,0.0
,operatingExpenses,91899000.0,67479000.0,62883000.0,36077000.0,28367000.0,23865000.0,3934000.0,22341.0,23440.0,20509.0
,costAndExpenses,91899000.0,67479000.0,62883000.0,36077000.0,28367000.0,23865000.0,3934000.0,22341.0,23440.0,20509.0
,interestExpense,578000.0,580000.0,970000.0,888000.0,577000.0,88000.0,5877.0,4974.0,3600.0,1886.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,194000.0,0.0,10000.0,30000.0,31000.0,20000.0,1000.0,0.0,0.0,0.0
,EBITDA,-91705000.0,-62560000.0,-62873000.0,-36047000.0,-28336000.0,-23845000.0,-3933000.0,-22341.0,-23440.0,-20509.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-91899000.0,-67479000.0,-62883000.0,-36077000.0,-28367000.0,-23865000.0,-3934000.0,-22341.0,-23440.0,-20509.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,51000.0,245000.0,237000.0,780000.0,885000.0,1200000.0,300000.0,0.0,0.0,0.0
,incomeBeforeTax,-89625000.0,-63140000.0,-60447000.0,-35434000.0,-27560000.0,-22625000.0,-3671000.0,-27315.0,-27040.0,-22395.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-89625000.0,-63140000.0,-60447000.0,-35434000.0,-27560000.0,-22625000.0,-3671000.0,-27315.0,-27040.0,-22395.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.69,-1.51,-1.72,-1.52,-1.47,-2.28,-0.25303,-0.00546,-0.00541,-0.00448
,EPSDiluted,-1.69,-1.51,-1.72,-1.52,-1.47,-2.28,-0.25303,-0.00546,-0.00541,-0.00448
,weightedAverageShsOut,53077000.0,41946000.0,35191000.0,23237000.0,18701000.0,9933000.0,14508180.0,5000000.0,5000000.0,5000000.0
,weightedAverageShsOutDil,53077000.0,41946000.0,35191000.0,23237000.0,18701000.0,9933000.0,14508180.0,5000000.0,5000000.0,5000000.0
