Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,12972000.0,17303000.0,1117000.0,24293000.0,105456000.0,31803000.0,11711000.0
Short-term investments,0.0,0.0,0.0,39934000.0,0.0,0.0,0.0
Cash and short-term investments,12972000.0,17303000.0,1117000.0,64227000.0,105456000.0,31803000.0,11711000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,14276000.0,19000000.0,1150000.0,67170000.0,107511000.0,32178000.0,11926000.0
Property, Plant & Equipment Net,14000.0,25000.0,31000.0,489000.0,33000.0,29000.0,16000.0
Goodwill and Intangible Assets,1867000.0,1867000.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,2750000.0,1892000.0,46000.0,804000.0,233000.0,109000.0,36000.0
Total assets,17026000.0,20892000.0,1196000.0,67974000.0,107744000.0,32287000.0,11962000.0
Payables,689000.0,418000.0,338000.0,1208000.0,765000.0,5000.0,764000.0
Short-term debt,0.0,0.0,3447000.0,0.0,0.0,0.0,0.0
Total current liabilities,2534000.0,1440000.0,3898000.0,6162000.0,4243000.0,2209000.0,2018000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,3447000.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,0.0,88000.0,0.0,0.0,0.0
Total liabilities,2534000.0,1440000.0,3898000.0,6250000.0,4243000.0,2209000.0,2018000.0
Other comprehensive income,0.0,0.0,0.0,-55000.0,0.0,0.0,0.0
Retained earnings (deficit),-41571000.0,-27506000.0,-14390000.0,-131438000.0,-86351000.0,-63055000.0,-47330000.0
Total shareholders equity,14492000.0,19452000.0,-2702000.0,61724000.0,103501000.0,-55267000.0,-39901000.0
Investments,0.0,0.0,0.0,39934000.0,0.0,0.0,0.0
Net Debt,-12972000.0,-17303000.0,2330000.0,-64227000.0,-105456000.0,-31803000.0,-11711000.0
Other Assets,1304000.0,1697000.0,33000.0,2943000.0,2055000.0,375000.0,215000.0
Other Liabilities,1845000.0,1022000.0,113000.0,4954000.0,3478000.0,2204000.0,1254000.0
