Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,49360000.0,55101000.0,26256000.0
Short-term investments,35732000.0,0.0,0.0
Cash and short-term investments,85092000.0,55101000.0,26256000.0
Receivables,1706000.0,722000.0,234000.0
Inventories,0.0,0.0,0.0
Total current assets,88792000.0,56320000.0,26642000.0
Property Plant & Equipment Net,419000.0,646000.0,364000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,482000.0,2474000.0,427000.0
Total assets,89274000.0,58794000.0,27069000.0
Payables,1370000.0,2218000.0,1518000.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,6216000.0,9833000.0,4962000.0
Long-term debt,175000.0,0.0,0.0
Total debt,175000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,360000.0,38000.0,34000.0
Total liabilities,6391000.0,9871000.0,4996000.0
Other comprehensive income,172988000,0.0,0.0
Retained earnings (deficit),-90109000.0,-57170000.0,-27247000.0
Total shareholders equity,82883000.0,-55790000.0,-26343000.0
Investments,35732000.0,0.0,0.0
Net Debt,-49185000.0,-55101000.0,-26256000.0
Other Assets,0.0,497000.0,152000.0
Other Liabilities,0.0,7615000.0,3444000.0
