Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,465995876.2887,554277257.6261,517552518.4275,381379432.6241,422754412.3169
Revenue Growth,-0.159272963345994,0.070958478397868,0.357054088801943,-0.0978700126772065,
Cost of Revenue,358206701.0309,376627604.9532,351422297.2973,255952634.2452,282929027.4127
Gross Profit,107789175.2577,177649652.6729,166130221.1302,125426798.3789,139825384.9042
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,173170360.8247,192824826.3365,182249078.6241,140765450.8612,176499436.7255
Operating Expenses,175570360.8247,194012684.9894,183861793.6118,141652735.5623,178273375.8919
Operating Income,-67781185.567,-16363032.3165,-17731572.4816,-16225937.1834,-38447990.9876
Interest Expense,21449226.8041,38973119.9034,32185196.5602,24485055.7244,27956064.5888
Earnings before Tax,-85773453.6082,-51629115.071,-46903562.6536,-24973657.5481,-54009387.9084
Income Tax Expense,52061.8557,0.0,0.0,20263.4245,52196.7706
Net Income - Non-Controlling int,162113.4021,180912.1111,252457.0025,212006.079,153586.181
Net Income - Discontinued ops,2726546.3918,4869525.823,5421375.9214,0.0,0.0
Net Income,-85825515.4639,-51629115.071,-46903562.6536,-24993920.9726,-54061584.6789
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-85825515.4639,-51629115.071,-46903562.6536,-24993920.9726,-54061584.6789
EPS,-2.7526,-1.797,-2.1652,-1.1803,-2.8325
EPS Diluted,-2.7526,-1.797,-2.1652,-1.1803,-2.8325
Weighted Average Shs Out,,,,,
Weighted Average Shs Out (Dil),8004186.5979,28024765.9317,28498157.2482,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.2313,0.3205,0.321,0.3289,0.3307
EBITDA Margin,-0.0273,-0.0018,-0.0031,0.0033,-0.0173
EBIT Margin,-0.138,-0.0228,-0.0284,-0.0013,-0.0616
Profit Margin,-0.0474,-0.0281,-0.0279,-0.0167,-0.0481
Free Cash Flow margin,-0.068,0.0195,-0.0195,-0.0298,-0.0289
EBITDA,-49370103.0928,-3146179.402,-5266277.6413,4822441.7427,-19654900.4882
EBIT,-64324226.8041,-12655995.1676,-14718366.0934,-488601.8237,-26053323.3196
Consolidated Income,-85663402.0619,-51448202.9598,-46651105.6511,-25205927.0517,-54215170.8599
Earnings Before Tax Margin,-0.1841,-0.0931,-0.0906,-0.0655,-0.1278
Net Profit Margin,-0.1842,-0.0931,-0.0906,-0.0655,-0.1279
