date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-30_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2003-06-30_FY
,revenue,152967000.0,192408000.0,471433000.0,588287000.0,519601000.0,492660000.0,401480000.0,336430000.0,305814000.0,292237000.0,191005240.0,54673635.0,47826797.0,39485891.0,27350946.0,5145509.0,479495.0,856000.0,473588.0
,costOfRevenue,33513000.0,34849000.0,99310000.0,135714000.0,108109000.0,92931000.0,80615000.0,66643000.0,57641000.0,66567000.0,35518216.0,11388920.0,11354912.0,8355858.0,7122833.0,5132130.0,5302141.0,0.0,0.0
,grossProfit,119454000.0,157559000.0,372123000.0,452573000.0,411492000.0,399729000.0,320865000.0,269787000.0,248173000.0,225670000.0,155487024.0,43284715.0,36471885.0,31130033.0,20228113.0,13379.0,-4822646.0,856000.0,0.0
,grossProfitRatio,0.780913530369295,0.818879672362895,0.789344403128334,0.769306477960587,0.791938429679697,0.811368895384241,0.799205439872472,0.80191124453824,0.811516150339749,0.772215701639423,0.814045855495902,0.791692650397216,0.76258263751177,0.788383703941238,0.739576356883597,0.00260013149330805,-10.0577607691425,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,23012000.0,60083000.0,106383000.0,166105000.0,203437000.0,149209000.0,73470000.0,53877000.0,53881000.0,42108000.0,30600369.0,34611278.0,36604478.0,22410279.0,12054780.0,12889594.0,21999091.0,34270000.0,19791889.0
,GeneralAndAdministrativeExpenses,152576000.0,192846000.0,172254000.0,181619000.0,235437000.0,205630000.0,201813000.0,185545000.0,168690000.0,148508000.0,133316518.0,31979387.0,73306761.0,48167105.0,31640258.0,21533300.0,17945149.0,0.0,6387999.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57951292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,167000.0,13000.0,16000.0,-543000.0,9902000.0,411000.0,232000.0,-1502000.0,-6000.0,0.0,35518216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,206351000.0,278565000.0,278637000.0,347724000.0,438874000.0,354839000.0,275283000.0,239422000.0,222571000.0,190616000.0,199435103.0,124541957.0,109911239.0,70577384.0,43695038.0,34422894.0,39944240.0,63335000.0,27139024.0
,costAndExpenses,239864000.0,313414000.0,377947000.0,483438000.0,546983000.0,447770000.0,355898000.0,306065000.0,280212000.0,257183000.0,234953319.0,135930877.0,121266151.0,78933242.0,50817871.0,39555024.0,45246381.0,63335000.0,27139024.0
,interestExpense,30574000.0,21872000.0,21597000.0,18664000.0,16527000.0,15472000.0,9288000.0,2170000.0,1880000.0,3570000.0,3922686.0,4414812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
