Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,0.0,0.0,0.0,0.0,0.0
Stock-based compensation,941000.0,1708000.0,513000.0,325908.0,300147.0
Operating Cash Flow,-21446000.0,-37436000.0,-27942000.0,-7997684.0,-1675.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,0.0,0.0,0.0,0.0
Issuance (repayment) of debt,0.0,14424000.0,0.0,704210.0,210364.0
Issuance (buybacks) of shares,12818000.0,24102000.0,21743000.0,36163368.0,243584.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,11233000.0,38455000.0,21428000.0,36599362.0,4912.0
Effect of forex changes on cash,-159000.0,-198000.0,-251000.0,-10612.0,0.0
Net cash flow / Change in cash,-10213000.0,1019000.0,-6514000.0,28601678.0,3237.0
Free Cash Flow,-21446000.0,-37436000.0,-27942000.0,-7997684.0,-1675.0
Net Cash/Marketcap,,,,,
