date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-03-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,332811000.0,318081000.0,294612000.0,278659000.0,248500000.0,228988000.0,177509000.0,117828000.0,96953000.0,0.0,82702000.0,78396000.0,64221000.0,63005000.0,62313000.0,150724000.0,157382000.0,155559000.0,162492000.0,171783000.0,139171000.0,147514000.0,131158000.0,102292000.0,110179000.0,99429000.0,87900000.0,71400000.0,49500000.0,39400000.0,7900000.0
,costOfRevenue,10187000.0,7348000.0,1166000.0,960000.0,1009000.0,985000.0,620000.0,616000.0,771000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,322624000.0,310733000.0,293446000.0,277699000.0,247491000.0,228003000.0,176889000.0,117212000.0,96182000.0,0.0,82702000.0,78396000.0,64221000.0,63005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.969391035753025,0.976898965986651,0.996042252182532,0.996554929142787,0.995939637826962,0.995698464548361,0.996507219352258,0.994772040601555,0.992047693212175,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,14556000.0,13906000.0,12856000.0,12711000.0,10195000.0,10983000.0,9316000.0,10038000.0,8565000.0,0.0,8032000.0,8848000.0,7209000.0,5183000.0,5656000.0,5344000.0,4310000.0,3492000.0,3135000.0,2426000.0,3302000.0,3462000.0,3275000.0,3892000.0,3700000.0,3685000.0,3400000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,1657000.0,0.0,0.0,3306000.0,4847000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,97706000.0,90722000.0,84205000.0,79884000.0,69760000.0,64146000.0,47394000.0,30139000.0,25144000.0,0.0,20838000.0,19898000.0,14581000.0,13733000.0,8012000.0,100498000.0,120983000.0,99732000.0,105028000.0,129672000.0,119134000.0,85251000.0,103136000.0,51759000.0,57010000.0,52898000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,107893000.0,98070000.0,85371000.0,80844000.0,70769000.0,65131000.0,48014000.0,30755000.0,25915000.0,0.0,20838000.0,19898000.0,14581000.0,13733000.0,8012000.0,100498000.0,120983000.0,99732000.0,105028000.0,129672000.0,119134000.0,85251000.0,103136000.0,51759000.0,57010000.0,52898000.0,-7600000.0,-10500000.0,-8200000.0,-7100000.0,-1600000.0
,interestExpense,49534000.0,52733000.0,45741000.0,42502000.0,39594000.0,34216000.0,23302000.0,9229000.0,3492000.0,0.0,3848000.0,1552000.0,85000.0,308000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,83150000.0,76816000.0,71349000.0,67173000.0,59565000.0,53163000.0,38078000.0,20101000.0,16579000.0,0.0,11953000.0,10986000.0,7629000.0,7888000.0,9218000.0,11980000.0,12966000.0,14533000.0,15350000.0,16893000.0,15746000.0,15337000.0,12228000.0,9643000.0,8036000.0,7947000.0,6100000.0,5300000.0,5200000.0,4700000.0,1200000.0
,EBITDA,308068000.0,296827000.0,280590000.0,264988000.0,237296000.0,217020000.0,167573000.0,107174000.0,87617000.0,0.0,73817000.0,69484000.0,57269000.0,57160000.0,63519000.0,62206000.0,49365000.0,70360000.0,72814000.0,59004000.0,35783000.0,77600000.0,40250000.0,60176000.0,61205000.0,54478000.0,101600000.0,87200000.0,62900000.0,51200000.0,10700000.0
,EBITDARatio,0.925654500602444,0.933180542063185,0.952405197344304,0.950940037824007,0.954913480885312,0.947735252502314,0.944025373361351,0.909580065858709,0.90370591936299,0.0,0.892566080626829,0.886320730649523,0.891748804908052,0.907229584953575,1.01935390688941,0.412714630715745,0.313663570166855,0.452304270405441,0.448108214558255,0.343479855398963,0.257115347306551,0.526051764578277,0.30688177617835,0.588276698080006,0.555505132557021,0.547908557865411,1.15585893060296,1.22128851540616,1.27070707070707,1.2994923857868,1.35443037974684
