date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,40127669.0,29518810.0,24465010.0,27841490.0,22642566.0,32054420.0,31807470.0,22900000.0,34600000.0,131144595.0,58100000.0,114700000.0,114800000.0,98100000.0,71100000.0,90296297.0,87300000.0,76552228.0,76801119.0,51920321.0,92598305.0,38700000.0,26900000.0,16400000.0,18000000.0,15800000.0,14800000.0,13000000.0,7500000.0,6100000.0
,costOfRevenue,21398381.0,20901540.0,15831440.0,18118420.0,18601138.0,21524830.0,19592150.0,36600000.0,34200000.0,82110464.0,46600000.0,86500000.0,88900000.0,86900000.0,54600000.0,54846383.0,85900000.0,59954229.0,57553577.0,62368663.0,58817686.0,22200000.0,11200000.0,5000000.0,6500000.0,3000000.0,-100000.0,300000.0,600000.0,700000.0
,grossProfit,18729288.0,8617270.0,8633570.0,9723070.0,4041428.0,10529590.0,12215320.0,-13700000.0,400000.0,49034131.0,11500000.0,28200000.0,25900000.0,11200000.0,16500000.0,35449914.0,1400000.0,16597999.0,19247542.0,-10448342.0,33780619.0,16500000.0,15700000.0,11400000.0,11500000.0,12800000.0,14900000.0,12700000.0,6900000.0,5400000.0
,grossProfitRatio,0.466742486337794,0.291924708346983,0.352894603353933,0.3492295132193,0.178488074187351,0.328491047412494,0.384039346732073,-0.59825327510917,0.0115606936416185,0.373893647694745,0.197934595524957,0.245858761987794,0.225609756097561,0.114169215086646,0.232067510548523,0.392595435004383,0.0160366552119129,0.21681928055706,0.250615384913858,-0.201238008524639,0.364808178724222,0.426356589147287,0.58364312267658,0.695121951219512,0.638888888888889,0.810126582278481,1.00675675675676,0.976923076923077,0.92,0.885245901639344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,11609795.0,13349130.0,17445300.0,18879720.0,15252794.0,17631410.0,20736020.0,1600000.0,2200000.0,25874962.0,2200000.0,3600000.0,5100000.0,3200000.0,4900000.0,12036473.0,2300000.0,13524034.0,16190905.0,15271695.0,15051796.0,7100000.0,9700000.0,10400000.0,16500000.0,0.0,14600000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,11822703.0,21316460.0,27210850.0,20541240.0,0.0,18134580.0,19908020.0,19100000.0,17200000.0,0.0,12300000.0,14100000.0,16000000.0,18000000.0,19300000.0,0.0,-10162608000.0,0.0,0.0,15245176.0,9927728.0,5800000.0,4000000.0,4300000.0,7100000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10172708000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,21458589.0,25347091000.0,31966993000.0,34651000.0,-448581.0,128000000.0,271000000.0,235000000.0,0.0,0.0,124000000.0,-128000000.0,-44000000.0,-68000000.0,-56000.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,44891087.0,34996930.0,48600290.0,40021040.0,32214567.0,35765990.0,41963330.0,27200000.0,21600000.0,44803958.0,14500000.0,17500000.0,26400000.0,21300000.0,24300000.0,26207256.0,18000000.0,24249665.0,26412467.0,36630042.0,32345787.0,17000000.0,18000000.0,18300000.0,27200000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,66289468.0,55898470.0,64431730.0,58139460.0,50815705.0,57290820.0,61555480.0,63800000.0,55800000.0,126914422.0,61100000.0,104000000.0,115300000.0,108200000.0,78900000.0,81053639.0,103900000.0,84203894.0,83966044.0,98998705.0,91163473.0,39200000.0,29200000.0,23300000.0,33700000.0,26100000.0,21200000.0,14400000.0,9600000.0,8400000.0
,interestExpense,0.0,-3112180.0,4659130.0,1707570.0,0.0,10626260.0,1225130.0,700000.0,100000.0,0.0,47000000.0,128000000.0,44000000.0,68000000.0,56000.0,121674.0,69572000.0,1830875.0,0.0,0.0,453075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,651.083,792220.0,1958680.0,2501890.0,993621.0,2138980.0,3002010.0,3650000.0,9110000.0,8598672.0,6570000.0,5990000.0,5040000.0,3460000.0,2620000.0,5377856.0,9520000.0,9694549.0,11917833.0,11255805.0,7366263.0,4100000.0,4300000.0,3600000.0,3600000.0,3100000.0,2100000.0,1500000.0,1200000.0,1000000.0
,EBITDA,-4762766.917,-25587440.0,-38008040.0,-27796080.0,-27179518.0,-23097420.0,-26746000.0,-37250000.0,-11990000.0,12828845.0,3670000.0,16590000.0,4540000.0,-6640000.0,-5180000.0,14620514.0,-7080000.0,2042883.0,4752908.0,-35822579.0,8801095.0,3600000.0,2000000.0,-3300000.0,-12100000.0,-7200000.0,-4300000.0,100000.0,-900000.0,-1300000.0
,EBITDARatio,-0.118690345980475,-0.866818140704182,-1.55356731920404,-0.998368980970487,-1.20037269627479,-0.720568957416793,-0.840871656878086,-1.62663755458515,-0.346531791907514,0.0978221405159702,0.0631669535283993,0.14463818657367,0.0395470383275261,-0.0676860346585117,-0.0728551336146273,0.161917093898103,-0.0810996563573883,0.0266861338118075,0.0618859212194552,-0.689952956954946,0.0950459622344059,0.0930232558139535,0.0743494423791822,-0.201219512195122,-0.672222222222222,-0.455696202531646,-0.290540540540541,0.00769230769230769,-0.12,-0.213114754098361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-4763418.0,-26379660.0,-39966720.0,-30297970.0,-28173139.0,-25236400.0,-29748010.0,-40900000.0,-21100000.0,4230173.0,-2900000.0,10600000.0,-500000.0,-10100000.0,-7800000.0,9242658.0,-16600000.0,-7651666.0,-7164925.0,-47078384.0,1434832.0,-500000.0,-2300000.0,-6900000.0,-15700000.0,-10300000.0,-6400000.0,-1400000.0,-2100000.0,-2300000.0
,operatingIncomeRatio,-0.118706571268817,-0.893655943447585,-1.63362778106365,-1.08823091005546,-1.24425557598021,-0.787298600317834,-0.935252316515586,-1.78602620087336,-0.609826589595376,0.0322557936909257,-0.0499139414802065,0.0924149956408021,-0.00435540069686411,-0.102956167176351,-0.109704641350211,0.102359214132557,-0.190148911798396,-0.099953537603112,-0.093291934978187,-0.906742930191052,0.0154952296373028,-0.0129198966408269,-0.0855018587360595,-0.420731707317073,-0.872222222222222,-0.651898734177215,-0.432432432432432,-0.107692307692308,-0.28,-0.377049180327869
,totalOtherIncomeExpensesNet,-35463.0,225620.0,855110.0,247290.0,7613610.0,-210490.0,58540.0,200000.0,200000.0,-4520329.0,124000000.0,900000.0,100000.0,100000.0,500000.0,-877201.0,200000.0,-480864.0,-265850.0,-6113171.0,-533873.0,-400000.0,-200000.0,1000000.0,-7000000.0,1700000.0,-300000.0,0.0,600000.0,300000.0
,incomeBeforeTax,-4401925.0,-29266220.0,-34452490.0,-28343120.0,-19901145.0,-14820620.0,-28464350.0,-38100000.0,-20000000.0,1015084.0,2100000.0,19500000.0,5100000.0,-5500000.0,-2100000.0,12131533.0,-14700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-0.109697999153651,-0.991443083240822,-1.40823527151634,-1.01801735467462,-0.878926222407831,-0.462358077294801,-0.894895129980473,-1.66375545851528,-0.578034682080925,0.00774018936884132,0.036144578313253,0.170008718395815,0.0444250871080139,-0.0560652395514781,-0.029535864978903,0.134352497312265,-0.168384879725086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,108000.0,-30000.0,-2963000.0,3130000.0,-25000.0,-180000.0,-12933209.0,1099000.0,-3541000.0,-100000.0,700000.0,800000.0,500000.0,-300000.0,-192000.0,-300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-4530925.0,-29506250.0,-34533540.0,-25240480.0,-23434116.0,-14693420.0,-28212040.0,-4700000.0,-18400000.0,3597927.0,8800000.0,19400000.0,2600000.0,-6600000.0,-2100000.0,11671229.0,-15400000.0,-6878258.0,-31911318.0,-22713388.0,6293384.0,800000.0,-3000000.0,-6300000.0,-21600000.0,-9000000.0,-6700000.0,-1600000.0,-1700000.0,-2200000.0
