Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,7889201.0,6953757.0,3705770.0,0.0
Revenue Growth,0.1345,0.8765,0.0,
Cost of Revenue,0.0,0.0,0.0,
Gross Profit,7889201.0,6953757.0,3705770.0,0.0
R&D Expenses,447884.0,485852.0,417901.0,30000.0
SG&A Expense,11626161.0,7827382.0,3071015.0,142000.0
Operating Expenses,12074045.0,8313234.0,3488916.0,1700316.0
Operating Income,-4184844.0,-1359477.0,216854.0,-142000.0
Interest Expense,0.0,0.0,0.0,-1212.0
Earnings before Tax,-3887152.0,-1213909.0,215843.0,-142000.0
Income Tax Expense,-461171.0,-271541.0,54938.0,35000.0
Net Income - Non-Controlling int,-111145.0,-54457.0,3906.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-3425981.0,-942368.0,160905.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-3425981.0,-942368.0,160905.0,-106000.0
EPS,-0.24,-0.14,6.19,-0.01
EPS Diluted,-0.24,-0.14,6.19,-0.01
Weighted Average Shs Out,13000000.0,14550000.0,14550000.0,14550000.0
Weighted Average Shs Out (Dil),14392001.0,6815134.0,26000.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,1.0,1.0,1.0,0.0
EBITDA Margin,-0.482,-0.166,0.069,
EBIT Margin,-0.4927,-0.1746,0.0582,0.0
Profit Margin,-0.434,-0.136,0.043,
Free Cash Flow margin,-1.0627,-0.2815,-0.3241,
EBITDA,-3804280.0,-1156306.0,254816.0,
EBIT,-3887152.0,-1213909.0,215843.0,-1700316.0
Consolidated Income,-3537126.0,-996825.0,164811.0,
Earnings Before Tax Margin,-0.4927,-0.1746,0.0582,0.0
Net Profit Margin,-0.4343,-0.1355,0.0434,
