date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,71857000.0,73414000.0,60370000.0,15386000.0,48648000.0,42126000.0,11688000.0,226000.0,130145000.0
,costOfRevenue,0.0,0.0,715000.0,6030000.0,2894000.0,4657000.0,4058000.0,0.0,0.0
,grossProfit,71857000.0,73414000.0,59655000.0,9356000.0,45754000.0,37469000.0,7630000.0,226000.0,130145000.0
,grossProfitRatio,1.0,1.0,0.988156369057479,0.608085272325491,0.940511429041276,0.88945069553245,0.65280629705681,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,260953000.0,219248000.0,201348000.0,173887000.0,141712000.0,129165000.0,168522000.0,120579000.0,113995000.0
,GeneralAndAdministrativeExpenses,108661000.0,106081000.0,97058000.0,95592000.0,84509000.0,90203000.0,71647000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,369614000.0,325329000.0,298406000.0,269479000.0,226221000.0,219368000.0,240169000.0,156510000.0,139720000.0
,costAndExpenses,369614000.0,325329000.0,299121000.0,283509000.0,229115000.0,224025000.0,244227000.0,156510000.0,139720000.0
,interestExpense,44585000.0,31862000.0,10482000.0,8547000.0,1404000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6798000.0,6441000.0,3166000.0,4027000.0,3119000.0,2989000.0,3274000.0,2650000.0,3251000.0
,EBITDA,-218114000.0,-203374000.0,-212437000.0,-259137000.0,-176036000.0,-178279000.0,-227400000.0,-153634000.0,-6324000.0
,EBITDARatio,-3.03538973238515,-2.77023456016564,-3.51891668047043,-16.8423891849734,-3.61856602532478,-4.2320419693301,-19.4558521560575,-679.796460176991,-0.0485919551269738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-297757000.0,-251915000.0,-238751000.0,-268123000.0,-180467000.0,-181899000.0,-232539000.0,-156284000.0,-9575000.0
,operatingIncomeRatio,-4.14374382454041,-3.43142997248481,-3.95479542819281,-17.4264266216041,-3.70964890642986,-4.31797464748611,-19.8955338809035,-691.522123893805,-0.0735717853163779
,totalOtherIncomeExpensesNet,-11220000.0,-10238000.0,-12666000.0,3588000.0,92000.0,-631000.0,-1865000.0,0.0,0.0
,incomeBeforeTax,-286537000.0,-241677000.0,-226085000.0,-271711000.0,-180559000.0,-181268000.0,-230674000.0,-156284000.0,-9575000.0
,incomeBeforeTaxRatio,-3.98760037296297,-3.29197428283434,-3.74498923306278,-17.659625633693,-3.71154004275613,-4.30299577458102,-19.7359685147159,-691.522123893805,-0.0735717853163779
,incomeTaxExpense,8520000.0,-5222000.0,-10561000.0,13694000.0,10110000.0,951000.0,6364000.0,0.0,0.0
,netIncome,-278017000.0,-236455000.0,-215524000.0,-285405000.0,-190669000.0,-182219000.0,-237038000.0,-156284000.0,-9575000.0
,netIncomeRatio,-3.86903154877047,-3.22084343585692,-3.57005135000828,-18.5496555310022,-3.91935948034863,-4.32557090632863,-20.2804585900068,-691.522123893805,-0.0735717853163779
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-4.45933114123025,-4.25202,-3.99348,-5.45165,-4.26448,-5.33584,-7.46459,-4.844498,-0.296806
,EPSDiluted,-4.45933114123025,-4.25202,-3.99348,-5.45165,-4.26448,-5.33584,-7.46459,-4.844498,-0.296806
,weightedAverageShsOut,62345000.0,55610000.0,53969000.0,52352000.0,44711000.0,34150000.0,31755000.0,32260105.0,32260105.0
,weightedAverageShsOutDil,62345000.0,55610000.0,53969000.0,52352000.0,44711000.0,34150000.0,31755000.0,32260105.0,32260105.0
